variant,delta_z_acc_A1_minus_A2,delta_z_breast_B2_minus_B1,delta_z_breast_B2_lo_minus_B1,delta_z_breast_B2_hi_minus_B1
column_minmax,3.90739669458,1.96066917249,1.77216594991,1.96518217524
column_gene_rank,0.713491553569,0.424965717833,0.424000119166,0.425882951579
uniform_ratio_gene_rank,0.731294969854,1.14396864992,1.14311117506,1.14340321641
symmetric_gene_rank,0.679873176972,0.405422245655,0.405696516492,0.539861539577
