setting_id,w_C_ACC,w_residual,w_B_neighbor,w_external,drug,score,rank,median_rank,q1_rank,q3_rank,minimum_rank,maximum_rank,top10_rate,top20_rate
8,0.0,0.2,0.5,0.3,Lenvatinib,0.2472,107,106.0,106.0,107.0,86,108,0.0,0.0
9,0.0,0.2,0.6,0.2,Actinomycin D,0.7688,2,2.0,1.0,5.0,1,30,0.9408866995073891,0.9802955665024631
9,0.0,0.2,0.6,0.2,Crizotinib,0.6902,10,6.0,3.0,12.0,1,37,0.7044334975369458,0.8916256157635468
9,0.0,0.2,0.6,0.2,Mitotane,0.708,8,2.0,1.0,13.0,1,51,0.7093596059113301,0.8866995073891626
9,0.0,0.2,0.6,0.2,Mitomycin,0.5412,48,11.0,4.0,22.0,1,55,0.47783251231527096,0.7241379310344828
9,0.0,0.2,0.6,0.2,Irinotecan,0.4616,67,17.0,5.0,37.5,1,89,0.3891625615763547,0.5467980295566502
9,0.0,0.2,0.6,0.2,Daunorubicin,0.4845999999999999,60,16.0,6.0,30.0,2,69,0.3694581280788177,0.5911330049261084
9,0.0,0.2,0.6,0.2,Homoharringtonine,0.6834,11,12.0,7.0,23.5,3,50,0.45320197044334976,0.7093596059113301
9,0.0,0.2,0.6,0.2,Ibrutinib,0.6384,17,16.0,12.0,23.0,5,40,0.17733990147783252,0.6995073891625616
9,0.0,0.2,0.6,0.2,Romidepsin,0.6704,13,17.0,10.0,26.0,5,51,0.2561576354679803,0.6305418719211823
9,0.0,0.2,0.6,0.2,Cytarabine,0.38780000000000003,82,24.0,9.5,51.0,1,95,0.270935960591133,0.4187192118226601
9,0.0,0.2,0.6,0.2,Docetaxel,0.44900000000000007,72,26.0,15.0,42.0,7,79,0.15270935960591134,0.3793103448275862
9,0.0,0.2,0.6,0.2,Cobimetinib,0.7173999999999999,6,18.0,7.0,33.0,4,72,0.3448275862068966,0.5369458128078818
9,0.0,0.2,0.6,0.2,Palbociclib,0.6336,20,13.0,6.0,21.0,3,35,0.45320197044334976,0.7241379310344828
9,0.0,0.2,0.6,0.2,Brigatinib,0.41859999999999997,76,31.0,15.0,55.0,5,97,0.12807881773399016,0.3399014778325123
9,0.0,0.2,0.6,0.2,Axitinib,0.5594,42,26.0,15.0,47.5,8,72,0.09852216748768473,0.39408866995073893
9,0.0,0.2,0.6,0.2,Ribociclib,0.7716,1,13.0,4.5,35.0,1,70,0.458128078817734,0.5911330049261084
9,0.0,0.2,0.6,0.2,Belinostat,0.402,79,32.0,17.0,53.0,6,91,0.09359605911330049,0.32019704433497537
9,0.0,0.2,0.6,0.2,Ixazomib,0.38260000000000005,83,32.0,14.0,56.0,3,96,0.17733990147783252,0.3497536945812808
9,0.0,0.2,0.6,0.2,Olaparib,0.48660000000000003,59,32.0,18.0,55.0,7,85,0.06403940886699508,0.3054187192118227
9,0.0,0.2,0.6,0.2,Celecoxib,0.4578,70,36.0,16.0,66.0,3,98,0.14285714285714285,0.33004926108374383
9,0.0,0.2,0.6,0.2,Ceritinib,0.571,38,24.0,17.0,32.0,8,41,0.04433497536945813,0.35960591133004927
9,0.0,0.2,0.6,0.2,Abemaciclib,0.4182,77,30.0,15.5,48.0,5,80,0.1330049261083744,0.35960591133004927
9,0.0,0.2,0.6,0.2,Bosutinib,0.6168,26,27.0,23.0,35.0,16,53,0.0,0.13793103448275862
9,0.0,0.2,0.6,0.2,Tucatinib,0.6789999999999999,12,25.0,16.0,36.0,8,61,0.024630541871921183,0.39408866995073893
9,0.0,0.2,0.6,0.2,Idarubicin,0.5462,45,30.0,23.0,37.0,12,45,0.0,0.13793103448275862
9,0.0,0.2,0.6,0.2,Osimertinib,0.6537999999999999,15,34.0,22.0,50.0,8,92,0.03940886699507389,0.23645320197044334
9,0.0,0.2,0.6,0.2,Fluorouracil,0.3922,81,39.0,19.0,59.0,5,88,0.06403940886699508,0.27586206896551724
9,0.0,0.2,0.6,0.2,Lapatinib,0.6175999999999999,24,32.0,26.0,35.0,17,52,0.0,0.03940886699507389
9,0.0,0.2,0.6,0.2,Paclitaxel,0.45420000000000005,71,37.0,22.0,50.0,13,71,0.0,0.1921182266009852
9,0.0,0.2,0.6,0.2,Tivozanib,0.6145,27,34.0,28.0,46.0,12,65,0.0,0.08866995073891626
9,0.0,0.2,0.6,0.2,Chlorambucil,0.5334,51,43.0,20.0,72.0,2,96,0.09359605911330049,0.26108374384236455
9,0.0,0.2,0.6,0.2,Nilotinib,0.48339999999999994,61,39.0,32.0,45.0,20,65,0.0,0.0049261083743842365
9,0.0,0.2,0.6,0.2,Melphalan,0.5632,40,43.0,19.5,71.0,4,93,0.07881773399014778,0.26108374384236455
9,0.0,0.2,0.6,0.2,Carmustine,0.6276,22,37.0,27.0,48.5,16,71,0.0,0.07389162561576355
9,0.0,0.2,0.6,0.2,Mercaptopurine,0.37839999999999996,86,45.0,24.5,64.5,9,92,0.009852216748768473,0.1724137931034483
9,0.0,0.2,0.6,0.2,Carfilzomib,0.7682,3,30.0,10.5,56.0,2,94,0.2512315270935961,0.39408866995073893
9,0.0,0.2,0.6,0.2,Binimetinib,0.739,5,36.0,9.0,73.5,1,107,0.26108374384236455,0.3793103448275862
9,0.0,0.2,0.6,0.2,Doxorubicin,0.617,25,23.0,8.0,40.0,3,55,0.2857142857142857,0.45320197044334976
9,0.0,0.2,0.6,0.2,Etoposide,0.5878,33,24.0,6.5,44.0,1,61,0.33004926108374383,0.46798029556650245
9,0.0,0.2,0.6,0.2,Tamoxifen,0.6232,23,35.0,21.5,43.0,6,59,0.054187192118226604,0.2413793103448276
9,0.0,0.2,0.6,0.2,Afatinib,0.5906,32,56.0,30.5,85.0,6,108,0.024630541871921183,0.15763546798029557
9,0.0,0.2,0.6,0.2,Acalabrutinib,0.6088,30,38.0,29.0,43.5,21,52,0.0,0.0
9,0.0,0.2,0.6,0.2,Ixabepilone,0.5612,41,32.0,13.0,52.5,1,76,0.21674876847290642,0.33497536945812806
9,0.0,0.2,0.6,0.2,Panobinostat,0.4788,63,48.0,41.0,60.5,32,77,0.0,0.0
9,0.0,0.2,0.6,0.2,Trametinib,0.7577999999999999,4,41.0,14.5,77.0,3,106,0.2019704433497537,0.3448275862068966
9,0.0,0.2,0.6,0.2,Vandetanib,0.552,43,50.0,29.0,79.5,12,97,0.0,0.10837438423645321
9,0.0,0.2,0.6,0.2,Epirubicin,0.4918,58,41.0,25.0,56.0,9,70,0.009852216748768473,0.15270935960591134
9,0.0,0.2,0.6,0.2,Erlotinib,0.583,35,48.0,32.0,69.0,2,108,0.07881773399014778,0.14285714285714285
9,0.0,0.2,0.6,0.2,Selumetinib,0.6943999999999999,9,42.0,18.5,52.0,4,70,0.07389162561576355,0.26108374384236455
9,0.0,0.2,0.6,0.2,Selinexor,0.5771999999999999,37,47.0,40.0,60.0,30,76,0.0,0.0
9,0.0,0.2,0.6,0.2,Lomustine,0.6674,14,45.0,22.5,54.0,6,65,0.029556650246305417,0.22660098522167488
9,0.0,0.2,0.6,0.2,Fulvestrant,0.4099999999999999,78,59.0,46.0,76.5,33,96,0.0,0.0
9,0.0,0.2,0.6,0.2,Hydroxyurea,0.3692,88,56.0,38.0,73.0,17,89,0.0,0.034482758620689655
9,0.0,0.2,0.6,0.2,Decitabine,0.5132,54,54.0,50.0,56.0,43,64,0.0,0.0
9,0.0,0.2,0.6,0.2,Cabozantinib,0.6136,28,37.0,10.0,59.5,1,85,0.270935960591133,0.3497536945812808
9,0.0,0.2,0.6,0.2,Gemcitabine,0.36219999999999997,91,56.0,32.5,74.0,1,93,0.08374384236453201,0.1724137931034483
9,0.0,0.2,0.6,0.2,Encorafenib,0.5863999999999999,34,49.0,30.0,67.0,3,86,0.06896551724137931,0.1724137931034483
9,0.0,0.2,0.6,0.2,Darolutamide,0.5442,46,60.0,46.0,82.0,33,94,0.0,0.0
9,0.0,0.2,0.6,0.2,Dacomitinib,0.7153999999999999,7,53.0,29.0,79.0,6,99,0.03940886699507389,0.18226600985221675
9,0.0,0.2,0.6,0.2,Cyclophosphamide,0.36760000000000004,90,65.0,48.0,79.0,28,91,0.0,0.0
9,0.0,0.2,0.6,0.2,Duvelisib,0.6335999999999999,21,58.0,40.0,74.0,21,90,0.0,0.0
9,0.0,0.2,0.6,0.2,Topotecan,0.5382,50,62.0,56.5,65.0,41,71,0.0,0.0
9,0.0,0.2,0.6,0.2,Sunitinib,0.5698,39,64.0,48.5,75.0,14,103,0.0,0.019704433497536946
9,0.0,0.2,0.6,0.2,Allopurinol,0.27859999999999996,102,72.0,51.5,91.0,26,103,0.0,0.0
9,0.0,0.2,0.6,0.2,Estramustine,0.5078,56,68.0,54.0,84.0,42,94,0.0,0.0
9,0.0,0.2,0.6,0.2,Raloxifene,0.5471999999999999,44,57.0,33.0,75.0,4,97,0.06403940886699508,0.15763546798029557
9,0.0,0.2,0.6,0.2,Imatinib,0.5062,57,66.0,61.0,75.0,53,80,0.0,0.0
9,0.0,0.2,0.6,0.2,Sirolimus,0.3798,85,72.0,60.5,85.0,49,96,0.0,0.0
9,0.0,0.2,0.6,0.2,Dabrafenib,0.47019999999999995,66,58.0,32.0,81.0,4,98,0.06403940886699508,0.13793103448275862
9,0.0,0.2,0.6,0.2,Asciminib,0.5142,53,66.0,60.0,68.0,44,76,0.0,0.0
9,0.0,0.2,0.6,0.2,Dasatinib,0.45899999999999996,69,72.0,62.5,79.0,53,89,0.0,0.0
9,0.0,0.2,0.6,0.2,Tioguanine,0.35240000000000005,92,68.0,34.0,90.0,1,103,0.08374384236453201,0.15270935960591134
9,0.0,0.2,0.6,0.2,Pemetrexed,0.37639999999999996,87,75.0,52.0,87.0,23,95,0.0,0.0
9,0.0,0.2,0.6,0.2,Azacitidine,0.369,89,77.0,68.0,86.0,42,93,0.0,0.0
9,0.0,0.2,0.6,0.2,Temsirolimus,0.478,64,72.0,59.0,79.0,43,87,0.0,0.0
9,0.0,0.2,0.6,0.2,Lorlatinib,0.4606,68,74.0,71.0,76.0,54,81,0.0,0.0
9,0.0,0.2,0.6,0.2,Carboplatin,0.4808,62,72.0,63.0,83.0,33,95,0.0,0.0
9,0.0,0.2,0.6,0.2,Vorinostat,0.5182,52,78.0,60.0,94.0,44,101,0.0,0.0
9,0.0,0.2,0.6,0.2,Dexrazoxane,0.6497999999999999,16,70.0,47.5,90.0,16,102,0.0,0.034482758620689655
9,0.0,0.2,0.6,0.2,Oxaliplatin,0.381,84,73.0,42.5,92.0,6,106,0.024630541871921183,0.10344827586206896
9,0.0,0.2,0.6,0.2,Gilteritinib,0.41900000000000004,75,77.0,72.0,81.0,53,88,0.0,0.0
9,0.0,0.2,0.6,0.2,Trifluridine,0.3266,96,81.0,49.5,95.0,14,103,0.0,0.059113300492610835
9,0.0,0.2,0.6,0.2,Dacarbazine,0.5084,55,83.0,64.0,96.0,49,102,0.0,0.0
9,0.0,0.2,0.6,0.2,Erdafitinib,0.3252,97,81.0,63.5,93.0,34,97,0.0,0.0
9,0.0,0.2,0.6,0.2,Venetoclax,0.5434,47,74.0,65.0,82.0,33,92,0.0,0.0
9,0.0,0.2,0.6,0.2,Methotrexate,0.3316,93,83.0,48.0,97.0,6,108,0.024630541871921183,0.08374384236453201
9,0.0,0.2,0.6,0.2,Thiotepa,0.44520000000000004,73,82.0,77.0,85.0,56,92,0.0,0.0
9,0.0,0.2,0.6,0.2,Vemurafenib,0.581,36,78.0,62.5,88.0,24,97,0.0,0.0
9,0.0,0.2,0.6,0.2,Everolimus,0.3306,94,93.0,76.0,101.0,45,105,0.0,0.0
9,0.0,0.2,0.6,0.2,Pralatrexate,0.31199999999999994,99,89.0,61.5,99.5,27,107,0.0,0.0
9,0.0,0.2,0.6,0.2,Sonidegib,0.6004,31,76.0,51.0,91.0,9,105,0.0049261083743842365,0.06403940886699508
9,0.0,0.2,0.6,0.2,Cisplatin,0.634,19,70.0,42.5,87.0,3,103,0.07881773399014778,0.14285714285714285
9,0.0,0.2,0.6,0.2,Fludarabine,0.2996,100,91.0,80.0,100.0,63,103,0.0,0.0
9,0.0,0.2,0.6,0.2,Vinblastine,0.6365999999999999,18,82.0,56.0,95.0,13,104,0.0,0.04926108374384237
9,0.0,0.2,0.6,0.2,Mitoxantrone,0.4746,65,86.0,80.0,91.0,51,96,0.0,0.0
9,0.0,0.2,0.6,0.2,Vinorelbine,0.3296,95,94.0,83.0,97.0,46,100,0.0,0.0
9,0.0,0.2,0.6,0.2,Clofarabine,0.2994,101,95.0,87.5,98.0,57,101,0.0,0.0
9,0.0,0.2,0.6,0.2,Neratinib,0.6118,29,84.0,55.5,98.5,3,108,0.024630541871921183,0.07389162561576355
9,0.0,0.2,0.6,0.2,Valrubicin,0.4306,74,95.0,81.5,100.5,66,104,0.0,0.0
9,0.0,0.2,0.6,0.2,Teniposide,0.5412,49,93.0,76.5,101.5,26,107,0.0,0.0
9,0.0,0.2,0.6,0.2,Idelalisib,0.40159999999999996,80,98.0,91.0,101.0,74,104,0.0,0.0
9,0.0,0.2,0.6,0.2,umbralisib,0.31420000000000003,98,99.0,97.0,101.0,79,103,0.0,0.0
9,0.0,0.2,0.6,0.2,Cladribine,0.2534,103,101.0,96.0,103.0,63,108,0.0,0.0
9,0.0,0.2,0.6,0.2,Fruquintinib,0.2116,106,103.0,99.0,104.0,78,107,0.0,0.0
9,0.0,0.2,0.6,0.2,Abiraterone,0.2268,105,106.0,103.0,107.0,79,108,0.0,0.0
9,0.0,0.2,0.6,0.2,Bleomycin,0.2446,104,105.0,105.0,106.0,96,108,0.0,0.0
9,0.0,0.2,0.6,0.2,Zoledronate,0.18580000000000002,108,107.0,107.0,108.0,91,108,0.0,0.0
9,0.0,0.2,0.6,0.2,Lenvatinib,0.2038,107,106.0,106.0,107.0,86,108,0.0,0.0
10,0.0,0.3,0.1,0.6,Actinomycin D,0.6766,3,2.0,1.0,5.0,1,30,0.9408866995073891,0.9802955665024631
10,0.0,0.3,0.1,0.6,Crizotinib,0.6500999999999999,6,6.0,3.0,12.0,1,37,0.7044334975369458,0.8916256157635468
10,0.0,0.3,0.1,0.6,Mitotane,0.9164,1,2.0,1.0,13.0,1,51,0.7093596059113301,0.8866995073891626
10,0.0,0.3,0.1,0.6,Mitomycin,0.5953999999999999,22,11.0,4.0,22.0,1,55,0.47783251231527096,0.7241379310344828
10,0.0,0.3,0.1,0.6,Irinotecan,0.6144000000000001,19,17.0,5.0,37.5,1,89,0.3891625615763547,0.5467980295566502
10,0.0,0.3,0.1,0.6,Daunorubicin,0.5832999999999999,28,16.0,6.0,30.0,2,69,0.3694581280788177,0.5911330049261084
10,0.0,0.3,0.1,0.6,Homoharringtonine,0.6415,8,12.0,7.0,23.5,3,50,0.45320197044334976,0.7093596059113301
10,0.0,0.3,0.1,0.6,Ibrutinib,0.6164000000000001,18,16.0,12.0,23.0,5,40,0.17733990147783252,0.6995073891625616
10,0.0,0.3,0.1,0.6,Romidepsin,0.6244000000000001,14,17.0,10.0,26.0,5,51,0.2561576354679803,0.6305418719211823
10,0.0,0.3,0.1,0.6,Cytarabine,0.5572999999999999,33,24.0,9.5,51.0,1,95,0.270935960591133,0.4187192118226601
10,0.0,0.3,0.1,0.6,Docetaxel,0.5699,31,26.0,15.0,42.0,7,79,0.15270935960591134,0.3793103448275862
10,0.0,0.3,0.1,0.6,Cobimetinib,0.6421,7,18.0,7.0,33.0,4,72,0.3448275862068966,0.5369458128078818
10,0.0,0.3,0.1,0.6,Palbociclib,0.6358,11,13.0,6.0,21.0,3,35,0.45320197044334976,0.7241379310344828
10,0.0,0.3,0.1,0.6,Brigatinib,0.5874999999999999,26,31.0,15.0,55.0,5,97,0.12807881773399016,0.3399014778325123
10,0.0,0.3,0.1,0.6,Axitinib,0.6259,13,26.0,15.0,47.5,8,72,0.09852216748768473,0.39408866995073893
10,0.0,0.3,0.1,0.6,Ribociclib,0.6854,2,13.0,4.5,35.0,1,70,0.458128078817734,0.5911330049261084
10,0.0,0.3,0.1,0.6,Belinostat,0.5546,36,32.0,17.0,53.0,6,91,0.09359605911330049,0.32019704433497537
10,0.0,0.3,0.1,0.6,Ixazomib,0.5438999999999999,39,32.0,14.0,56.0,3,96,0.17733990147783252,0.3497536945812808
10,0.0,0.3,0.1,0.6,Olaparib,0.6111,20,32.0,18.0,55.0,7,85,0.06403940886699508,0.3054187192118227
10,0.0,0.3,0.1,0.6,Celecoxib,0.6239,15,36.0,16.0,66.0,3,98,0.14285714285714285,0.33004926108374383
10,0.0,0.3,0.1,0.6,Ceritinib,0.5505,37,24.0,17.0,32.0,8,41,0.04433497536945813,0.35960591133004927
10,0.0,0.3,0.1,0.6,Abemaciclib,0.5659,32,30.0,15.5,48.0,5,80,0.1330049261083744,0.35960591133004927
10,0.0,0.3,0.1,0.6,Bosutinib,0.588,25,27.0,23.0,35.0,16,53,0.0,0.13793103448275862
10,0.0,0.3,0.1,0.6,Tucatinib,0.5885,24,25.0,16.0,36.0,8,61,0.024630541871921183,0.39408866995073893
10,0.0,0.3,0.1,0.6,Idarubicin,0.5413,41,30.0,23.0,37.0,12,45,0.0,0.13793103448275862
10,0.0,0.3,0.1,0.6,Osimertinib,0.5216999999999999,50,34.0,22.0,50.0,8,92,0.03940886699507389,0.23645320197044334
10,0.0,0.3,0.1,0.6,Fluorouracil,0.5183,55,39.0,19.0,59.0,5,88,0.06403940886699508,0.27586206896551724
10,0.0,0.3,0.1,0.6,Lapatinib,0.5756,30,32.0,26.0,35.0,17,52,0.0,0.03940886699507389
10,0.0,0.3,0.1,0.6,Paclitaxel,0.5185,54,37.0,22.0,50.0,13,71,0.0,0.1921182266009852
10,0.0,0.3,0.1,0.6,Tivozanib,0.5763333333333334,29,34.0,28.0,46.0,12,65,0.0,0.08866995073891626
10,0.0,0.3,0.1,0.6,Chlorambucil,0.6389,9,43.0,20.0,72.0,2,96,0.09359605911330049,0.26108374384236455
10,0.0,0.3,0.1,0.6,Nilotinib,0.5383,44,39.0,32.0,45.0,20,65,0.0,0.0049261083743842365
10,0.0,0.3,0.1,0.6,Melphalan,0.6388,10,43.0,19.5,71.0,4,93,0.07881773399014778,0.26108374384236455
10,0.0,0.3,0.1,0.6,Carmustine,0.5873999999999999,27,37.0,27.0,48.5,16,71,0.0,0.07389162561576355
10,0.0,0.3,0.1,0.6,Mercaptopurine,0.5008,58,45.0,24.5,64.5,9,92,0.009852216748768473,0.1724137931034483
10,0.0,0.3,0.1,0.6,Carfilzomib,0.6183000000000001,16,30.0,10.5,56.0,2,94,0.2512315270935961,0.39408866995073893
10,0.0,0.3,0.1,0.6,Binimetinib,0.6657,5,36.0,9.0,73.5,1,107,0.26108374384236455,0.3793103448275862
10,0.0,0.3,0.1,0.6,Doxorubicin,0.6091,21,23.0,8.0,40.0,3,55,0.2857142857142857,0.45320197044334976
10,0.0,0.3,0.1,0.6,Etoposide,0.5892999999999999,23,24.0,6.5,44.0,1,61,0.33004926108374383,0.46798029556650245
10,0.0,0.3,0.1,0.6,Tamoxifen,0.5192,52,35.0,21.5,43.0,6,59,0.054187192118226604,0.2413793103448276
10,0.0,0.3,0.1,0.6,Afatinib,0.4969,60,56.0,30.5,85.0,6,108,0.024630541871921183,0.15763546798029557
10,0.0,0.3,0.1,0.6,Acalabrutinib,0.5344,46,38.0,29.0,43.5,21,52,0.0,0.0
10,0.0,0.3,0.1,0.6,Ixabepilone,0.45899999999999996,70,32.0,13.0,52.5,1,76,0.21674876847290642,0.33497536945812806
10,0.0,0.3,0.1,0.6,Panobinostat,0.5426,40,48.0,41.0,60.5,32,77,0.0,0.0
10,0.0,0.3,0.1,0.6,Trametinib,0.6338999999999999,12,41.0,14.5,77.0,3,106,0.2019704433497537,0.3448275862068966
10,0.0,0.3,0.1,0.6,Vandetanib,0.6172,17,50.0,29.0,79.5,12,97,0.0,0.10837438423645321
10,0.0,0.3,0.1,0.6,Epirubicin,0.47009999999999996,67,41.0,25.0,56.0,9,70,0.009852216748768473,0.15270935960591134
10,0.0,0.3,0.1,0.6,Erlotinib,0.34009999999999996,107,48.0,32.0,69.0,2,108,0.07881773399014778,0.14285714285714285
10,0.0,0.3,0.1,0.6,Selumetinib,0.5412,42,42.0,18.5,52.0,4,70,0.07389162561576355,0.26108374384236455
10,0.0,0.3,0.1,0.6,Selinexor,0.5566,34,47.0,40.0,60.0,30,76,0.0,0.0
10,0.0,0.3,0.1,0.6,Lomustine,0.5191,53,45.0,22.5,54.0,6,65,0.029556650246305417,0.22660098522167488
10,0.0,0.3,0.1,0.6,Fulvestrant,0.5386,43,59.0,46.0,76.5,33,96,0.0,0.0
10,0.0,0.3,0.1,0.6,Hydroxyurea,0.447,73,56.0,38.0,73.0,17,89,0.0,0.034482758620689655
10,0.0,0.3,0.1,0.6,Decitabine,0.491,64,54.0,50.0,56.0,43,64,0.0,0.0
10,0.0,0.3,0.1,0.6,Cabozantinib,0.672,4,37.0,10.0,59.5,1,85,0.270935960591133,0.3497536945812808
10,0.0,0.3,0.1,0.6,Gemcitabine,0.4959,61,56.0,32.5,74.0,1,93,0.08374384236453201,0.1724137931034483
10,0.0,0.3,0.1,0.6,Encorafenib,0.4384,76,49.0,30.0,67.0,3,86,0.06896551724137931,0.1724137931034483
10,0.0,0.3,0.1,0.6,Darolutamide,0.5559000000000001,35,60.0,46.0,82.0,33,94,0.0,0.0
10,0.0,0.3,0.1,0.6,Dacomitinib,0.5495,38,53.0,29.0,79.0,6,99,0.03940886699507389,0.18226600985221675
10,0.0,0.3,0.1,0.6,Cyclophosphamide,0.4294,83,65.0,48.0,79.0,28,91,0.0,0.0
10,0.0,0.3,0.1,0.6,Duvelisib,0.5236,49,58.0,40.0,74.0,21,90,0.0,0.0
10,0.0,0.3,0.1,0.6,Topotecan,0.48529999999999995,65,62.0,56.5,65.0,41,71,0.0,0.0
10,0.0,0.3,0.1,0.6,Sunitinib,0.3829,95,64.0,48.5,75.0,14,103,0.0,0.019704433497536946
10,0.0,0.3,0.1,0.6,Allopurinol,0.4295,82,72.0,51.5,91.0,26,103,0.0,0.0
10,0.0,0.3,0.1,0.6,Estramustine,0.5325,47,68.0,54.0,84.0,42,94,0.0,0.0
10,0.0,0.3,0.1,0.6,Raloxifene,0.4044,87,57.0,33.0,75.0,4,97,0.06403940886699508,0.15763546798029557
10,0.0,0.3,0.1,0.6,Imatinib,0.4949,63,66.0,61.0,75.0,53,80,0.0,0.0
10,0.0,0.3,0.1,0.6,Sirolimus,0.4837,66,72.0,60.5,85.0,49,96,0.0,0.0
10,0.0,0.3,0.1,0.6,Dabrafenib,0.38649999999999995,90,58.0,32.0,81.0,4,98,0.06403940886699508,0.13793103448275862
10,0.0,0.3,0.1,0.6,Asciminib,0.46609999999999996,68,66.0,60.0,68.0,44,76,0.0,0.0
10,0.0,0.3,0.1,0.6,Dasatinib,0.49929999999999997,59,72.0,62.5,79.0,53,89,0.0,0.0
10,0.0,0.3,0.1,0.6,Tioguanine,0.3546,101,68.0,34.0,90.0,1,103,0.08374384236453201,0.15270935960591134
10,0.0,0.3,0.1,0.6,Pemetrexed,0.38339999999999996,92,75.0,52.0,87.0,23,95,0.0,0.0
10,0.0,0.3,0.1,0.6,Azacitidine,0.4371,77,77.0,68.0,86.0,42,93,0.0,0.0
10,0.0,0.3,0.1,0.6,Temsirolimus,0.4254,85,72.0,59.0,79.0,43,87,0.0,0.0
10,0.0,0.3,0.1,0.6,Lorlatinib,0.44730000000000003,72,74.0,71.0,76.0,54,81,0.0,0.0
10,0.0,0.3,0.1,0.6,Carboplatin,0.5372,45,72.0,63.0,83.0,33,95,0.0,0.0
10,0.0,0.3,0.1,0.6,Vorinostat,0.5216999999999999,51,78.0,60.0,94.0,44,101,0.0,0.0
10,0.0,0.3,0.1,0.6,Dexrazoxane,0.5063,57,70.0,47.5,90.0,16,102,0.0,0.034482758620689655
10,0.0,0.3,0.1,0.6,Oxaliplatin,0.3519,103,73.0,42.5,92.0,6,106,0.024630541871921183,0.10344827586206896
10,0.0,0.3,0.1,0.6,Gilteritinib,0.43289999999999995,79,77.0,72.0,81.0,53,88,0.0,0.0
10,0.0,0.3,0.1,0.6,Trifluridine,0.3527,102,81.0,49.5,95.0,14,103,0.0,0.059113300492610835
10,0.0,0.3,0.1,0.6,Dacarbazine,0.5126,56,83.0,64.0,96.0,49,102,0.0,0.0
10,0.0,0.3,0.1,0.6,Erdafitinib,0.385,91,81.0,63.5,93.0,34,97,0.0,0.0
10,0.0,0.3,0.1,0.6,Venetoclax,0.4387,75,74.0,65.0,82.0,33,92,0.0,0.0
10,0.0,0.3,0.1,0.6,Methotrexate,0.3386,108,83.0,48.0,97.0,6,108,0.024630541871921183,0.08374384236453201
10,0.0,0.3,0.1,0.6,Thiotepa,0.42979999999999996,81,82.0,77.0,85.0,56,92,0.0,0.0
10,0.0,0.3,0.1,0.6,Vemurafenib,0.4351,78,78.0,62.5,88.0,24,97,0.0,0.0
10,0.0,0.3,0.1,0.6,Everolimus,0.4955,62,93.0,76.0,101.0,45,105,0.0,0.0
10,0.0,0.3,0.1,0.6,Pralatrexate,0.3428,106,89.0,61.5,99.5,27,107,0.0,0.0
10,0.0,0.3,0.1,0.6,Sonidegib,0.4058,86,76.0,51.0,91.0,9,105,0.0049261083743842365,0.06403940886699508
10,0.0,0.3,0.1,0.6,Cisplatin,0.5298,48,70.0,42.5,87.0,3,103,0.07881773399014778,0.14285714285714285
10,0.0,0.3,0.1,0.6,Fludarabine,0.45299999999999996,71,91.0,80.0,100.0,63,103,0.0,0.0
10,0.0,0.3,0.1,0.6,Vinblastine,0.4417,74,82.0,56.0,95.0,13,104,0.0,0.04926108374384237
10,0.0,0.3,0.1,0.6,Mitoxantrone,0.4323,80,86.0,80.0,91.0,51,96,0.0,0.0
10,0.0,0.3,0.1,0.6,Vinorelbine,0.3732,98,94.0,83.0,97.0,46,100,0.0,0.0
10,0.0,0.3,0.1,0.6,Clofarabine,0.3831,94,95.0,87.5,98.0,57,101,0.0,0.0
10,0.0,0.3,0.1,0.6,Neratinib,0.3877,89,84.0,55.5,98.5,3,108,0.024630541871921183,0.07389162561576355
10,0.0,0.3,0.1,0.6,Valrubicin,0.4623,69,95.0,81.5,100.5,66,104,0.0,0.0
10,0.0,0.3,0.1,0.6,Teniposide,0.38339999999999996,93,93.0,76.5,101.5,26,107,0.0,0.0
10,0.0,0.3,0.1,0.6,Idelalisib,0.4276,84,98.0,91.0,101.0,74,104,0.0,0.0
10,0.0,0.3,0.1,0.6,umbralisib,0.3757,97,99.0,97.0,101.0,79,103,0.0,0.0
10,0.0,0.3,0.1,0.6,Cladribine,0.3429,105,101.0,96.0,103.0,63,108,0.0,0.0
10,0.0,0.3,0.1,0.6,Fruquintinib,0.3634,99,103.0,99.0,104.0,78,107,0.0,0.0
10,0.0,0.3,0.1,0.6,Abiraterone,0.3958,88,106.0,103.0,107.0,79,108,0.0,0.0
10,0.0,0.3,0.1,0.6,Bleomycin,0.34409999999999996,104,105.0,105.0,106.0,96,108,0.0,0.0
10,0.0,0.3,0.1,0.6,Zoledronate,0.3567,100,107.0,107.0,108.0,91,108,0.0,0.0
10,0.0,0.3,0.1,0.6,Lenvatinib,0.3779,96,106.0,106.0,107.0,86,108,0.0,0.0
11,0.0,0.3,0.2,0.5,Actinomycin D,0.7018,3,2.0,1.0,5.0,1,30,0.9408866995073891,0.9802955665024631
11,0.0,0.3,0.2,0.5,Crizotinib,0.6669999999999999,5,6.0,3.0,12.0,1,37,0.7044334975369458,0.8916256157635468
11,0.0,0.3,0.2,0.5,Mitotane,0.8721,1,2.0,1.0,13.0,1,51,0.7093596059113301,0.8866995073891626
11,0.0,0.3,0.2,0.5,Mitomycin,0.5912,25,11.0,4.0,22.0,1,55,0.47783251231527096,0.7241379310344828
