arm_id,gene,raw_weight,normalized_weight,manipulated_gene
B1,AR,0.0112770911659,0.0112770911659,no
B1,ASNS,0.0123823668383,0.0123823668383,no
B1,BCL2,0.0174414438876,0.0174414438876,no
B1,BCL2L11,0.0080641151553,0.0080641151553,no
B1,CAV1,0.00763258810586,0.00763258810586,no
B1,CCNB1,0.0108008462875,0.0108008462875,no
B1,CDH1,0.136837698827,0.136837698827,no
B1,ESR1,0.0221919679172,0.0221919679172,no
B1,FOXM1,0.00778090223857,0.00778090223857,no
B1,GATA3,0.1470904633,0.1470904633,no
B1,IGFBP2,0.00811255947,0.00811255947,no
B1,INPP4B,0.0130665496213,0.0130665496213,no
B1,IRS1,0.0082653453856,0.0082653453856,no
B1,KMT2C,0.113993341761,0.113993341761,no
B1,MAP3K1,0.116848886394,0.116848886394,no
B1,MAPK9,0.00950775573347,0.00950775573347,no
B1,PARK7,0.011816686302,0.011816686302,no
B1,PGR,0.0135181996938,0.0135181996938,no
B1,PIK3CA,0.149059429858,0.149059429858,no
B1,PREX1,0.0110341242952,0.0110341242952,no
B1,SYK,0.00755209601373,0.00755209601373,no
B1,TP53,0.140264352387,0.140264352387,no
B1,TP53BP1,0.00773320322101,0.00773320322101,no
B1,XRCC1,0.00772798614097,0.00772798614097,no
