drugA,drugB,published_Bindex,recovered_BACC_lambda0,abs_diff
Docetaxel,Pralatrexate,0.291666666666666,0.291667,3.3333333399054865e-07
Fluorouracil,Pemetrexed,0.291666666666666,0.291667,3.3333333399054865e-07
Fluorouracil,Pralatrexate,0.291666666666666,0.291667,3.3333333399054865e-07
Mitomycin,Pemetrexed,0.291666666666666,0.291667,3.3333333399054865e-07
Topotecan,Mitomycin,0.291666666666666,0.291667,3.3333333399054865e-07
Actinomycin D,Vinblastine,0.291666666666666,0.291667,3.3333333399054865e-07
Teniposide,Chlorambucil,0.291666666666666,0.291667,3.3333333399054865e-07
Gemcitabine,Cladribine,0.291666666666666,0.291667,3.3333333399054865e-07
Cytarabine,Mitomycin,0.291666666666666,0.291667,3.3333333399054865e-07
Nitrogen mustard,Fluorouracil,0.291666666666666,0.291667,3.3333333399054865e-07
Gemcitabine,Pipobroman,0.291666666666666,0.291667,3.3333333399054865e-07
Gemcitabine,Triethylenemelamine,0.291666666666666,0.291667,3.3333333399054865e-07
Teniposide,Melphalan,0.291666666666666,0.291667,3.3333333399054865e-07
Mitoxantrone,Teniposide,0.291666666666666,0.291667,3.3333333399054865e-07
Uracil mustard,Idarubicin,0.29090909090909,0.290909,9.090909003361958e-08
Irinotecan,Uracil mustard,0.29090909090909,0.290909,9.090909003361958e-08
Oxaliplatin,Daunorubicin,0.288978494623655,0.288978,4.946236549785432e-07
Pralatrexate,Allopurinol,0.288461538461538,0.288462,4.6153846200436277e-07
Ibrutinib,Osimertinib,0.288461538461538,0.288462,4.6153846200436277e-07
Fruquintinib,Zoledronate,0.287903225806451,0.287903,2.2580645098191354e-07
Gemcitabine,Methotrexate,0.287037037037037,0.287037,3.703703699287075e-08
Paclitaxel,Ixabepilone,0.286363636363636,0.286364,3.636363640202589e-07
Mercaptopurine,Allopurinol,0.284900284900284,0.2849,2.849002840310533e-07
Carmustine,Epirubicin,0.284482758620689,0.284483,2.413793109834472e-07
Actinomycin D,Ifosfamide,0.284313725490196,0.284314,2.745098039991234e-07
Ceritinib,Crizotinib,0.284313725490196,0.284314,2.745098039991234e-07
Ceritinib,Imatinib,0.283333333333333,0.283333,3.3333333299134793e-07
Ibrutinib,Afatinib,0.282051282051282,0.282051,2.8205128199676466e-07
Ibrutinib,Pralsetinib,0.281616688396349,0.281617,3.116036509931419e-07
Bleomycin,Lorlatinib,0.28125,0.28125,0.0
Bleomycin,Sirolimus,0.28125,0.28125,0.0
Celecoxib,Cyclophosphamide,0.28125,0.28125,0.0
Cyclophosphamide,Darolutamide,0.28125,0.28125,0.0
Fulvestrant,Cyclophosphamide,0.28125,0.28125,0.0
Cyclophosphamide,Pemetrexed,0.28125,0.28125,0.0
Cyclophosphamide,Pralatrexate,0.28125,0.28125,0.0
Talazoparib,Cyclophosphamide,0.28125,0.28125,0.0
Teniposide,Cyclophosphamide,0.28125,0.28125,0.0
Fedratinib,Nitrogen mustard,0.28125,0.28125,0.0
Nitrogen mustard,Pemetrexed,0.28125,0.28125,0.0
Topotecan,Nitrogen mustard,0.28125,0.28125,0.0
Tioguanine,Pemetrexed,0.28125,0.28125,0.0
Fedratinib,Crizotinib,0.279411764705882,0.279412,2.352941179672996e-07
Topotecan,Ifosfamide,0.279411764705882,0.279412,2.352941179672996e-07
Tioguanine,Allopurinol,0.278846153846153,0.278846,1.5384615303926097e-07
Avapritinib,Vorinostat,0.277777777777777,0.277778,2.222222230119364e-07
Ceritinib,Dexrazoxane,0.277777777777777,0.277778,2.222222230119364e-07
Ceritinib,Tamoxifen,0.277777777777777,0.277778,2.222222230119364e-07
Cytarabine,Chlorambucil,0.277777777777777,0.277778,2.222222230119364e-07
Mitoxantrone,Cytarabine,0.277777777777777,0.277778,2.222222230119364e-07
Dexrazoxane,Daunorubicin,0.277777777777777,0.277778,2.222222230119364e-07
Fedratinib,Dexrazoxane,0.277777777777777,0.277778,2.222222230119364e-07
Topotecan,Dexrazoxane,0.277777777777777,0.277778,2.222222230119364e-07
Vandetanib,Idelalisib,0.277777777777777,0.277778,2.222222230119364e-07
Tamoxifen,Vorinostat,0.277777777777777,0.277778,2.222222230119364e-07
Nilotinib,Dacarbazine,0.276190476190476,0.27619,4.761904759953417e-07
Crizotinib,Darolutamide,0.275735294117647,0.275735,2.941176470150353e-07
Ribociclib,Crizotinib,0.275735294117647,0.275735,2.941176470150353e-07
Actinomycin D,Paclitaxel,0.275,0.275,0.0
Zoledronate,Avapritinib,0.275,0.275,0.0
Paclitaxel,Mercaptopurine,0.274074074074074,0.274074,7.407407404125266e-08
Avapritinib,Trilaciclib,0.273809523809523,0.27381,4.761904769945424e-07
Celecoxib,Trilaciclib,0.273809523809523,0.27381,4.761904769945424e-07
Fedratinib,Trilaciclib,0.273809523809523,0.27381,4.761904769945424e-07
Talazoparib,Trilaciclib,0.273809523809523,0.27381,4.761904769945424e-07
Vinblastine,Nilotinib,0.273809523809523,0.27381,4.761904769945424e-07
Avapritinib,Arsenic trioxide,0.272727272727272,0.272727,2.727272719882379e-07
Irinotecan,Idarubicin,0.272727272727272,0.272727,2.727272719882379e-07
Trametinib,Vemurafenib,0.272727272727272,0.272727,2.727272719882379e-07
Dasatinib,Lorlatinib,0.27,0.27,0.0
Hydroxyurea,Mercaptopurine,0.269841269841269,0.269841,2.6984126899609606e-07
Avapritinib,Palbociclib,0.269230769230769,0.269231,2.3076923100218139e-07
Pemetrexed,Palbociclib,0.269230769230769,0.269231,2.3076923100218139e-07
Carmustine,Paclitaxel,0.268965517241379,0.268966,4.827586209676937e-07
Methotrexate,Avapritinib,0.268518518518518,0.268519,4.814814820175428e-07
Mercaptopurine,Pemetrexed,0.268518518518518,0.268519,4.814814820175428e-07
Methotrexate,Topotecan,0.268518518518518,0.268519,4.814814820175428e-07
Hydroxyurea,Teniposide,0.267857142857142,0.267857,1.4285714200479305e-07
Imatinib,Asciminib,0.266666666666666,0.266667,3.3333333399054865e-07
Encorafenib,Ixazomib,0.266666666666666,0.266667,3.3333333399054865e-07
Imatinib,Selinexor,0.266666666666666,0.266667,3.3333333399054865e-07
Uracil mustard,Pipobroman,0.266666666666666,0.266667,3.3333333399054865e-07
Thiotepa,Uracil mustard,0.266666666666666,0.266667,3.3333333399054865e-07
Avapritinib,Oxaliplatin,0.266129032258064,0.266129,3.225806399775877e-08
Celecoxib,Oxaliplatin,0.266129032258064,0.266129,3.225806399775877e-08
Fedratinib,Oxaliplatin,0.266129032258064,0.266129,3.225806399775877e-08
Oxaliplatin,Pemetrexed,0.266129032258064,0.266129,3.225806399775877e-08
Topotecan,Oxaliplatin,0.266129032258064,0.266129,3.225806399775877e-08
Carmustine,Carboplatin,0.266009852216748,0.26601,1.4778325202469134e-07
Ibrutinib,Erdafitinib,0.265384615384615,0.265385,3.846153849851319e-07
Paclitaxel,Oxaliplatin,0.264516129032258,0.264516,1.2903225804494767e-07
Lenvatinib,Zoledronate,0.263888888888888,0.263889,1.1111111197781298e-07
Selpercatinib,Sirolimus,0.263513513513513,0.263514,4.864864870390839e-07
Oxaliplatin,Dexrazoxane,0.263440860215053,0.263441,1.3978494700639388e-07
Abiraterone,Avapritinib,0.262820512820512,0.262821,4.871794880290103e-07
Abiraterone,Lorlatinib,0.262820512820512,0.262821,4.871794880290103e-07
Dasatinib,Erlotinib,0.261818181818181,0.261818,1.8181818101092873e-07
Everolimus,Dasatinib,0.261818181818181,0.261818,1.8181818101092873e-07
Zanubrutinib,Dasatinib,0.261818181818181,0.261818,1.8181818101092873e-07
Ceritinib,Ixabepilone,0.261363636363636,0.261364,3.6363636396474774e-07
Fluorouracil,Ixabepilone,0.261363636363636,0.261364,3.6363636396474774e-07
Irinotecan,Mitomycin,0.261363636363636,0.261364,3.6363636396474774e-07
Ifosfamide,Arsenic trioxide,0.260695187165775,0.260695,1.8716577498967268e-07
Raloxifene,Ifosfamide,0.260504201680672,0.260504,2.016806719962183e-07
Cytarabine,Nitrogen mustard,0.260416666666666,0.260417,3.3333333399054865e-07
Methotrexate,Mercaptopurine,0.259259259259259,0.259259,2.592592590056064e-07
Crizotinib,Belinostat,0.258823529411764,0.258824,4.7058823599011035e-07
Pralsetinib,Sirolimus,0.258474576271186,0.258475,4.237288140362949e-07
Chlorambucil,Idarubicin,0.257575757575757,0.257576,2.424242430132395e-07
Irinotecan,Chlorambucil,0.257575757575757,0.257576,2.424242430132395e-07
Valrubicin,Chlorambucil,0.257575757575757,0.257576,2.424242430132395e-07
Neratinib,Erlotinib,0.257575757575757,0.257576,2.424242430132395e-07
Mitoxantrone,Idarubicin,0.257575757575757,0.257576,2.424242430132395e-07
Trifluridine,Idarubicin,0.257575757575757,0.257576,2.424242430132395e-07
Mitoxantrone,Irinotecan,0.257575757575757,0.257576,2.424242430132395e-07
Melphalan,Valrubicin,0.257575757575757,0.257576,2.424242430132395e-07
Raloxifene,Paclitaxel,0.257142857142857,0.257143,1.4285714300399377e-07
Methotrexate,Idarubicin,0.255892255892255,0.255892,2.5589225499667023e-07
Darolutamide,Arsenic trioxide,0.255681818181818,0.255682,1.8181818201012945e-07
Belinostat,Vorinostat,0.255555555555555,0.255556,4.4444444502467206e-07
Carfilzomib,Ifosfamide,0.254901960784313,0.254902,3.9215687031024515e-08
Crizotinib,Vinblastine,0.254901960784313,0.254902,3.9215687031024515e-08
Vorinostat,Nilotinib,0.253968253968253,0.253968,2.539682529834053e-07
Fruquintinib,Dasatinib,0.252903225806451,0.252903,2.258064510374247e-07
Carmustine,Dacarbazine,0.25287356321839,0.252874,4.3678160999149895e-07
Ibrutinib,Erlotinib,0.251748251748251,0.251748,2.517482509678537e-07
Carmustine,Ixabepilone,0.250783699059561,0.250784,3.0094043901307543e-07
Docetaxel,Actinomycin D,0.25,0.25,0.0
Mitomycin,Chlorambucil,0.25,0.25,0.0
Pipobroman,Chlorambucil,0.25,0.25,0.0
Chlorambucil,Triethylenemelamine,0.25,0.25,0.0
Cisplatin,Selinexor,0.25,0.25,0.0
Cisplatin,Thiotepa,0.25,0.25,0.0
Trifluridine,Cladribine,0.25,0.25,0.0
Melphalan,Pipobroman,0.25,0.25,0.0
Melphalan,Triethylenemelamine,0.25,0.25,0.0
Mitoxantrone,Pipobroman,0.25,0.25,0.0
Mitoxantrone,Thiotepa,0.25,0.25,0.0
Methotrexate,Nitrogen mustard,0.248842592592592,0.248843,4.0740740800404573e-07
Methotrexate,Tioguanine,0.248842592592592,0.248843,4.0740740800404573e-07
Belinostat,Trilaciclib,0.247619047619047,0.247619,4.761904698336039e-08
Oxaliplatin,Idarubicin,0.246334310850439,0.246334,3.1085043900036524e-07
Oxaliplatin,Ixabepilone,0.246334310850439,0.246334,3.1085043900036524e-07
Imatinib,Arsenic trioxide,0.245454545454545,0.245455,4.5454545499756804e-07
Trametinib,Venetoclax,0.245454545454545,0.245455,4.5454545499756804e-07
Vemurafenib,Venetoclax,0.245454545454545,0.245455,4.5454545499756804e-07
Erdafitinib,Bleomycin,0.24375,0.24375,0.0
Fluorouracil,Palbociclib,0.243589743589743,0.24359,2.564102569990734e-07
Ibrutinib,Neratinib,0.243589743589743,0.24359,2.564102569990734e-07
Raloxifene,Ixabepilone,0.243506493506493,0.243506,4.93506493004503e-07
Binimetinib,Venetoclax,0.243478260869565,0.243478,2.608695650052617e-07
Methotrexate,Fluorouracil,0.24074074074074,0.240741,2.5925926000480715e-07
Carmustine,Darolutamide,0.239224137931034,0.239224,1.3793103401105178e-07
Carmustine,Ribociclib,0.239224137931034,0.239224,1.3793103401105178e-07
Lenvatinib,Dasatinib,0.238888888888888,0.238889,1.1111111197781298e-07
Belinostat,Palbociclib,0.238461538461538,0.238462,4.6153846200436277e-07
Paclitaxel,Ifosfamide,0.238235294117647,0.238235,2.941176469872797e-07
Selinexor,Carboplatin,0.238095238095238,0.238095,2.3809523799767085e-07
Hydroxyurea,Cladribine,0.238095238095238,0.238095,2.3809523799767085e-07
Pipobroman,Etoposide,0.238095238095238,0.238095,2.3809523799767085e-07
Thiotepa,Etoposide,0.238095238095238,0.238095,2.3809523799767085e-07
Triethylenemelamine,Etoposide,0.238095238095238,0.238095,2.3809523799767085e-07
Hydroxyurea,Pipobroman,0.238095238095238,0.238095,2.3809523799767085e-07
Hydroxyurea,Thiotepa,0.238095238095238,0.238095,2.3809523799767085e-07
Hydroxyurea,Triethylenemelamine,0.238095238095238,0.238095,2.3809523799767085e-07
Imatinib,Mercaptopurine,0.237037037037037,0.237037,3.703703699287075e-08
Imatinib,Methotrexate,0.237037037037037,0.237037,3.703703699287075e-08
Imatinib,Selumetinib,0.237037037037037,0.237037,3.703703699287075e-08
Fruquintinib,Bleomycin,0.236895161290322,0.236895,1.6129032201495086e-07
Carmustine,Docetaxel,0.235632183908045,0.235632,1.8390804498724656e-07
Crizotinib,Ifosfamide,0.235294117647058,0.235294,1.1764705798444908e-07
Carfilzomib,Arsenic trioxide,0.234848484848484,0.234848,4.84848484000322e-07
Vinblastine,Arsenic trioxide,0.234848484848484,0.234848,4.84848484000322e-07
Imatinib,Cobimetinib,0.234482758620689,0.234483,2.413793109834472e-07
Pemigatinib,Pralsetinib,0.233898305084745,0.233898,3.050847449947991e-07
Ibrutinib,Dasatinib,0.233846153846153,0.233846,1.538461530115054e-07
Raloxifene,Arsenic trioxide,0.233766233766233,0.233766,2.3376623300985777e-07
Idarubicin,Etoposide,0.233766233766233,0.233766,2.3376623300985777e-07
Irinotecan,Etoposide,0.233766233766233,0.233766,2.3376623300985777e-07
Hydroxyurea,Irinotecan,0.233766233766233,0.233766,2.3376623300985777e-07
Hydroxyurea,Valrubicin,0.233766233766233,0.233766,2.3376623300985777e-07
tepotinib,Dacarbazine,0.233333333333333,0.233333,3.3333333299134793e-07
Encorafenib,tepotinib,0.233333333333333,0.233333,3.3333333299134793e-07
Lenvatinib,Pemigatinib,0.233333333333333,0.233333,3.3333333299134793e-07
Paclitaxel,Tamoxifen,0.233333333333333,0.233333,3.3333333299134793e-07
Abiraterone,Everolimus,0.233100233100233,0.2331,2.3310023300471272e-07
Belinostat,Oxaliplatin,0.232258064516129,0.232258,6.451612899471826e-08
umbralisib,Oxaliplatin,0.232258064516129,0.232258,6.451612899471826e-08
Actinomycin D,Nilotinib,0.232142857142857,0.232143,1.428571429762382e-07
Methotrexate,Vorinostat,0.231481481481481,0.231481,4.814814810183421e-07
Docetaxel,Oxaliplatin,0.231182795698924,0.231183,2.0430107600111214e-07
Oxaliplatin,Fluorouracil,0.231182795698924,0.231183,2.0430107600111214e-07
Everolimus,Bleomycin,0.230113636363636,0.230114,3.636363640202589e-07
Irinotecan,Tioguanine,0.230113636363636,0.230114,3.636363640202589e-07
Valrubicin,Nitrogen mustard,0.230113636363636,0.230114,3.636363640202589e-07
Nitrogen mustard,Chlorambucil,0.229166666666666,0.229167,3.3333333401830423e-07
Mitoxantrone,Nitrogen mustard,0.229166666666666,0.229167,3.3333333401830423e-07
Nitrogen mustard,Trifluridine,0.229166666666666,0.229167,3.3333333401830423e-07
Teniposide,Pipobroman,0.229166666666666,0.229167,3.3333333401830423e-07
Ribociclib,Sunitinib,0.229166666666666,0.229167,3.3333333401830423e-07
Teniposide,Thiotepa,0.229166666666666,0.229167,3.3333333401830423e-07
Teniposide,Triethylenemelamine,0.229166666666666,0.229167,3.3333333401830423e-07
Tioguanine,Trifluridine,0.229166666666666,0.229167,3.3333333401830423e-07
Crizotinib,Vorinostat,0.22875816993464,0.228758,1.6993463999859237e-07
Tamoxifen,Ifosfamide,0.22875816993464,0.228758,1.6993463999859237e-07
Crizotinib,Oxaliplatin,0.227703984819734,0.227704,1.5180265988679054e-08
Oxaliplatin,Ifosfamide,0.227703984819734,0.227704,1.5180265988679054e-08
Hydroxyurea,Daunorubicin,0.226190476190476,0.22619,4.761904759953417e-07
Mitomycin,Etoposide,0.226190476190476,0.22619,4.761904759953417e-07
Hydroxyurea,Fluorouracil,0.226190476190476,0.22619,4.761904759953417e-07
Mitoxantrone,Ifosfamide,0.225490196078431,0.22549,1.9607843099178623e-07
Zoledronate,Bleomycin,0.225,0.225,0.0
Epirubicin,Uracil mustard,0.225,0.225,0.0
Zoledronate,Dasatinib,0.224999999999999,0.225,9.992007221626409e-16
Irinotecan,Ifosfamide,0.224598930481283,0.224599,6.951871700522361e-08
Cytarabine,Cladribine,0.222222222222222,0.222222,2.222222219849801e-07
Tamoxifen,tepotinib,0.222222222222222,0.222222,2.222222219849801e-07
Abiraterone,Bleomycin,0.220352564102564,0.220353,4.358974359797152e-07
Raloxifene,Palbociclib,0.219780219780219,0.21978,2.1978021899626832e-07
Irinotecan,Dexrazoxane,0.219696969696969,0.219697,3.030303100115539e-08
Vorinostat,Ixabepilone,0.219696969696969,0.219697,3.030303100115539e-08
Tamoxifen,Oxaliplatin,0.219534050179211,0.219534,5.017921098082745e-08
Nitrogen mustard,Mitomycin,0.218749999999999,0.21875,9.992007221626409e-16
Carmustine,Carfilzomib,0.218390804597701,0.218391,1.9540229900805173e-07
Carmustine,Vinblastine,0.218390804597701,0.218391,1.9540229900805173e-07
Nilotinib,Lomustine,0.216931216931216,0.216931,2.1693121599053455e-07
Mercaptopurine,Nilotinib,0.216931216931216,0.216931,2.1693121599053455e-07
Paclitaxel,Pipobroman,0.216666666666666,0.216667,3.3333333399054865e-07
Brigatinib,Erlotinib,0.21590909090909,0.215909,9.0909090005864e-08
Everolimus,Brigatinib,0.21590909090909,0.215909,9.0909090005864e-08
Teniposide,Irinotecan,0.21590909090909,0.215909,9.0909090005864e-08
Nilotinib,Carboplatin,0.214285714285714,0.214286,2.8571428600798754e-07
Docetaxel,Ifosfamide,0.213235294117647,0.213235,2.941176469872797e-07
Oxaliplatin,Palbociclib,0.212158808933002,0.212159,1.9106699797322158e-07
Asciminib,Ixabepilone,0.212121212121212,0.212121,2.1212121198432854e-07
Pipobroman,Idarubicin,0.212121212121212,0.212121,2.1212121198432854e-07
Thiotepa,Irinotecan,0.212121212121212,0.212121,2.1212121198432854e-07
Irinotecan,Triethylenemelamine,0.212121212121212,0.212121,2.1212121198432854e-07
Sunitinib,Ixabepilone,0.212121212121212,0.212121,2.1212121198432854e-07
Valrubicin,Pipobroman,0.212121212121212,0.212121,2.1212121198432854e-07
Thiotepa,Valrubicin,0.212121212121212,0.212121,2.1212121198432854e-07
Vemurafenib,tepotinib,0.212121212121212,0.212121,2.1212121198432854e-07
Carmustine,Nilotinib,0.211822660098522,0.211823,3.399014780192111e-07
Crizotinib,Arsenic trioxide,0.20855614973262,0.208556,1.4973261999728926e-07
Fluorouracil,Vorinostat,0.208333333333333,0.208333,3.333333330191035e-07
Actinomycin D,Asciminib,0.208333333333333,0.208333,3.333333330191035e-07
Actinomycin D,Selinexor,0.208333333333333,0.208333,3.333333330191035e-07
Ceritinib,Asciminib,0.208333333333333,0.208333,3.333333330191035e-07
Epirubicin,Chlorambucil,0.208333333333333,0.208333,3.333333330191035e-07
Gemcitabine,Chlorambucil,0.208333333333333,0.208333,3.333333330191035e-07
Cisplatin,Gemcitabine,0.208333333333333,0.208333,3.333333330191035e-07
Thiotepa,Daunorubicin,0.208333333333333,0.208333,3.333333330191035e-07
Triethylenemelamine,Daunorubicin,0.208333333333333,0.208333,3.333333330191035e-07
Docetaxel,Pipobroman,0.208333333333333,0.208333,3.333333330191035e-07
Fluorouracil,Pipobroman,0.208333333333333,0.208333,3.333333330191035e-07
Sunitinib,Fluorouracil,0.208333333333333,0.208333,3.333333330191035e-07
Gemcitabine,Melphalan,0.208333333333333,0.208333,3.333333330191035e-07
Teniposide,Mitomycin,0.208333333333333,0.208333,3.333333330191035e-07
Mitomycin,Triethylenemelamine,0.208333333333333,0.208333,3.333333330191035e-07
Ibrutinib,Selpercatinib,0.207900207900207,0.2079,2.079002069943492e-07
Oxaliplatin,Lomustine,0.207885304659498,0.207885,3.046594980182782e-07
Oxaliplatin,Mercaptopurine,0.207885304659498,0.207885,3.046594980182782e-07
Raloxifene,Oxaliplatin,0.2073732718894,0.207373,2.7188939999422956e-07
Paclitaxel,Methotrexate,0.205555555555555,0.205556,4.444444449969165e-07
Hydroxyurea,Nitrogen mustard,0.205357142857142,0.205357,1.4285714197703747e-07
Hydroxyurea,Tioguanine,0.205357142857142,0.205357,1.4285714197703747e-07
Asciminib,Allopurinol,0.205128205128205,0.205128,2.051282050052894e-07
Dasatinib,Bleomycin,0.205,0.205,0.0
Melphalan,Mercaptopurine,0.203703703703703,0.203704,2.962962969976779e-07
Mercaptopurine,Trifluridine,0.203703703703703,0.203704,2.962962969976779e-07
Selumetinib,tepotinib,0.203703703703703,0.203704,2.962962969976779e-07
Asciminib,Nilotinib,0.202380952380952,0.202381,4.761904801031669e-08
Raloxifene,Asciminib,0.202380952380952,0.202381,4.761904801031669e-08
Selinexor,Nilotinib,0.202380952380952,0.202381,4.761904801031669e-08
Raloxifene,Selinexor,0.202380952380952,0.202381,4.761904801031669e-08
Afatinib,Erlotinib,0.202020202020202,0.20202,2.0202020198367698e-07
Cytarabine,Idarubicin,0.202020202020202,0.20202,2.0202020198367698e-07
Cytarabine,Valrubicin,0.202020202020202,0.20202,2.0202020198367698e-07
Dacomitinib,Erlotinib,0.202020202020202,0.20202,2.0202020198367698e-07
Dabrafenib,Vorinostat,0.201388888888888,0.201389,1.1111111200556856e-07
Carmustine,Mitoxantrone,0.201149425287356,0.201149,4.2528735599844936e-07
Carmustine,tepotinib,0.201149425287356,0.201149,4.2528735599844936e-07
Cobimetinib,tepotinib,0.201149425287356,0.201149,4.2528735599844936e-07
Carmustine,Oxaliplatin,0.200222469410456,0.200222,4.694104559777035e-07
Pemigatinib,Erdafitinib,0.2,0.2,0.0
Imatinib,umbralisib,0.2,0.2,0.0
Venetoclax,Ixazomib,0.2,0.2,0.0
Encorafenib,Sunitinib,0.199999999999999,0.2,9.992007221626409e-16
Nitrogen mustard,Mercaptopurine,0.199074074074074,0.199074,7.40740739857415e-08
Fruquintinib,Vandetanib,0.198924731182795,0.198925,2.688172049958304e-07
Melphalan,Oxaliplatin,0.198924731182795,0.198925,2.688172049958304e-07
Oxaliplatin,Trifluridine,0.198924731182795,0.198925,2.688172049958304e-07
Lenvatinib,Ibrutinib,0.198717948717948,0.198718,5.1282051993783995e-08
Pemigatinib,Fruquintinib,0.198387096774193,0.198387,9.677419299247703e-08
Cyclophosphamide,Pipobroman,0.197916666666666,0.197917,3.3333333401830423e-07
Nitrogen mustard,Pipobroman,0.197916666666666,0.197917,3.3333333401830423e-07
Thiotepa,Nitrogen mustard,0.197916666666666,0.197917,3.3333333401830423e-07
Tioguanine,Pipobroman,0.197916666666666,0.197917,3.3333333401830423e-07
Abiraterone,Dasatinib,0.196923076923076,0.196923,7.692307602003012e-08
Epirubicin,Carboplatin,0.196428571428571,0.196429,4.2857142898422573e-07
Raloxifene,Darolutamide,0.196428571428571,0.196429,4.2857142898422573e-07
Epirubicin,Etoposide,0.196428571428571,0.196429,4.2857142898422573e-07
Crizotinib,Asciminib,0.196078431372549,0.196078,4.313725489868414e-07
Crizotinib,Selinexor,0.196078431372549,0.196078,4.313725489868414e-07
Pipobroman,Ifosfamide,0.196078431372549,0.196078,4.313725489868414e-07
Selinexor,Ifosfamide,0.196078431372549,0.196078,4.313725489868414e-07
Thiotepa,Ifosfamide,0.196078431372549,0.196078,4.313725489868414e-07
Ifosfamide,Triethylenemelamine,0.196078431372549,0.196078,4.313725489868414e-07
Asciminib,Tamoxifen,0.194444444444444,0.194444,4.4444444399771577e-07
Asciminib,Vorinostat,0.194444444444444,0.194444,4.4444444399771577e-07
Cytarabine,Daunorubicin,0.194444444444444,0.194444,4.4444444399771577e-07
Pipobroman,Dexrazoxane,0.194444444444444,0.194444,4.4444444399771577e-07
Thiotepa,Dexrazoxane,0.194444444444444,0.194444,4.4444444399771577e-07
Triethylenemelamine,Dexrazoxane,0.194444444444444,0.194444,4.4444444399771577e-07
Sunitinib,Vorinostat,0.194444444444444,0.194444,4.4444444399771577e-07
Carmustine,Tioguanine,0.193965517241379,0.193966,4.827586209954493e-07
Actinomycin D,Arsenic trioxide,0.193181818181818,0.193182,1.8181818198237387e-07
Docetaxel,Arsenic trioxide,0.193181818181818,0.193182,1.8181818198237387e-07
Dabrafenib,Nilotinib,0.192857142857142,0.192857,1.4285714200479305e-07
Irinotecan,Lomustine,0.191919191919191,0.191919,1.919191909838247e-07
Irinotecan,Mercaptopurine,0.191919191919191,0.191919,1.919191909838247e-07
Lomustine,Ixabepilone,0.191919191919191,0.191919,1.919191909838247e-07
Mercaptopurine,Ixabepilone,0.191919191919191,0.191919,1.919191909838247e-07
Methotrexate,Ixabepilone,0.191919191919191,0.191919,1.919191909838247e-07
Crizotinib,Selumetinib,0.191721132897603,0.191721,1.3289760300572162e-07
Dabrafenib,tepotinib,0.191666666666666,0.191667,3.3333333399054865e-07
Erdafitinib,Erlotinib,0.19090909090909,0.190909,9.0909090005864e-08
Everolimus,Erdafitinib,0.19090909090909,0.190909,9.0909090005864e-08
Zanubrutinib,Erdafitinib,0.19090909090909,0.190909,9.0909090005864e-08
Pemigatinib,Everolimus,0.19090909090909,0.190909,9.0909090005864e-08
Raloxifene,Vorinostat,0.19047619047619,0.190476,1.9047618998735416e-07
Sunitinib,Trilaciclib,0.19047619047619,0.190476,1.9047618998735416e-07
Tioguanine,Oxaliplatin,0.189516129032258,0.189516,1.290322580171921e-07
Selinexor,Arsenic trioxide,0.189393939393939,0.189394,6.060606100311006e-08
Trametinib,Sunitinib,0.189393939393939,0.189394,6.060606100311006e-08
Binimetinib,Sunitinib,0.188405797101449,0.188406,2.0289855098831744e-07
Crizotinib,Dacarbazine,0.188235294117647,0.188235,2.941176469872797e-07
Carmustine,Irinotecan,0.18808777429467,0.188088,2.2570533000920712e-07
Bleomycin,Brigatinib,0.1875,0.1875,0.0
Sotorasib,Brigatinib,0.1875,0.1875,0.0
Epirubicin,Teniposide,0.1875,0.1875,0.0
Teniposide,Nitrogen mustard,0.1875,0.1875,0.0
Crizotinib,Cobimetinib,0.186612576064908,0.186613,4.2393509200322477e-07
Asciminib,Lomustine,0.185185185185185,0.185185,1.8518518501986492e-07
Asciminib,Mercaptopurine,0.185185185185185,0.185185,1.8518518501986492e-07
Selinexor,Lomustine,0.185185185185185,0.185185,1.8518518501986492e-07
Mercaptopurine,Pipobroman,0.185185185185185,0.185185,1.8518518501986492e-07
Mercaptopurine,Vorinostat,0.185185185185185,0.185185,1.8518518501986492e-07
Methotrexate,Sunitinib,0.185185185185185,0.185185,1.8518518501986492e-07
Methotrexate,Tamoxifen,0.185185185185185,0.185185,1.8518518501986492e-07
Thiotepa,Methotrexate,0.185185185185185,0.185185,1.8518518501986492e-07
Methotrexate,Triethylenemelamine,0.185185185185185,0.185185,1.8518518501986492e-07
Sunitinib,Selumetinib,0.185185185185185,0.185185,1.8518518501986492e-07
Valrubicin,Oxaliplatin,0.184750733137829,0.184751,2.668621710000263e-07
Carmustine,Asciminib,0.183908045977011,0.183908,4.597701100395035e-08
Carmustine,Selinexor,0.183908045977011,0.183908,4.597701100395035e-08
Carmustine,Sunitinib,0.183908045977011,0.183908,4.597701100395035e-08
Sunitinib,Cobimetinib,0.183908045977011,0.183908,4.597701100395035e-08
Teniposide,Ifosfamide,0.183823529411764,0.183824,4.7058823599011035e-07
Pralsetinib,Vandetanib,0.183615819209039,0.183616,1.8079096100742653e-07
Cisplatin,Imatinib,0.183333333333333,0.183333,3.3333333299134793e-07
Cisplatin,Uracil mustard,0.183333333333333,0.183333,3.3333333299134793e-07
Imatinib,tepotinib,0.183333333333333,0.183333,3.3333333299134793e-07
tepotinib,Ixazomib,0.183333333333333,0.183333,3.3333333299134793e-07
Uracil mustard,Trifluridine,0.183333333333333,0.183333,3.3333333299134793e-07
