drugA,drugB,published_Bindex,recovered_BACC_lambda0,abs_diff
Carfilzomib,Daunorubicin,0.0972222222222222,0.097222,2.222222221931469e-07
Docetaxel,Cytarabine,0.0972222222222222,0.097222,2.222222221931469e-07
Cytarabine,Fluorouracil,0.0972222222222222,0.097222,2.222222221931469e-07
Vinblastine,Daunorubicin,0.0972222222222222,0.097222,2.222222221931469e-07
Vinblastine,Mitomycin,0.0972222222222222,0.097222,2.222222221931469e-07
Selpercatinib,Chlorambucil,0.0968468468468468,0.096847,1.5315315320119094e-07
Mitoxantrone,Selpercatinib,0.0968468468468468,0.096847,1.5315315320119094e-07
Neratinib,Selpercatinib,0.0968468468468468,0.096847,1.5315315320119094e-07
Raloxifene,Dabrafenib,0.0964285714285714,0.096429,4.285714285956477e-07
Abiraterone,Duvelisib,0.0961538461538461,0.096154,1.538461538996838e-07
Abiraterone,Vandetanib,0.0961538461538461,0.096154,1.538461538996838e-07
Crizotinib,Methotrexate,0.0958605664488017,0.095861,4.335511983033502e-07
Methotrexate,Ifosfamide,0.0958605664488017,0.095861,4.335511983033502e-07
Darolutamide,Dacarbazine,0.0958333333333333,0.095833,3.3333333329665926e-07
Ribociclib,Dacarbazine,0.0958333333333333,0.095833,3.3333333329665926e-07
Paclitaxel,Irinotecan,0.0954545454545454,0.095455,4.545454545951122e-07
Estramustine,Trilaciclib,0.0952380952380952,0.095238,9.52380952018439e-08
Trilaciclib,Etoposide,0.0952380952380952,0.095238,9.52380952018439e-08
Hydroxyurea,Trilaciclib,0.0952380952380952,0.095238,9.52380952018439e-08
Estramustine,Arsenic trioxide,0.0941558441558441,0.094156,1.5584415589964262e-07
Estramustine,Trametinib,0.0941558441558441,0.094156,1.5584415589964262e-07
Estramustine,Vemurafenib,0.0941558441558441,0.094156,1.5584415589964262e-07
Afatinib,Allopurinol,0.094017094017094,0.094017,9.401709399892155e-08
Ibrutinib,Idelalisib,0.094017094017094,0.094017,9.401709399892155e-08
Tamoxifen,Palbociclib,0.094017094017094,0.094017,9.401709399892155e-08
Teniposide,Bleomycin,0.09375,0.09375,0.0
Tioguanine,Darolutamide,0.09375,0.09375,0.0
Ribociclib,Nitrogen mustard,0.09375,0.09375,0.0
Binimetinib,Estramustine,0.093167701863354,0.093168,2.981366459958723e-07
Lomustine,Dexrazoxane,0.0925925925925925,0.092593,4.074074074905676e-07
Mercaptopurine,Dexrazoxane,0.0925925925925925,0.092593,4.074074074905676e-07
Methotrexate,Dexrazoxane,0.0925925925925925,0.092593,4.074074074905676e-07
Tamoxifen,Mercaptopurine,0.0925925925925925,0.092593,4.074074074905676e-07
Selumetinib,Vorinostat,0.0925925925925925,0.092593,4.074074074905676e-07
Darolutamide,Ifosfamide,0.0919117647058823,0.091912,2.3529411768974384e-07
Pralsetinib,Chlorambucil,0.0918079096045197,0.091808,9.039548029554645e-08
Mitoxantrone,Pralsetinib,0.0918079096045197,0.091808,9.039548029554645e-08
Neratinib,Pralsetinib,0.0918079096045197,0.091808,9.039548029554645e-08
Ceritinib,Paclitaxel,0.0916666666666666,0.091667,3.333333333938038e-07
Dabrafenib,Dacarbazine,0.0916666666666666,0.091667,3.333333333938038e-07
Paclitaxel,Daunorubicin,0.0916666666666666,0.091667,3.333333333938038e-07
Paclitaxel,Fluorouracil,0.0916666666666666,0.091667,3.333333333938038e-07
Raloxifene,Carfilzomib,0.0912698412698412,0.09127,1.587301588085177e-07
Zanubrutinib,Everolimus,0.0909090909090909,0.090909,9.090909089404242e-08
Darolutamide,Dexrazoxane,0.0902777777777777,0.090278,2.2222222229029143e-07
Tamoxifen,Darolutamide,0.0902777777777777,0.090278,2.2222222229029143e-07
Vorinostat,Darolutamide,0.0902777777777777,0.090278,2.2222222229029143e-07
Teniposide,Dexrazoxane,0.0902777777777777,0.090278,2.2222222229029143e-07
Ribociclib,Vorinostat,0.0902777777777777,0.090278,2.2222222229029143e-07
Carmustine,Dexrazoxane,0.0900383141762452,0.090038,3.1417624518637055e-07
Vorinostat,Cobimetinib,0.0900383141762452,0.090038,3.1417624518637055e-07
Estramustine,Lomustine,0.0899470899470899,0.089947,8.994708990128775e-08
Estramustine,Selumetinib,0.0899470899470899,0.089947,8.994708990128775e-08
Lomustine,Etoposide,0.0899470899470899,0.089947,8.994708990128775e-08
Methotrexate,Etoposide,0.0899470899470899,0.089947,8.994708990128775e-08
Carmustine,Estramustine,0.0886699507389162,0.08867,4.92610837954377e-08
Carmustine,Etoposide,0.0886699507389162,0.08867,4.92610837954377e-08
Estramustine,Cobimetinib,0.0886699507389162,0.08867,4.92610837954377e-08
Actinomycin D,Idarubicin,0.0871212121212121,0.087121,2.1212121209535084e-07
Irinotecan,Fluorouracil,0.0871212121212121,0.087121,2.1212121209535084e-07
Cytarabine,Cyclophosphamide,0.0868055555555555,0.086806,4.4444444449731613e-07
Vinblastine,Tioguanine,0.0868055555555555,0.086806,4.4444444449731613e-07
Darolutamide,Trilaciclib,0.0863095238095238,0.08631,4.761904762035085e-07
Paclitaxel,Nilotinib,0.0857142857142857,0.085714,2.857142857026762e-07
Ribociclib,Arsenic trioxide,0.0852272727272727,0.085227,2.7272727269600505e-07
Selpercatinib,Etoposide,0.0849420849420849,0.084942,8.494208489362443e-08
Estramustine,Dabrafenib,0.0839285714285714,0.083929,4.2857142860952546e-07
Paclitaxel,Dacarbazine,0.0833333333333333,0.083333,3.3333333329665926e-07
Actinomycin D,Ceritinib,0.0833333333333333,0.083333,3.3333333329665926e-07
Actinomycin D,Mitomycin,0.0833333333333333,0.083333,3.3333333329665926e-07
Carfilzomib,Tamoxifen,0.0833333333333333,0.083333,3.3333333329665926e-07
Cytarabine,Dexrazoxane,0.0833333333333333,0.083333,3.3333333329665926e-07
Docetaxel,Daunorubicin,0.0833333333333333,0.083333,3.3333333329665926e-07
Fluorouracil,Daunorubicin,0.0833333333333333,0.083333,3.3333333329665926e-07
Docetaxel,Fluorouracil,0.0833333333333333,0.083333,3.3333333329665926e-07
Vinblastine,Vorinostat,0.0833333333333333,0.083333,3.3333333329665926e-07
Methotrexate,Arsenic trioxide,0.0824915824915824,0.082492,4.1750841760224144e-07
Darolutamide,Palbociclib,0.0817307692307692,0.081731,2.3076923079401457e-07
Teniposide,Palbociclib,0.0817307692307692,0.081731,2.3076923079401457e-07
Raloxifene,Valrubicin,0.0811688311688311,0.081169,1.6883116890631378e-07
Mercaptopurine,Darolutamide,0.0810185185185185,0.081019,4.814814814901869e-07
Ribociclib,Lomustine,0.0810185185185185,0.081019,4.814814814901869e-07
Ribociclib,Methotrexate,0.0810185185185185,0.081019,4.814814814901869e-07
Tamoxifen,Dabrafenib,0.0805555555555555,0.080556,4.4444444449731613e-07
Zoledronate,Idelalisib,0.0805555555555555,0.080556,4.4444444449731613e-07
Pralsetinib,Etoposide,0.0799031476997578,0.079903,1.4769975779926892e-07
Oxaliplatin,Trilaciclib,0.0798771121351766,0.079877,1.121351766025791e-07
Carmustine,Teniposide,0.0797413793103448,0.079741,3.7931034480021e-07
Irinotecan,Dacarbazine,0.0787878787878788,0.078788,1.2121212120130842e-07
Ixabepilone,Dacarbazine,0.0787878787878788,0.078788,1.2121212120130842e-07
Oxaliplatin,Darolutamide,0.0786290322580645,0.078629,3.225806449735913e-08
Idelalisib,Arsenic trioxide,0.0782828282828282,0.078283,1.7171717180131107e-07
Paclitaxel,Vorinostat,0.0777777777777777,0.077778,2.2222222230416921e-07
Valrubicin,Bleomycin,0.0767045454545454,0.076705,4.545454545951122e-07
Irinotecan,Cyclophosphamide,0.0767045454545454,0.076705,4.545454545951122e-07
Cyclophosphamide,Ixabepilone,0.0767045454545454,0.076705,4.545454545951122e-07
Tioguanine,Ixabepilone,0.0767045454545454,0.076705,4.545454545951122e-07
Teniposide,Selpercatinib,0.0760135135135135,0.076014,4.864864864978502e-07
Dasatinib,Afatinib,0.0755555555555555,0.075556,4.4444444449731613e-07
Abiraterone,Brigatinib,0.0753205128205128,0.075321,4.871794871963431e-07
Actinomycin D,Dacarbazine,0.075,0.075,0.0
Mitomycin,Dacarbazine,0.075,0.075,0.0
Crizotinib,Idarubicin,0.0748663101604278,0.074866,3.101604277994108e-07
Ifosfamide,Idarubicin,0.0748663101604278,0.074866,3.101604277994108e-07
Ifosfamide,Ixabepilone,0.0748663101604278,0.074866,3.101604277994108e-07
Nilotinib,Allopurinol,0.0741758241758241,0.074176,1.7582417589923072e-07
Methotrexate,Selumetinib,0.074074074074074,0.074074,7.40740739996193e-08
Vinblastine,Selumetinib,0.074074074074074,0.074074,7.40740739996193e-08
Valrubicin,Dexrazoxane,0.0732323232323232,0.073232,3.232323231988632e-07
Lenvatinib,Erlotinib,0.0732323232323232,0.073232,3.232323231988632e-07
Carmustine,Palbociclib,0.0729442970822281,0.072944,2.9708222810953533e-07
Actinomycin D,Tioguanine,0.0729166666666666,0.072917,3.333333333938038e-07
Ceritinib,Tioguanine,0.0729166666666666,0.072917,3.333333333938038e-07
Fluorouracil,Cyclophosphamide,0.0729166666666666,0.072917,3.333333333938038e-07
Tioguanine,Daunorubicin,0.0729166666666666,0.072917,3.333333333938038e-07
Docetaxel,Tioguanine,0.0729166666666666,0.072917,3.333333333938038e-07
Tioguanine,Fluorouracil,0.0729166666666666,0.072917,3.333333333938038e-07
Carmustine,Idelalisib,0.0727969348659003,0.072797,6.513409969710615e-08
Vinblastine,Cobimetinib,0.0727969348659003,0.072797,6.513409969710615e-08
Fruquintinib,Idelalisib,0.07168458781362,0.071685,4.12186379999957e-07
Carmustine,Selumetinib,0.0715197956577266,0.07152,2.043422733938316e-07
Methotrexate,Cobimetinib,0.0715197956577266,0.07152,2.043422733938316e-07
Abiraterone,Arsenic trioxide,0.0710955710955711,0.071096,4.2890442890353153e-07
Crizotinib,Daunorubicin,0.071078431372549,0.071078,4.313725490007192e-07
Docetaxel,Crizotinib,0.071078431372549,0.071078,4.313725490007192e-07
Crizotinib,Mitomycin,0.071078431372549,0.071078,4.313725490007192e-07
Mitomycin,Ifosfamide,0.071078431372549,0.071078,4.313725490007192e-07
Teniposide,Pralsetinib,0.0709745762711864,0.070975,4.237288135922057e-07
Zoledronate,Erlotinib,0.0704545454545454,0.070455,4.5454545460899e-07
Nitrogen mustard,Allopurinol,0.0697115384615384,0.069712,4.615384616019069e-07
Actinomycin D,Dexrazoxane,0.0694444444444444,0.069444,4.444444444001716e-07
Mitomycin,Dexrazoxane,0.0694444444444444,0.069444,4.444444444001716e-07
Tamoxifen,Fluorouracil,0.0694444444444444,0.069444,4.444444444001716e-07
Trilaciclib,Ixabepilone,0.0692640692640692,0.069264,6.926406918850159e-08
Paclitaxel,Palbociclib,0.0692307692307692,0.069231,2.3076923079401457e-07
Selpercatinib,Afatinib,0.069069069069069,0.069069,6.906906899195597e-08
Selpercatinib,Idelalisib,0.069069069069069,0.069069,6.906906899195597e-08
Raloxifene,Dacarbazine,0.069047619047619,0.069048,3.809523810016646e-07
Encorafenib,Nilotinib,0.069047619047619,0.069048,3.809523810016646e-07
Carmustine,Cobimetinib,0.0689655172413793,0.068966,4.827586207040158e-07
Paclitaxel,Selumetinib,0.0685185185185185,0.068519,4.814814814901869e-07
Irinotecan,Arsenic trioxide,0.0681818181818181,0.068182,1.8181818191298493e-07
Trametinib,Ixabepilone,0.0681818181818181,0.068182,1.8181818191298493e-07
Vinblastine,Dabrafenib,0.0680555555555555,0.068056,4.444444445111939e-07
Paclitaxel,Cobimetinib,0.0672413793103448,0.067241,3.7931034480021e-07
Binimetinib,Ixabepilone,0.067193675889328,0.067194,3.241106720092146e-07
Raloxifene,Cyclophosphamide,0.0669642857142857,0.066964,2.857142857026762e-07
Raloxifene,Tioguanine,0.0669642857142857,0.066964,2.857142857026762e-07
Allopurinol,Dexrazoxane,0.0662393162393162,0.066239,3.1623931619206846e-07
Vorinostat,Allopurinol,0.0662393162393162,0.066239,3.1623931619206846e-07
Nilotinib,Ifosfamide,0.065126050420168,0.065126,5.042016799905458e-08
Irinotecan,Palbociclib,0.0646853146853146,0.064685,3.1468531459799554e-07
Palbociclib,Ixabepilone,0.0646853146853146,0.064685,3.1468531459799554e-07
Valrubicin,Palbociclib,0.0646853146853146,0.064685,3.1468531459799554e-07
Cyclophosphamide,Dacarbazine,0.0645833333333333,0.064583,3.3333333329665926e-07
Daunorubicin,Arsenic trioxide,0.0643939393939393,0.064394,6.060606071167651e-08
Trametinib,Ceritinib,0.0643939393939393,0.064394,6.060606071167651e-08
Pralsetinib,Afatinib,0.064030131826742,0.06403,1.3182674199474498e-07
Mercaptopurine,Idarubicin,0.0639730639730639,0.063973,6.397306390182322e-08
Selumetinib,Ixabepilone,0.0639730639730639,0.063973,6.397306390182322e-08
Nilotinib,Dexrazoxane,0.0634920634920634,0.063492,6.349206339850699e-08
Raloxifene,Dexrazoxane,0.0634920634920634,0.063492,6.349206339850699e-08
Binimetinib,Ceritinib,0.0634057971014492,0.063406,2.028985508079062e-07
Encorafenib,Crizotinib,0.0627450980392156,0.062745,9.803921560691542e-08
Cobimetinib,Ixabepilone,0.0626959247648902,0.062696,7.523510979490222e-08
Paclitaxel,Dabrafenib,0.0625,0.0625,0.0
Tioguanine,Nitrogen mustard,0.0625,0.0625,0.0
Methotrexate,Dabrafenib,0.062037037037037,0.062037,3.703703699980965e-08
Tamoxifen,Dacarbazine,0.0611111111111111,0.061111,1.1111111110351235e-07
Encorafenib,Vorinostat,0.0611111111111111,0.061111,1.1111111110351235e-07
Palbociclib,Daunorubicin,0.0608974358974358,0.060897,4.3589743579930396e-07
Mitomycin,Palbociclib,0.0608974358974358,0.060897,4.3589743579930396e-07
Bleomycin,Ifosfamide,0.0606617647058823,0.060662,2.3529411770362163e-07
Crizotinib,Nitrogen mustard,0.0606617647058823,0.060662,2.3529411770362163e-07
Cyclophosphamide,Ifosfamide,0.0606617647058823,0.060662,2.3529411770362163e-07
Actinomycin D,Selumetinib,0.0601851851851851,0.060185,1.8518518509619275e-07
Ceritinib,Lomustine,0.0601851851851851,0.060185,1.8518518509619275e-07
Mitomycin,Lomustine,0.0601851851851851,0.060185,1.8518518509619275e-07
Nilotinib,Trilaciclib,0.0595238095238095,0.059524,1.904761905008323e-07
Cyclophosphamide,Vorinostat,0.0590277777777777,0.059028,2.2222222229723032e-07
Tioguanine,Tamoxifen,0.0590277777777777,0.059028,2.2222222229723032e-07
Valrubicin,Selpercatinib,0.0589680589680589,0.058968,5.8968058901098797e-08
Actinomycin D,Cobimetinib,0.0589080459770114,0.058908,4.5977011399467305e-08
Carmustine,Ceritinib,0.0589080459770114,0.058908,4.5977011399467305e-08
Carmustine,Fluorouracil,0.0589080459770114,0.058908,4.5977011399467305e-08
Carmustine,Mitomycin,0.0589080459770114,0.058908,4.5977011399467305e-08
Vemurafenib,Nilotinib,0.0584415584415584,0.058442,4.4155844160231883e-07
Mitomycin,Oxaliplatin,0.0577956989247311,0.057796,3.0107526890338354e-07
Palbociclib,Allopurinol,0.0576923076923076,0.057692,3.076923075981397e-07
Oxaliplatin,Dabrafenib,0.057258064516129,0.057258,6.451612899471826e-08
Trilaciclib,Dacarbazine,0.0571428571428571,0.057143,1.4285714289991036e-07
Dacarbazine,Arsenic trioxide,0.056060606060606,0.056061,3.939393940013969e-07
Nitrogen mustard,Trilaciclib,0.0550595238095238,0.05506,4.761904761965696e-07
Oxaliplatin,Allopurinol,0.0545905707196029,0.054591,4.292803970976089e-07
Tioguanine,Arsenic trioxide,0.0539772727272727,0.053977,2.7272727270294395e-07
Valrubicin,Pralsetinib,0.0539291217257318,0.053929,1.217257317998044e-07
Trilaciclib,Ifosfamide,0.0532212885154061,0.053221,2.8851540610080884e-07
Trametinib,Crizotinib,0.052139037433155,0.052139,3.7433154999322316e-08
Crizotinib,Vemurafenib,0.052139037433155,0.052139,3.7433154999322316e-08
Selumetinib,Dacarbazine,0.0518518518518518,0.051852,1.481481482004665e-07
Abiraterone,Ibrutinib,0.0512820512820512,0.051282,5.1282051195811196e-08
Cobimetinib,Dacarbazine,0.0505747126436781,0.050575,2.8735632190413085e-07
Vorinostat,Arsenic trioxide,0.0505050505050505,0.050505,5.0505050495919246e-08
Trametinib,Tamoxifen,0.0505050505050505,0.050505,5.0505050495919246e-08
Vemurafenib,Tamoxifen,0.0505050505050505,0.050505,5.0505050495919246e-08
Vemurafenib,Vorinostat,0.0505050505050505,0.050505,5.0505050495919246e-08
Cyclophosphamide,Palbociclib,0.0504807692307692,0.050481,2.3076923080095346e-07
Tioguanine,Palbociclib,0.0504807692307692,0.050481,2.3076923080095346e-07
Methotrexate,Cyclophosphamide,0.0497685185185185,0.049769,4.814814815040647e-07
Tioguanine,Selumetinib,0.0497685185185185,0.049769,4.814814815040647e-07
Binimetinib,Tamoxifen,0.0495169082125603,0.049517,9.178743969745495e-08
Carmustine,Bleomycin,0.0484913793103448,0.048491,3.7931034480021e-07
Tioguanine,Cobimetinib,0.0484913793103448,0.048491,3.7931034480021e-07
Mercaptopurine,Ifosfamide,0.0479302832244008,0.04793,2.832244008002527e-07
Zoledronate,Arsenic trioxide,0.0477272727272727,0.047727,2.7272727270294395e-07
Oxaliplatin,Cyclophosphamide,0.0473790322580645,0.047379,3.225806450429802e-08
Trilaciclib,Arsenic trioxide,0.0465367965367965,0.046537,2.0346320350056457e-07
Abiraterone,Encorafenib,0.0461538461538461,0.046154,1.538461538996838e-07
Selpercatinib,Ifosfamide,0.0429252782193958,0.042925,2.7821939579952826e-07
Trilaciclib,Lomustine,0.0423280423280423,0.042328,4.23280423003658e-08
Methotrexate,Trilaciclib,0.0423280423280423,0.042328,4.23280423003658e-08
Carmustine,Zoledronate,0.0422413793103448,0.042241,3.7931034480021e-07
Palbociclib,Arsenic trioxide,0.0419580419580419,0.041958,4.195804189505159e-08
Mercaptopurine,Arsenic trioxide,0.0412457912457912,0.041246,2.0875420880112072e-07
Selumetinib,Arsenic trioxide,0.0412457912457912,0.041246,2.0875420880112072e-07
Cobimetinib,Arsenic trioxide,0.0399686520376175,0.039969,3.4796238249784617e-07
Fruquintinib,Trilaciclib,0.0399385560675883,0.039939,4.439324116992105e-07
Pralsetinib,Ifosfamide,0.0378863409770687,0.037886,3.4097706869823385e-07
Palbociclib,Lomustine,0.0377492877492877,0.037749,2.8774928770292085e-07
Selumetinib,Palbociclib,0.0377492877492877,0.037749,2.8774928770292085e-07
Selumetinib,Lomustine,0.037037037037037,0.037037,3.703703699980965e-08
Selumetinib,Mercaptopurine,0.037037037037037,0.037037,3.703703699980965e-08
Abiraterone,Trilaciclib,0.0366300366300366,0.03663,3.66300365942096e-08
Cobimetinib,Palbociclib,0.036472148541114,0.036472,1.4854111399925651e-07
Cobimetinib,Lomustine,0.0357598978288633,0.03576,1.021711366969158e-07
Mercaptopurine,Cobimetinib,0.0357598978288633,0.03576,1.021711366969158e-07
Abiraterone,Vemurafenib,0.0355477855477855,0.035548,2.1445221450033802e-07
Selumetinib,Oxaliplatin,0.034647550776583,0.034648,4.4922341699976664e-07
Abiraterone,Binimetinib,0.0345596432552954,0.03456,3.567447046035066e-07
Oxaliplatin,Cobimetinib,0.0333704115684093,0.03337,4.11568409304508e-07
Dabrafenib,Palbociclib,0.0317307692307692,0.031731,2.3076923080095346e-07
Abiraterone,Selumetinib,0.0313390313390313,0.031339,3.1339031300592346e-08
Mercaptopurine,Dabrafenib,0.0310185185185185,0.031019,4.814814815005952e-07
Carmustine,Selpercatinib,0.0307548928238583,0.030755,1.0717614170110967e-07
Abiraterone,Carmustine,0.0300618921308576,0.030062,1.0786914239960255e-07
Abiraterone,Cobimetinib,0.0300618921308576,0.030062,1.0786914239960255e-07
Carmustine,Pralsetinib,0.0257159555815312,0.025716,4.441846879893463e-08
