variant,drug,rank_descending,top_quartile,observed_C_ACC_percentile,null_mean_C_ACC_percentile,null_sd_C_ACC_percentile,z_degree_matched,empirical_p_upper,q_bh_108,null_draws
column_gene_rank,Asciminib,1,yes,1,0.769709345573,0.152093788642,1.51413582687,0.015698430157,0.794800519948,10000
column_gene_rank,Pralatrexate,2,yes,0.990654205607,0.854812149832,0.096283200009,1.41085937903,0.0551944805519,0.794800519948,10000
column_gene_rank,Brigatinib,3,yes,0.981308411215,0.905367759106,0.120075292269,0.632441950997,0.344665533447,0.915350570206,10000
column_gene_rank,Cladribine,4,yes,0.971962616822,0.80207990678,0.155559167807,1.09207777618,0.168083191681,0.871472852715,10000
column_gene_rank,Olaparib,5,yes,0.96261682243,0.826355139428,0.0780922535195,1.74488091789,0.00509949005099,0.550744925507,10000
column_gene_rank,Gemcitabine,6,yes,0.953271028037,0.838394859499,0.110749912171,1.03725742338,0.167283271673,0.871472852715,10000
column_gene_rank,Doxorubicin,7,yes,0.943925233645,0.918091589457,0.035762124691,0.722374422976,0.309469053095,0.915350570206,10000
column_gene_rank,Erdafitinib,8,yes,0.934579439252,0.761978504133,0.144824538829,1.19179343856,0.108289171083,0.871472852715,10000
column_gene_rank,Azacitidine,9,yes,0.92523364486,0.92587943995,0.0422526770514,-0.0152841224567,0.639236076392,0.915350570206,10000
column_gene_rank,Ixabepilone,10,yes,0.915887850467,0.882626169589,0.113737160067,0.292443391927,0.496650334967,0.915350570206,10000
column_gene_rank,Ceritinib,11,yes,0.906542056075,0.973703275633,0.0322088066247,-2.08518186783,0.958404159584,1,10000
column_gene_rank,Mitomycin,12,yes,0.897196261682,0.892880842721,0.114929881074,0.0375482765704,0.605239476052,0.915350570206,10000
column_gene_rank,Everolimus,13,yes,0.88785046729,0.572351401123,0.188674955421,1.67218306988,0.046595340466,0.794800519948,10000
column_gene_rank,Hydroxyurea,14,yes,0.878504672897,0.703853270148,0.168987408522,1.03351725597,0.180781921808,0.871472852715,10000
column_gene_rank,Bleomycin,15,yes,0.869158878505,0.60320887786,0.178979092943,1.48592774872,0.0668933106689,0.794800519948,10000
column_gene_rank,Cyclophosphamide,16,yes,0.859813084112,0.532253737535,0.196364866998,1.66811584773,0.0673932606739,0.794800519948,10000
column_gene_rank,Decitabine,17,yes,0.85046728972,0.741486915043,0.103676928268,1.05115358351,0.163383661634,0.871472852715,10000
column_gene_rank,Sirolimus,18,yes,0.841121495327,0.768297663388,0.144426472162,0.504227728126,0.355464453555,0.915350570206,10000
column_gene_rank,Venetoclax,19,yes,0.831775700935,0.843022431302,0.155094767814,-0.072515214575,0.635736426357,0.915350570206,10000
column_gene_rank,Sunitinib,20,yes,0.822429906542,0.791548597968,0.119455445833,0.258517377413,0.421557844216,0.915350570206,10000
column_gene_rank,Acalabrutinib,21,yes,0.81308411215,0.655299998927,0.164954499461,0.956531126692,0.229577042296,0.871472852715,10000
column_gene_rank,Belinostat,22,yes,0.803738317757,0.495731775063,0.180211080193,1.70914320231,0.0697930206979,0.794800519948,10000
column_gene_rank,Epirubicin,23,yes,0.794392523364,0.460765419844,0.197303803129,1.69093093103,0.0735926407359,0.794800519948,10000
column_gene_rank,Docetaxel,24,yes,0.785046728972,0.638371027564,0.174712432445,0.839526411227,0.234476552345,0.871472852715,10000
column_gene_rank,Clofarabine,25,yes,0.775700934579,0.672723830917,0.168881474612,0.609759619276,0.305269473053,0.915350570206,10000
column_gene_rank,Trifluridine,26,yes,0.766355140187,0.798633177334,0.13526990205,-0.238619505581,0.639836016398,0.915350570206,10000
column_gene_rank,Tamoxifen,27,yes,0.757009345794,0.634986914974,0.139132508984,0.877023146573,0.194780521948,0.871472852715,10000
column_gene_rank,Abemaciclib,28,no,0.747663551402,0.592875699982,0.178624085282,0.866556439883,0.227077292271,0.871472852715,10000
column_gene_rank,Nilotinib,29,no,0.738317757009,0.815129905978,0.103539532466,-0.741863007672,0.766523347665,0.938912702136,10000
column_gene_rank,Cytarabine,30,no,0.728971962617,0.734554205002,0.181681912647,-0.0307253611751,0.556644335566,0.915350570206,10000
column_gene_rank,Zoledronate,31,no,0.719626168224,0.510904672161,0.205826833029,1.01406358438,0.20197980202,0.871472852715,10000
column_gene_rank,Teniposide,32,no,0.710280373832,0.621419158193,0.146664068385,0.605882658356,0.264473552645,0.892598240176,10000
column_gene_rank,Ixazomib,33,no,0.700934579439,0.758769625814,0.166152864324,-0.348083354508,0.659634036596,0.925200986395,10000
column_gene_rank,Melphalan,34,no,0.691588785047,0.700702336062,0.197126499097,-0.0462319934496,0.554644535546,0.915350570206,10000
column_gene_rank,Tioguanine,35,no,0.682242990654,0.651829905964,0.16897691803,0.179983663125,0.457354264574,0.915350570206,10000
column_gene_rank,Methotrexate,36,no,0.672897196262,0.699913550484,0.168770129753,-0.16007781864,0.60503949605,0.915350570206,10000
column_gene_rank,Darolutamide,37,no,0.663551401869,0.53250093383,0.172281964194,0.760674332057,0.22297770223,0.871472852715,10000
column_gene_rank,Thiotepa,38,no,0.654205607477,0.719417756358,0.160692181909,-0.405820296335,0.669633036696,0.927184204656,10000
