drug_a,drug_b,intersection_n,union_n,jaccard,n_a,n_b,shared_genes
dacarbazine,duvelisib,0,21,0.0,15,6,
dacarbazine,encorafenib,0,30,0.0,15,15,
dacarbazine,epirubicin,0,19,0.0,15,4,
dacarbazine,erdafitinib,0,25,0.0,15,10,
dacarbazine,erlotinib,0,26,0.0,15,11,
dacarbazine,estramustine,0,22,0.0,15,7,
dacarbazine,etoposide,0,22,0.0,15,7,
dacarbazine,everolimus,0,26,0.0,15,11,
dacarbazine,fludarabine,0,19,0.0,15,4,
dacarbazine,fluorouracil,0,27,0.0,15,12,
dacarbazine,fruquintinib,0,46,0.0,15,31,
dacarbazine,fulvestrant,0,17,0.0,15,2,
dacarbazine,gemcitabine,0,19,0.0,15,4,
dacarbazine,gilteritinib,0,16,0.0,15,1,
dacarbazine,homoharringtonine,0,16,0.0,15,1,
dacarbazine,hydroxyurea,0,22,0.0,15,7,
dacarbazine,ibrutinib,0,28,0.0,15,13,
dacarbazine,idarubicin,0,26,0.0,15,11,
dacarbazine,idelalisib,0,24,0.0,15,9,
dacarbazine,ixazomib,0,20,0.0,15,5,
dacarbazine,lapatinib,0,16,0.0,15,1,
dacarbazine,lenvatinib,0,33,0.0,15,18,
dacarbazine,lorlatinib,0,17,0.0,15,2,
dacarbazine,melphalan,0,21,0.0,15,6,
dacarbazine,mitotane,0,16,0.0,15,1,
dacarbazine,mitoxantrone,0,21,0.0,15,6,
dacarbazine,neratinib,0,21,0.0,15,6,
dacarbazine,olaparib,0,16,0.0,15,1,
dacarbazine,osimertinib,0,17,0.0,15,2,
dacarbazine,oxaliplatin,0,46,0.0,15,31,
dacarbazine,palbociclib,0,41,0.0,15,26,
dacarbazine,panobinostat,0,16,0.0,15,1,
dacarbazine,pemetrexed,0,17,0.0,15,2,
dacarbazine,pralatrexate,0,17,0.0,15,2,
dacarbazine,romidepsin,0,16,0.0,15,1,
dacarbazine,selinexor,0,18,0.0,15,3,
dacarbazine,sirolimus,0,17,0.0,15,2,
dacarbazine,sonidegib,0,19,0.0,15,4,
dacarbazine,sunitinib,0,18,0.0,15,3,
dacarbazine,temsirolimus,0,16,0.0,15,1,
dacarbazine,teniposide,0,23,0.0,15,8,
dacarbazine,thiotepa,0,18,0.0,15,3,
dacarbazine,tivozanib,0,16,0.0,15,1,
dacarbazine,topotecan,0,17,0.0,15,2,
dacarbazine,trametinib,0,37,0.0,15,22,
dacarbazine,trifluridine,0,21,0.0,15,6,
dacarbazine,tucatinib,0,17,0.0,15,2,
dacarbazine,umbralisib,0,20,0.0,15,5,
dacarbazine,valrubicin,0,26,0.0,15,11,
dacarbazine,vandetanib,0,21,0.0,15,6,
dacarbazine,vemurafenib,0,37,0.0,15,22,
dacarbazine,venetoclax,0,20,0.0,15,5,
dacarbazine,vinorelbine,0,16,0.0,15,1,
dacarbazine,zoledronate,0,35,0.0,15,20,
dacomitinib,darolutamide,0,17,0.0,9,8,
dacomitinib,daunorubicin,0,21,0.0,9,12,
dacomitinib,decitabine,0,10,0.0,9,1,
dacomitinib,dexrazoxane,0,27,0.0,9,18,
dacomitinib,docetaxel,0,21,0.0,9,12,
dacomitinib,doxorubicin,0,10,0.0,9,1,
dacomitinib,encorafenib,0,24,0.0,9,15,
dacomitinib,epirubicin,0,13,0.0,9,4,
dacomitinib,erdafitinib,0,19,0.0,9,10,
dacomitinib,estramustine,0,16,0.0,9,7,
dacomitinib,etoposide,0,16,0.0,9,7,
dacomitinib,everolimus,0,20,0.0,9,11,
dacomitinib,fludarabine,0,13,0.0,9,4,
dacomitinib,fluorouracil,0,21,0.0,9,12,
dacomitinib,fruquintinib,0,40,0.0,9,31,
dacomitinib,fulvestrant,0,11,0.0,9,2,
dacomitinib,gemcitabine,0,13,0.0,9,4,
dacomitinib,gilteritinib,0,10,0.0,9,1,
dacomitinib,homoharringtonine,0,10,0.0,9,1,
dacomitinib,hydroxyurea,0,16,0.0,9,7,
dacomitinib,idarubicin,0,20,0.0,9,11,
dacomitinib,idelalisib,0,18,0.0,9,9,
dacomitinib,imatinib,0,14,0.0,9,5,
dacomitinib,irinotecan,0,20,0.0,9,11,
dacomitinib,ixabepilone,0,20,0.0,9,11,
dacomitinib,ixazomib,0,14,0.0,9,5,
dacomitinib,lapatinib,0,10,0.0,9,1,
dacomitinib,lenvatinib,0,27,0.0,9,18,
dacomitinib,lomustine,0,36,0.0,9,27,
dacomitinib,lorlatinib,0,11,0.0,9,2,
dacomitinib,melphalan,0,15,0.0,9,6,
dacomitinib,mercaptopurine,0,36,0.0,9,27,
dacomitinib,methotrexate,0,36,0.0,9,27,
dacomitinib,mitomycin,0,21,0.0,9,12,
dacomitinib,mitotane,0,10,0.0,9,1,
dacomitinib,mitoxantrone,0,15,0.0,9,6,
dacomitinib,nilotinib,0,23,0.0,9,14,
dacomitinib,olaparib,0,10,0.0,9,1,
dacomitinib,oxaliplatin,0,40,0.0,9,31,
dacomitinib,paclitaxel,0,19,0.0,9,10,
dacomitinib,palbociclib,0,35,0.0,9,26,
dacomitinib,panobinostat,0,10,0.0,9,1,
dacomitinib,pemetrexed,0,11,0.0,9,2,
dacomitinib,pralatrexate,0,11,0.0,9,2,
dacomitinib,raloxifene,0,23,0.0,9,14,
dacomitinib,ribociclib,0,17,0.0,9,8,
dacomitinib,romidepsin,0,10,0.0,9,1,
dacomitinib,selinexor,0,12,0.0,9,3,
dacomitinib,selumetinib,0,36,0.0,9,27,
dacomitinib,sirolimus,0,11,0.0,9,2,
dacomitinib,sunitinib,0,12,0.0,9,3,
dacomitinib,tamoxifen,0,27,0.0,9,18,
dacomitinib,temsirolimus,0,10,0.0,9,1,
dacomitinib,teniposide,0,17,0.0,9,8,
dacomitinib,thiotepa,0,12,0.0,9,3,
dacomitinib,tioguanine,0,25,0.0,9,16,
dacomitinib,tivozanib,0,10,0.0,9,1,
dacomitinib,topotecan,0,11,0.0,9,2,
dacomitinib,trametinib,0,31,0.0,9,22,
dacomitinib,trifluridine,0,15,0.0,9,6,
dacomitinib,umbralisib,0,14,0.0,9,5,
dacomitinib,valrubicin,0,20,0.0,9,11,
dacomitinib,vemurafenib,0,31,0.0,9,22,
dacomitinib,venetoclax,0,14,0.0,9,5,
dacomitinib,vinblastine,0,18,0.0,9,9,
dacomitinib,vinorelbine,0,10,0.0,9,1,
dacomitinib,vorinostat,0,27,0.0,9,18,
dacomitinib,zoledronate,0,29,0.0,9,20,
darolutamide,dasatinib,0,33,0.0,8,25,
darolutamide,daunorubicin,0,20,0.0,8,12,
darolutamide,decitabine,0,9,0.0,8,1,
darolutamide,docetaxel,0,20,0.0,8,12,
darolutamide,doxorubicin,0,9,0.0,8,1,
darolutamide,duvelisib,0,14,0.0,8,6,
darolutamide,encorafenib,0,23,0.0,8,15,
darolutamide,epirubicin,0,12,0.0,8,4,
darolutamide,erdafitinib,0,18,0.0,8,10,
darolutamide,erlotinib,0,19,0.0,8,11,
darolutamide,estramustine,0,15,0.0,8,7,
darolutamide,etoposide,0,15,0.0,8,7,
darolutamide,everolimus,0,19,0.0,8,11,
darolutamide,fludarabine,0,12,0.0,8,4,
darolutamide,fluorouracil,0,20,0.0,8,12,
darolutamide,fruquintinib,0,39,0.0,8,31,
darolutamide,fulvestrant,0,10,0.0,8,2,
darolutamide,gemcitabine,0,12,0.0,8,4,
darolutamide,gilteritinib,0,9,0.0,8,1,
darolutamide,homoharringtonine,0,9,0.0,8,1,
darolutamide,hydroxyurea,0,15,0.0,8,7,
darolutamide,ibrutinib,0,21,0.0,8,13,
darolutamide,idarubicin,0,19,0.0,8,11,
darolutamide,idelalisib,0,17,0.0,8,9,
darolutamide,imatinib,0,13,0.0,8,5,
darolutamide,irinotecan,0,19,0.0,8,11,
darolutamide,ixabepilone,0,19,0.0,8,11,
darolutamide,ixazomib,0,13,0.0,8,5,
darolutamide,lapatinib,0,9,0.0,8,1,
darolutamide,lenvatinib,0,26,0.0,8,18,
darolutamide,lorlatinib,0,10,0.0,8,2,
darolutamide,melphalan,0,14,0.0,8,6,
darolutamide,methotrexate,0,35,0.0,8,27,
darolutamide,mitomycin,0,20,0.0,8,12,
darolutamide,mitotane,0,9,0.0,8,1,
darolutamide,mitoxantrone,0,14,0.0,8,6,
darolutamide,neratinib,0,14,0.0,8,6,
darolutamide,olaparib,0,9,0.0,8,1,
darolutamide,osimertinib,0,10,0.0,8,2,
darolutamide,paclitaxel,0,18,0.0,8,10,
darolutamide,panobinostat,0,9,0.0,8,1,
darolutamide,pemetrexed,0,10,0.0,8,2,
darolutamide,pralatrexate,0,10,0.0,8,2,
darolutamide,romidepsin,0,9,0.0,8,1,
darolutamide,selinexor,0,11,0.0,8,3,
darolutamide,selumetinib,0,35,0.0,8,27,
darolutamide,sirolimus,0,10,0.0,8,2,
darolutamide,sonidegib,0,12,0.0,8,4,
darolutamide,sunitinib,0,11,0.0,8,3,
darolutamide,temsirolimus,0,9,0.0,8,1,
darolutamide,teniposide,0,16,0.0,8,8,
darolutamide,thiotepa,0,11,0.0,8,3,
darolutamide,tivozanib,0,9,0.0,8,1,
darolutamide,topotecan,0,10,0.0,8,2,
darolutamide,trametinib,0,30,0.0,8,22,
darolutamide,trifluridine,0,14,0.0,8,6,
darolutamide,tucatinib,0,10,0.0,8,2,
darolutamide,umbralisib,0,13,0.0,8,5,
darolutamide,valrubicin,0,19,0.0,8,11,
darolutamide,vandetanib,0,14,0.0,8,6,
darolutamide,vemurafenib,0,30,0.0,8,22,
darolutamide,vinblastine,0,17,0.0,8,9,
darolutamide,vinorelbine,0,9,0.0,8,1,
darolutamide,zoledronate,0,28,0.0,8,20,
dasatinib,daunorubicin,0,37,0.0,25,12,
dasatinib,decitabine,0,26,0.0,25,1,
dasatinib,dexrazoxane,0,43,0.0,25,18,
dasatinib,docetaxel,0,37,0.0,25,12,
dasatinib,doxorubicin,0,26,0.0,25,1,
dasatinib,duvelisib,0,31,0.0,25,6,
dasatinib,encorafenib,0,40,0.0,25,15,
dasatinib,epirubicin,0,29,0.0,25,4,
dasatinib,estramustine,0,32,0.0,25,7,
dasatinib,etoposide,0,32,0.0,25,7,
dasatinib,fludarabine,0,29,0.0,25,4,
dasatinib,fluorouracil,0,37,0.0,25,12,
dasatinib,fulvestrant,0,27,0.0,25,2,
dasatinib,gemcitabine,0,29,0.0,25,4,
dasatinib,gilteritinib,0,26,0.0,25,1,
dasatinib,homoharringtonine,0,26,0.0,25,1,
dasatinib,hydroxyurea,0,32,0.0,25,7,
dasatinib,idarubicin,0,36,0.0,25,11,
dasatinib,idelalisib,0,34,0.0,25,9,
dasatinib,imatinib,0,30,0.0,25,5,
dasatinib,irinotecan,0,36,0.0,25,11,
dasatinib,ixabepilone,0,36,0.0,25,11,
dasatinib,ixazomib,0,30,0.0,25,5,
dasatinib,lapatinib,0,26,0.0,25,1,
dasatinib,lomustine,0,52,0.0,25,27,
dasatinib,melphalan,0,31,0.0,25,6,
dasatinib,mercaptopurine,0,52,0.0,25,27,
dasatinib,methotrexate,0,52,0.0,25,27,
dasatinib,mitomycin,0,37,0.0,25,12,
dasatinib,mitoxantrone,0,31,0.0,25,6,
dasatinib,nilotinib,0,39,0.0,25,14,
dasatinib,olaparib,0,26,0.0,25,1,
dasatinib,osimertinib,0,27,0.0,25,2,
dasatinib,oxaliplatin,0,56,0.0,25,31,
dasatinib,paclitaxel,0,35,0.0,25,10,
dasatinib,palbociclib,0,51,0.0,25,26,
dasatinib,panobinostat,0,26,0.0,25,1,
dasatinib,pemetrexed,0,27,0.0,25,2,
dasatinib,pralatrexate,0,27,0.0,25,2,
dasatinib,raloxifene,0,39,0.0,25,14,
dasatinib,ribociclib,0,33,0.0,25,8,
dasatinib,romidepsin,0,26,0.0,25,1,
dasatinib,selinexor,0,28,0.0,25,3,
dasatinib,selumetinib,0,52,0.0,25,27,
dasatinib,sirolimus,0,27,0.0,25,2,
dasatinib,sonidegib,0,29,0.0,25,4,
dasatinib,sunitinib,0,28,0.0,25,3,
dasatinib,tamoxifen,0,43,0.0,25,18,
dasatinib,temsirolimus,0,26,0.0,25,1,
dasatinib,teniposide,0,33,0.0,25,8,
dasatinib,thiotepa,0,28,0.0,25,3,
dasatinib,tioguanine,0,41,0.0,25,16,
dasatinib,tivozanib,0,26,0.0,25,1,
dasatinib,topotecan,0,27,0.0,25,2,
dasatinib,trametinib,0,47,0.0,25,22,
dasatinib,trifluridine,0,31,0.0,25,6,
dasatinib,tucatinib,0,27,0.0,25,2,
dasatinib,umbralisib,0,30,0.0,25,5,
dasatinib,valrubicin,0,36,0.0,25,11,
dasatinib,vemurafenib,0,47,0.0,25,22,
dasatinib,venetoclax,0,30,0.0,25,5,
dasatinib,vinblastine,0,34,0.0,25,9,
dasatinib,vinorelbine,0,26,0.0,25,1,
dasatinib,vorinostat,0,43,0.0,25,18,
daunorubicin,duvelisib,0,18,0.0,12,6,
daunorubicin,encorafenib,0,27,0.0,12,15,
daunorubicin,epirubicin,0,16,0.0,12,4,
daunorubicin,erdafitinib,0,22,0.0,12,10,
daunorubicin,erlotinib,0,23,0.0,12,11,
daunorubicin,estramustine,0,19,0.0,12,7,
daunorubicin,everolimus,0,23,0.0,12,11,
daunorubicin,fludarabine,0,16,0.0,12,4,
daunorubicin,fruquintinib,0,43,0.0,12,31,
daunorubicin,fulvestrant,0,14,0.0,12,2,
daunorubicin,gilteritinib,0,13,0.0,12,1,
daunorubicin,homoharringtonine,0,13,0.0,12,1,
daunorubicin,ibrutinib,0,25,0.0,12,13,
daunorubicin,idelalisib,0,21,0.0,12,9,
daunorubicin,imatinib,0,17,0.0,12,5,
daunorubicin,ixabepilone,0,23,0.0,12,11,
daunorubicin,ixazomib,0,17,0.0,12,5,
daunorubicin,lapatinib,0,13,0.0,12,1,
daunorubicin,lenvatinib,0,30,0.0,12,18,
daunorubicin,lorlatinib,0,14,0.0,12,2,
daunorubicin,mitotane,0,13,0.0,12,1,
daunorubicin,neratinib,0,18,0.0,12,6,
daunorubicin,nilotinib,0,26,0.0,12,14,
daunorubicin,olaparib,0,13,0.0,12,1,
daunorubicin,osimertinib,0,14,0.0,12,2,
daunorubicin,panobinostat,0,13,0.0,12,1,
daunorubicin,raloxifene,0,26,0.0,12,14,
daunorubicin,ribociclib,0,20,0.0,12,8,
daunorubicin,romidepsin,0,13,0.0,12,1,
daunorubicin,selinexor,0,15,0.0,12,3,
daunorubicin,selumetinib,0,39,0.0,12,27,
daunorubicin,sirolimus,0,14,0.0,12,2,
daunorubicin,sonidegib,0,16,0.0,12,4,
daunorubicin,sunitinib,0,15,0.0,12,3,
daunorubicin,tamoxifen,0,30,0.0,12,18,
daunorubicin,temsirolimus,0,13,0.0,12,1,
daunorubicin,tivozanib,0,13,0.0,12,1,
daunorubicin,trametinib,0,34,0.0,12,22,
daunorubicin,tucatinib,0,14,0.0,12,2,
daunorubicin,umbralisib,0,17,0.0,12,5,
daunorubicin,vandetanib,0,18,0.0,12,6,
daunorubicin,vemurafenib,0,34,0.0,12,22,
daunorubicin,venetoclax,0,17,0.0,12,5,
daunorubicin,vinorelbine,0,13,0.0,12,1,
daunorubicin,vorinostat,0,30,0.0,12,18,
daunorubicin,zoledronate,0,32,0.0,12,20,
decitabine,dexrazoxane,0,19,0.0,1,18,
decitabine,docetaxel,0,13,0.0,1,12,
decitabine,doxorubicin,0,2,0.0,1,1,
decitabine,duvelisib,0,7,0.0,1,6,
decitabine,encorafenib,0,16,0.0,1,15,
decitabine,epirubicin,0,5,0.0,1,4,
decitabine,erdafitinib,0,11,0.0,1,10,
decitabine,erlotinib,0,12,0.0,1,11,
decitabine,estramustine,0,8,0.0,1,7,
decitabine,etoposide,0,8,0.0,1,7,
decitabine,everolimus,0,12,0.0,1,11,
decitabine,fludarabine,0,5,0.0,1,4,
decitabine,fluorouracil,0,13,0.0,1,12,
decitabine,fruquintinib,0,32,0.0,1,31,
decitabine,fulvestrant,0,3,0.0,1,2,
decitabine,gemcitabine,0,5,0.0,1,4,
decitabine,gilteritinib,0,2,0.0,1,1,
decitabine,homoharringtonine,0,2,0.0,1,1,
decitabine,hydroxyurea,0,8,0.0,1,7,
decitabine,ibrutinib,0,14,0.0,1,13,
decitabine,idarubicin,0,12,0.0,1,11,
decitabine,idelalisib,0,10,0.0,1,9,
decitabine,imatinib,0,6,0.0,1,5,
decitabine,irinotecan,0,12,0.0,1,11,
decitabine,ixabepilone,0,12,0.0,1,11,
decitabine,ixazomib,0,6,0.0,1,5,
decitabine,lapatinib,0,2,0.0,1,1,
decitabine,lenvatinib,0,19,0.0,1,18,
decitabine,lomustine,0,28,0.0,1,27,
decitabine,lorlatinib,0,3,0.0,1,2,
decitabine,mercaptopurine,0,28,0.0,1,27,
decitabine,mitotane,0,2,0.0,1,1,
decitabine,mitoxantrone,0,7,0.0,1,6,
decitabine,neratinib,0,7,0.0,1,6,
decitabine,nilotinib,0,15,0.0,1,14,
decitabine,olaparib,0,2,0.0,1,1,
decitabine,osimertinib,0,3,0.0,1,2,
decitabine,oxaliplatin,0,32,0.0,1,31,
decitabine,paclitaxel,0,11,0.0,1,10,
decitabine,palbociclib,0,27,0.0,1,26,
decitabine,panobinostat,0,2,0.0,1,1,
decitabine,pemetrexed,0,3,0.0,1,2,
decitabine,pralatrexate,0,3,0.0,1,2,
decitabine,raloxifene,0,15,0.0,1,14,
decitabine,ribociclib,0,9,0.0,1,8,
decitabine,romidepsin,0,2,0.0,1,1,
decitabine,selinexor,0,4,0.0,1,3,
decitabine,selumetinib,0,28,0.0,1,27,
decitabine,sirolimus,0,3,0.0,1,2,
decitabine,sonidegib,0,5,0.0,1,4,
decitabine,sunitinib,0,4,0.0,1,3,
decitabine,tamoxifen,0,19,0.0,1,18,
decitabine,temsirolimus,0,2,0.0,1,1,
decitabine,thiotepa,0,4,0.0,1,3,
decitabine,tioguanine,0,17,0.0,1,16,
decitabine,tivozanib,0,2,0.0,1,1,
decitabine,topotecan,0,3,0.0,1,2,
decitabine,trametinib,0,23,0.0,1,22,
decitabine,trifluridine,0,7,0.0,1,6,
decitabine,tucatinib,0,3,0.0,1,2,
decitabine,umbralisib,0,6,0.0,1,5,
decitabine,vandetanib,0,7,0.0,1,6,
decitabine,vemurafenib,0,23,0.0,1,22,
decitabine,venetoclax,0,6,0.0,1,5,
decitabine,vinblastine,0,10,0.0,1,9,
decitabine,vinorelbine,0,2,0.0,1,1,
decitabine,vorinostat,0,19,0.0,1,18,
decitabine,zoledronate,0,21,0.0,1,20,
dexrazoxane,docetaxel,0,30,0.0,18,12,
dexrazoxane,doxorubicin,0,19,0.0,18,1,
dexrazoxane,duvelisib,0,24,0.0,18,6,
dexrazoxane,encorafenib,0,33,0.0,18,15,
dexrazoxane,epirubicin,0,22,0.0,18,4,
dexrazoxane,erdafitinib,0,28,0.0,18,10,
dexrazoxane,erlotinib,0,29,0.0,18,11,
dexrazoxane,estramustine,0,25,0.0,18,7,
dexrazoxane,everolimus,0,29,0.0,18,11,
dexrazoxane,fludarabine,0,22,0.0,18,4,
dexrazoxane,fruquintinib,0,49,0.0,18,31,
dexrazoxane,fulvestrant,0,20,0.0,18,2,
dexrazoxane,gemcitabine,0,22,0.0,18,4,
dexrazoxane,gilteritinib,0,19,0.0,18,1,
dexrazoxane,homoharringtonine,0,19,0.0,18,1,
dexrazoxane,hydroxyurea,0,25,0.0,18,7,
dexrazoxane,ibrutinib,0,31,0.0,18,13,
dexrazoxane,idelalisib,0,27,0.0,18,9,
dexrazoxane,imatinib,0,23,0.0,18,5,
dexrazoxane,ixabepilone,0,29,0.0,18,11,
dexrazoxane,ixazomib,0,23,0.0,18,5,
dexrazoxane,lapatinib,0,19,0.0,18,1,
dexrazoxane,lenvatinib,0,36,0.0,18,18,
dexrazoxane,lorlatinib,0,20,0.0,18,2,
dexrazoxane,mitotane,0,19,0.0,18,1,
dexrazoxane,neratinib,0,24,0.0,18,6,
dexrazoxane,olaparib,0,19,0.0,18,1,
dexrazoxane,osimertinib,0,20,0.0,18,2,
dexrazoxane,paclitaxel,0,28,0.0,18,10,
dexrazoxane,panobinostat,0,19,0.0,18,1,
dexrazoxane,pemetrexed,0,20,0.0,18,2,
dexrazoxane,pralatrexate,0,20,0.0,18,2,
dexrazoxane,romidepsin,0,19,0.0,18,1,
dexrazoxane,selinexor,0,21,0.0,18,3,
dexrazoxane,selumetinib,0,45,0.0,18,27,
dexrazoxane,sirolimus,0,20,0.0,18,2,
dexrazoxane,sonidegib,0,22,0.0,18,4,
dexrazoxane,sunitinib,0,21,0.0,18,3,
dexrazoxane,tamoxifen,0,36,0.0,18,18,
dexrazoxane,temsirolimus,0,19,0.0,18,1,
dexrazoxane,tioguanine,0,34,0.0,18,16,
dexrazoxane,tivozanib,0,19,0.0,18,1,
dexrazoxane,trametinib,0,40,0.0,18,22,
dexrazoxane,tucatinib,0,20,0.0,18,2,
dexrazoxane,vandetanib,0,24,0.0,18,6,
dexrazoxane,vemurafenib,0,40,0.0,18,22,
dexrazoxane,venetoclax,0,23,0.0,18,5,
dexrazoxane,vinblastine,0,27,0.0,18,9,
dexrazoxane,vinorelbine,0,19,0.0,18,1,
dexrazoxane,vorinostat,0,36,0.0,18,18,
dexrazoxane,zoledronate,0,38,0.0,18,20,
docetaxel,doxorubicin,0,13,0.0,12,1,
docetaxel,duvelisib,0,18,0.0,12,6,
docetaxel,encorafenib,0,27,0.0,12,15,
docetaxel,epirubicin,0,16,0.0,12,4,
docetaxel,erdafitinib,0,22,0.0,12,10,
docetaxel,erlotinib,0,23,0.0,12,11,
docetaxel,estramustine,0,19,0.0,12,7,
docetaxel,etoposide,0,19,0.0,12,7,
docetaxel,everolimus,0,23,0.0,12,11,
docetaxel,fludarabine,0,16,0.0,12,4,
docetaxel,fruquintinib,0,43,0.0,12,31,
docetaxel,fulvestrant,0,14,0.0,12,2,
docetaxel,gilteritinib,0,13,0.0,12,1,
docetaxel,homoharringtonine,0,13,0.0,12,1,
docetaxel,ibrutinib,0,25,0.0,12,13,
docetaxel,idarubicin,0,23,0.0,12,11,
docetaxel,idelalisib,0,21,0.0,12,9,
docetaxel,imatinib,0,17,0.0,12,5,
docetaxel,ixazomib,0,17,0.0,12,5,
docetaxel,lapatinib,0,13,0.0,12,1,
docetaxel,lenvatinib,0,30,0.0,12,18,
docetaxel,lorlatinib,0,14,0.0,12,2,
docetaxel,melphalan,0,18,0.0,12,6,
docetaxel,mitomycin,0,24,0.0,12,12,
docetaxel,mitotane,0,13,0.0,12,1,
docetaxel,mitoxantrone,0,18,0.0,12,6,
docetaxel,neratinib,0,18,0.0,12,6,
docetaxel,nilotinib,0,26,0.0,12,14,
docetaxel,olaparib,0,13,0.0,12,1,
docetaxel,osimertinib,0,14,0.0,12,2,
docetaxel,palbociclib,0,38,0.0,12,26,
docetaxel,panobinostat,0,13,0.0,12,1,
docetaxel,ribociclib,0,20,0.0,12,8,
docetaxel,romidepsin,0,13,0.0,12,1,
docetaxel,selinexor,0,15,0.0,12,3,
docetaxel,selumetinib,0,39,0.0,12,27,
docetaxel,sirolimus,0,14,0.0,12,2,
docetaxel,sonidegib,0,16,0.0,12,4,
docetaxel,sunitinib,0,15,0.0,12,3,
docetaxel,temsirolimus,0,13,0.0,12,1,
docetaxel,teniposide,0,20,0.0,12,8,
docetaxel,thiotepa,0,15,0.0,12,3,
docetaxel,tivozanib,0,13,0.0,12,1,
docetaxel,topotecan,0,14,0.0,12,2,
docetaxel,trametinib,0,34,0.0,12,22,
docetaxel,tucatinib,0,14,0.0,12,2,
docetaxel,umbralisib,0,17,0.0,12,5,
docetaxel,valrubicin,0,23,0.0,12,11,
docetaxel,vandetanib,0,18,0.0,12,6,
docetaxel,vemurafenib,0,34,0.0,12,22,
docetaxel,venetoclax,0,17,0.0,12,5,
docetaxel,vinorelbine,0,13,0.0,12,1,
docetaxel,vorinostat,0,30,0.0,12,18,
docetaxel,zoledronate,0,32,0.0,12,20,
doxorubicin,duvelisib,0,7,0.0,1,6,
doxorubicin,encorafenib,0,16,0.0,1,15,
doxorubicin,epirubicin,0,5,0.0,1,4,
doxorubicin,erdafitinib,0,11,0.0,1,10,
doxorubicin,erlotinib,0,12,0.0,1,11,
doxorubicin,estramustine,0,8,0.0,1,7,
doxorubicin,everolimus,0,12,0.0,1,11,
doxorubicin,fludarabine,0,5,0.0,1,4,
doxorubicin,fluorouracil,0,13,0.0,1,12,
doxorubicin,fruquintinib,0,32,0.0,1,31,
doxorubicin,fulvestrant,0,3,0.0,1,2,
doxorubicin,gemcitabine,0,5,0.0,1,4,
doxorubicin,gilteritinib,0,2,0.0,1,1,
doxorubicin,homoharringtonine,0,2,0.0,1,1,
doxorubicin,hydroxyurea,0,8,0.0,1,7,
doxorubicin,ibrutinib,0,14,0.0,1,13,
doxorubicin,idelalisib,0,10,0.0,1,9,
doxorubicin,imatinib,0,6,0.0,1,5,
doxorubicin,irinotecan,0,12,0.0,1,11,
doxorubicin,ixabepilone,0,12,0.0,1,11,
doxorubicin,ixazomib,0,6,0.0,1,5,
doxorubicin,lapatinib,0,2,0.0,1,1,
doxorubicin,lenvatinib,0,19,0.0,1,18,
doxorubicin,lomustine,0,28,0.0,1,27,
doxorubicin,lorlatinib,0,3,0.0,1,2,
doxorubicin,melphalan,0,7,0.0,1,6,
doxorubicin,mercaptopurine,0,28,0.0,1,27,
doxorubicin,methotrexate,0,28,0.0,1,27,
doxorubicin,mitotane,0,2,0.0,1,1,
doxorubicin,mitoxantrone,0,7,0.0,1,6,
doxorubicin,neratinib,0,7,0.0,1,6,
doxorubicin,nilotinib,0,15,0.0,1,14,
doxorubicin,olaparib,0,2,0.0,1,1,
doxorubicin,osimertinib,0,3,0.0,1,2,
doxorubicin,oxaliplatin,0,32,0.0,1,31,
doxorubicin,paclitaxel,0,11,0.0,1,10,
doxorubicin,palbociclib,0,27,0.0,1,26,
doxorubicin,panobinostat,0,2,0.0,1,1,
doxorubicin,pemetrexed,0,3,0.0,1,2,
doxorubicin,pralatrexate,0,3,0.0,1,2,
doxorubicin,raloxifene,0,15,0.0,1,14,
doxorubicin,ribociclib,0,9,0.0,1,8,
doxorubicin,romidepsin,0,2,0.0,1,1,
doxorubicin,selinexor,0,4,0.0,1,3,
doxorubicin,selumetinib,0,28,0.0,1,27,
doxorubicin,sirolimus,0,3,0.0,1,2,
doxorubicin,sonidegib,0,5,0.0,1,4,
doxorubicin,sunitinib,0,4,0.0,1,3,
doxorubicin,tamoxifen,0,19,0.0,1,18,
doxorubicin,temsirolimus,0,2,0.0,1,1,
doxorubicin,teniposide,0,9,0.0,1,8,
doxorubicin,thiotepa,0,4,0.0,1,3,
doxorubicin,tioguanine,0,17,0.0,1,16,
doxorubicin,tivozanib,0,2,0.0,1,1,
doxorubicin,topotecan,0,3,0.0,1,2,
doxorubicin,trametinib,0,23,0.0,1,22,
doxorubicin,trifluridine,0,7,0.0,1,6,
doxorubicin,tucatinib,0,3,0.0,1,2,
doxorubicin,umbralisib,0,6,0.0,1,5,
doxorubicin,valrubicin,0,12,0.0,1,11,
doxorubicin,vandetanib,0,7,0.0,1,6,
doxorubicin,vemurafenib,0,23,0.0,1,22,
doxorubicin,venetoclax,0,6,0.0,1,5,
doxorubicin,vinblastine,0,10,0.0,1,9,
doxorubicin,vinorelbine,0,2,0.0,1,1,
doxorubicin,vorinostat,0,19,0.0,1,18,
doxorubicin,zoledronate,0,21,0.0,1,20,
duvelisib,encorafenib,0,21,0.0,6,15,
duvelisib,epirubicin,0,10,0.0,6,4,
duvelisib,erdafitinib,0,16,0.0,6,10,
duvelisib,erlotinib,0,17,0.0,6,11,
duvelisib,estramustine,0,13,0.0,6,7,
duvelisib,etoposide,0,13,0.0,6,7,
duvelisib,fludarabine,0,10,0.0,6,4,
