drugA,drugB,B_ACC
Selpercatinib,Zanubrutinib,0.188711
Cytarabine,Idarubicin,0.187993
Idarubicin,Pipobroman,0.187574
Nitrogen mustard,Teniposide,0.187310
Arsenic trioxide,Selinexor,0.187173
Crizotinib,Dacarbazine,0.186793
Bleomycin,Brigatinib,0.186593
Cobimetinib,Crizotinib,0.186566
Irinotecan,Lomustine,0.185926
Methotrexate,Tamoxifen,0.185156
Actinomycin D,Arsenic trioxide,0.184824
Cyclophosphamide,Paclitaxel,0.184794
Oxaliplatin,Vorinostat,0.184671
Ceritinib,Fluorouracil,0.184367
Carboplatin,Lomustine,0.184022
Lomustine,Selinexor,0.183613
Pralsetinib,Vandetanib,0.183168
Carboplatin,Epirubicin,0.182634
Brigatinib,Sotorasib,0.182628
Carmustine,Selinexor,0.182262
Gemcitabine,Mercaptopurine,0.182205
Epirubicin,Etoposide,0.181971
Carmustine,Irinotecan,0.181825
Erlotinib,Everolimus,0.181802
Cisplatin,Uracil mustard,0.181727
Ifosfamide,Teniposide,0.181611
Carmustine,Tioguanine,0.181177
Asciminib,Lomustine,0.181005
Paclitaxel,Tioguanine,0.180995
Oxaliplatin,Valrubicin,0.180266
Asciminib,Mercaptopurine,0.180261
Methotrexate,Thiotepa,0.180082
Ixabepilone,Mercaptopurine,0.180016
Asciminib,Carmustine,0.179634
Methotrexate,Triethylenemelamine,0.179620
Sunitinib,Trametinib,0.179515
Bleomycin,Lenvatinib,0.179490
Ceritinib,Dabrafenib,0.179338
Raloxifene,Vinblastine,0.179063
Gemcitabine,Oxaliplatin,0.178917
Dacomitinib,Sonidegib,0.178827
Mercaptopurine,Vorinostat,0.178587
Binimetinib,Sunitinib,0.178488
Imatinib,tepotinib,0.178358
Ixabepilone,Lomustine,0.178162
Cisplatin,Imatinib,0.178048
Allopurinol,Belinostat,0.178045
Ixazomib,Venetoclax,0.178030
Asciminib,Oxaliplatin,0.177945
Oxaliplatin,Thiotepa,0.177879
Idarubicin,Valrubicin,0.177811
Dacarbazine,Vinblastine,0.177700
Cladribine,Dabrafenib,0.177593
Oxaliplatin,Triethylenemelamine,0.177417
Epirubicin,Teniposide,0.176785
Irinotecan,Valrubicin,0.176439
Venetoclax,tepotinib,0.175871
Nitrogen mustard,Pipobroman,0.175273
Selumetinib,Sunitinib,0.175179
Paclitaxel,Trifluridine,0.175032
Trifluridine,Uracil mustard,0.175023
Ixabepilone,Nilotinib,0.174508
Cyclophosphamide,Docetaxel,0.174481
Dexrazoxane,Ribociclib,0.174273
Cobimetinib,Sunitinib,0.173860
Estramustine,Fruquintinib,0.173780
Actinomycin D,Mercaptopurine,0.173638
Ifosfamide,Pipobroman,0.173521
Carmustine,Mercaptopurine,0.172135
Ceritinib,Mercaptopurine,0.171513
Dexrazoxane,Pipobroman,0.171407
Bleomycin,Idelalisib,0.171017
Mitomycin,Valrubicin,0.169603
Ceritinib,Oxaliplatin,0.169494
Abiraterone,Zanubrutinib,0.169011
Dabrafenib,Sunitinib,0.168965
Arsenic trioxide,Nilotinib,0.168918
Carfilzomib,Crizotinib,0.168828
Actinomycin D,Oxaliplatin,0.168284
Crizotinib,Dexrazoxane,0.168067
Docetaxel,Ixabepilone,0.167946
Teniposide,Trilaciclib,0.167761
Carfilzomib,Dexrazoxane,0.167559
Ifosfamide,Vinblastine,0.167449
Cyclophosphamide,Daunorubicin,0.167343
Belinostat,Tioguanine,0.167161
Erlotinib,Sotorasib,0.166951
Crizotinib,Dabrafenib,0.166472
Oxaliplatin,Ribociclib,0.166422
Hydroxyurea,Uracil mustard,0.165159
Carboplatin,Imatinib,0.164887
Docetaxel,Trifluridine,0.164756
Tamoxifen,Vinblastine,0.163980
Melphalan,Mitoxantrone,0.163801
Cytarabine,Mercaptopurine,0.163754
Methotrexate,Raloxifene,0.163395
Fluorouracil,Trifluridine,0.163149
Actinomycin D,Ixabepilone,0.163091
Fluorouracil,Idarubicin,0.162887
Methotrexate,Nilotinib,0.162695
Imatinib,Paclitaxel,0.161990
Etoposide,Oxaliplatin,0.161919
Hydroxyurea,Paclitaxel,0.161356
Ibrutinib,Sonidegib,0.160462
Darolutamide,Venetoclax,0.160443
Darolutamide,Lomustine,0.160142
Methotrexate,Teniposide,0.159603
Abemaciclib,Trilaciclib,0.159492
Crizotinib,Paclitaxel,0.158513
Cytarabine,Oxaliplatin,0.158323
Actinomycin D,Etoposide,0.157857
Melphalan,Trifluridine,0.157794
Chlorambucil,Trifluridine,0.157736
Cytarabine,Ifosfamide,0.157734
Mitoxantrone,Trifluridine,0.157561
Ceritinib,Nilotinib,0.157073
Ceritinib,Raloxifene,0.156870
Methotrexate,Palbociclib,0.156242
Palbociclib,Vorinostat,0.155045
Crizotinib,Trilaciclib,0.154610
Gemcitabine,Idarubicin,0.154414
Bleomycin,Erlotinib,0.154276
Dacarbazine,Lomustine,0.153517
Imatinib,Vinblastine,0.153487
Abemaciclib,Palbociclib,0.153412
Carboplatin,Mitoxantrone,0.151882
Cyclophosphamide,Trifluridine,0.151868
Belinostat,Mercaptopurine,0.151788
Oxaliplatin,Teniposide,0.151752
Belinostat,Methotrexate,0.151672
Fludarabine,Tioguanine,0.151473
Dacarbazine,Methotrexate,0.151110
Hydroxyurea,Melphalan,0.151103
Docetaxel,Hydroxyurea,0.151080
Belinostat,Ribociclib,0.150956
Abemaciclib,Idelalisib,0.150540
Dexrazoxane,Trilaciclib,0.150298
Gemcitabine,Mitomycin,0.149374
Ifosfamide,Valrubicin,0.149314
Dacomitinib,Dasatinib,0.148361
Etoposide,Melphalan,0.147983
Chlorambucil,Hydroxyurea,0.147908
Docetaxel,Raloxifene,0.147339
Mercaptopurine,Vinblastine,0.146664
Pemigatinib,Zoledronate,0.146614
Erdafitinib,Zoledronate,0.146511
Carmustine,Cyclophosphamide,0.146177
Crizotinib,Palbociclib,0.145912
Methotrexate,Vinblastine,0.145641
Everolimus,Lenvatinib,0.145587
Bleomycin,Epirubicin,0.145495
Raloxifene,Venetoclax,0.145254
Carmustine,Methotrexate,0.145218
Abemaciclib,Pemigatinib,0.145112
Ribociclib,tepotinib,0.144989
Arsenic trioxide,Sotorasib,0.144908
Epirubicin,Ifosfamide,0.144283
Allopurinol,Neratinib,0.143787
Lomustine,Mercaptopurine,0.143353
Lomustine,Methotrexate,0.143086
Carfilzomib,Oxaliplatin,0.142992
Cyclophosphamide,Epirubicin,0.142799
Carmustine,Vorinostat,0.142030
Everolimus,Zoledronate,0.141990
Docetaxel,Mercaptopurine,0.141913
Etoposide,Trifluridine,0.141743
Cyclophosphamide,Tioguanine,0.141718
Selumetinib,Tamoxifen,0.141713
Fludarabine,Methotrexate,0.141604
Lenvatinib,Zanubrutinib,0.141560
Ceritinib,Vorinostat,0.141432
Lomustine,Sotorasib,0.141342
Brigatinib,Erdafitinib,0.140632
Crizotinib,Etoposide,0.140596
Methotrexate,Sotorasib,0.140526
Fludarabine,Mercaptopurine,0.140510
Abemaciclib,Everolimus,0.140485
Ceritinib,Nitrogen mustard,0.140485
Idarubicin,umbralisib,0.140444
Lomustine,Tioguanine,0.139910
Crizotinib,Ixabepilone,0.139259
Arsenic trioxide,Paclitaxel,0.138654
Arsenic trioxide,Ixazomib,0.138453
Crizotinib,Mercaptopurine,0.138366
Dasatinib,Pemigatinib,0.138357
Oxaliplatin,Sotorasib,0.138324
Imatinib,Ixabepilone,0.138144
Allopurinol,Dacarbazine,0.138055
Dacomitinib,Vandetanib,0.137907
Cytarabine,Paclitaxel,0.137869
Docetaxel,Methotrexate,0.137760
Cobimetinib,Tamoxifen,0.137593
Dacomitinib,Duvelisib,0.137513
Daunorubicin,Uracil mustard,0.137471
Mitomycin,Uracil mustard,0.137342
Brigatinib,Zanubrutinib,0.136801
Lomustine,Vorinostat,0.136774
Teniposide,Trifluridine,0.136659
Daunorubicin,Mercaptopurine,0.136597
Vinblastine,tepotinib,0.136186
Dacomitinib,Selpercatinib,0.136161
Carboplatin,Darolutamide,0.135876
Abiraterone,Sotorasib,0.135827
Fluorouracil,Trilaciclib,0.135646
Trilaciclib,Valrubicin,0.135645
Daunorubicin,Ifosfamide,0.135306
Actinomycin D,Vorinostat,0.135109
Fluorouracil,Mercaptopurine,0.135097
Fluorouracil,umbralisib,0.135071
Etoposide,Hydroxyurea,0.133498
Allopurinol,umbralisib,0.133448
Abiraterone,Idelalisib,0.133262
Docetaxel,Tamoxifen,0.132264
Bleomycin,Uracil mustard,0.132056
Pralsetinib,Sotorasib,0.132003
Cytarabine,Melphalan,0.131948
Dacarbazine,Imatinib,0.131030
Dexrazoxane,Fluorouracil,0.130626
Imatinib,Palbociclib,0.130382
Belinostat,Ceritinib,0.129840
Duvelisib,Everolimus,0.129789
Carmustine,Trilaciclib,0.128953
Everolimus,Vandetanib,0.128738
Cyclophosphamide,Venetoclax,0.128521
Irinotecan,Paclitaxel,0.128401
Nitrogen mustard,umbralisib,0.128170
Allopurinol,Methotrexate,0.128161
Epirubicin,Selpercatinib,0.128061
Vandetanib,Zanubrutinib,0.127960
Brigatinib,Ibrutinib,0.127914
Palbociclib,Venetoclax,0.127802
Cytarabine,Docetaxel,0.127593
Cisplatin,Idarubicin,0.127376
Tioguanine,Uracil mustard,0.127258
Methotrexate,Valrubicin,0.126930
Nilotinib,Tioguanine,0.126752
Imatinib,Tioguanine,0.126740
Dacomitinib,Pralsetinib,0.126543
Abiraterone,Erdafitinib,0.126383
Dabrafenib,Ixabepilone,0.126344
Dexrazoxane,Uracil mustard,0.126152
Cytarabine,Fluorouracil,0.125986
Tioguanine,umbralisib,0.125687
Irinotecan,Melphalan,0.125364
Crizotinib,Venetoclax,0.125027
Carmustine,Valrubicin,0.124996
Abiraterone,Pemigatinib,0.124845
Ifosfamide,Imatinib,0.124464
Dexrazoxane,umbralisib,0.124311
Actinomycin D,Melphalan,0.124226
Ceritinib,Trilaciclib,0.124129
Actinomycin D,Idarubicin,0.123591
Epirubicin,Pralsetinib,0.123155
Ixabepilone,Ribociclib,0.123050
Everolimus,Fruquintinib,0.123032
Dabrafenib,Imatinib,0.122989
Idarubicin,Palbociclib,0.122774
Darolutamide,Ribociclib,0.122354
Cisplatin,Mitomycin,0.122336
Ceritinib,Selumetinib,0.122287
Fluorouracil,Melphalan,0.121982
Actinomycin D,Cisplatin,0.121954
Belinostat,Nitrogen mustard,0.121922
Ceritinib,Methotrexate,0.121393
Daunorubicin,Paclitaxel,0.121036
Actinomycin D,tepotinib,0.120900
Trifluridine,Valrubicin,0.120671
Dacarbazine,Vorinostat,0.120546
Fluorouracil,Paclitaxel,0.120266
Chlorambucil,Daunorubicin,0.120183
Daunorubicin,Mitoxantrone,0.120008
Mitomycin,Mitoxantrone,0.119879
Carboplatin,Docetaxel,0.119576
Ibrutinib,Vandetanib,0.119537
Ceritinib,Cobimetinib,0.119491
Ifosfamide,Nitrogen mustard,0.119459
Fluorouracil,Ribociclib,0.119380
Duvelisib,Ibrutinib,0.119143
Fruquintinib,Zanubrutinib,0.119030
Belinostat,Tamoxifen,0.118863
Erlotinib,Fruquintinib,0.118855
Dabrafenib,Fluorouracil,0.118339
Carmustine,Uracil mustard,0.118254
Belinostat,Dexrazoxane,0.118056
Erdafitinib,Idelalisib,0.117470
Bleomycin,Vandetanib,0.116676
Cisplatin,Nilotinib,0.116620
Cisplatin,Raloxifene,0.116526
Fluorouracil,Irinotecan,0.116518
Methotrexate,Uracil mustard,0.116461
Mercaptopurine,Uracil mustard,0.116296
Actinomycin D,Mitomycin,0.116140
Cytarabine,Etoposide,0.115897
Actinomycin D,Methotrexate,0.115880
Palbociclib,umbralisib,0.115734
Nilotinib,tepotinib,0.115436
Raloxifene,tepotinib,0.115340
Cyclophosphamide,Mercaptopurine,0.114933
Carboplatin,Valrubicin,0.114854
Mercaptopurine,umbralisib,0.114724
Cyclophosphamide,Cytarabine,0.114705
Selpercatinib,Uracil mustard,0.114622
Carfilzomib,Ribociclib,0.114520
Daunorubicin,Lomustine,0.114452
Bleomycin,Chlorambucil,0.114421
Ifosfamide,Tioguanine,0.114395
Oxaliplatin,Uracil mustard,0.114258
Bleomycin,Mitoxantrone,0.114242
Raloxifene,Trilaciclib,0.113892
Crizotinib,Tioguanine,0.113654
Trilaciclib,Vorinostat,0.113228
Nilotinib,Palbociclib,0.112969
Nilotinib,Selumetinib,0.112818
Raloxifene,Selumetinib,0.112614
Dexrazoxane,Ifosfamide,0.112532
Abiraterone,Erlotinib,0.112438
Cyclophosphamide,Mitoxantrone,0.112046
Tioguanine,Vorinostat,0.112026
Carmustine,Daunorubicin,0.111698
Cisplatin,Ifosfamide,0.111500
Hydroxyurea,Idarubicin,0.111418
Afatinib,Allopurinol,0.111207
Ifosfamide,Melphalan,0.111038
Cytarabine,Teniposide,0.110813
Daunorubicin,Docetaxel,0.110760
Mercaptopurine,Palbociclib,0.110637
Arsenic trioxide,Oxaliplatin,0.110533
Cisplatin,Crizotinib,0.110447
Belinostat,Lomustine,0.110215
Arsenic trioxide,Cyclophosphamide,0.110188
Cobimetinib,Nilotinib,0.110014
Chlorambucil,Tioguanine,0.110008
Docetaxel,Fluorouracil,0.109990
Cobimetinib,Raloxifene,0.109810
Pralsetinib,Uracil mustard,0.109716
Tioguanine,tepotinib,0.109440
Daunorubicin,Fluorouracil,0.109153
Dexrazoxane,Melphalan,0.108924
Chlorambucil,Dexrazoxane,0.108865
Actinomycin D,Carboplatin,0.108793
Dexrazoxane,Mitoxantrone,0.108690
Vorinostat,tepotinib,0.108022
Duvelisib,Zoledronate,0.107380
Idelalisib,Pemigatinib,0.106503
Crizotinib,Idarubicin,0.106330
Ibrutinib,Idelalisib,0.106299
Ribociclib,Vorinostat,0.106167
Trilaciclib,tepotinib,0.106093
Nilotinib,Oxaliplatin,0.106010
Encorafenib,Estramustine,0.105869
Cyclophosphamide,Trilaciclib,0.105411
Cyclophosphamide,Irinotecan,0.105237
Fruquintinib,Ibrutinib,0.104926
Ifosfamide,Trifluridine,0.104798
Abemaciclib,Pralsetinib,0.104518
Mercaptopurine,Raloxifene,0.104506
Arsenic trioxide,Duvelisib,0.104418
Idarubicin,Teniposide,0.103955
Dasatinib,Vandetanib,0.103512
Ixazomib,Vemurafenib,0.103403
Ixazomib,Trametinib,0.103387
Carboplatin,Raloxifene,0.103365
Dexrazoxane,Trifluridine,0.102684
Arsenic trioxide,tepotinib,0.102607
Binimetinib,Ixazomib,0.102383
Lomustine,Melphalan,0.102283
Everolimus,Idelalisib,0.101876
Carmustine,Melphalan,0.100899
Cyclophosphamide,Lomustine,0.100726
Carmustine,Chlorambucil,0.100619
Cisplatin,Lomustine,0.100536
Erlotinib,Idelalisib,0.100162
Binimetinib,tepotinib,0.100024
Lomustine,Mitoxantrone,0.099842
Actinomycin D,Ribociclib,0.099735
Carmustine,Duvelisib,0.099469
Carmustine,Cisplatin,0.099185
Chlorambucil,Methotrexate,0.099174
Ixazomib,Selumetinib,0.099143
Binimetinib,Crizotinib,0.099106
Crizotinib,Daunorubicin,0.099072
Chlorambucil,Mercaptopurine,0.099045
Methotrexate,Mitoxantrone,0.098999
Lomustine,tepotinib,0.098960
Crizotinib,Mitomycin,0.098880
Carfilzomib,Irinotecan,0.098748
Ceritinib,Ribociclib,0.098483
Carboplatin,Ifosfamide,0.098339
Dabrafenib,Raloxifene,0.098294
Mercaptopurine,tepotinib,0.098210
Methotrexate,tepotinib,0.098125
Bleomycin,Etoposide,0.098107
Arsenic trioxide,Dexrazoxane,0.098079
Allopurinol,Darolutamide,0.098007
Cobimetinib,Ixazomib,0.097851
Crizotinib,Methotrexate,0.097844
Arsenic trioxide,Tamoxifen,0.097836
Dasatinib,Neratinib,0.097810
Palbociclib,Tamoxifen,0.097658
Carboplatin,Crizotinib,0.097286
Selumetinib,Vorinostat,0.097109
Cyclophosphamide,Fluorouracil,0.097102
Chlorambucil,Selpercatinib,0.096987
Chlorambucil,Oxaliplatin,0.096970
Mitoxantrone,Selpercatinib,0.096808
Abiraterone,Vandetanib,0.096799
Mitoxantrone,Oxaliplatin,0.096795
Ceritinib,Paclitaxel,0.096791
Etoposide,Nitrogen mustard,0.096739
Cyclophosphamide,Etoposide,0.096726
Dacarbazine,Ribociclib,0.096551
Docetaxel,Tioguanine,0.096468
Darolutamide,Nilotinib,0.096439
Daunorubicin,Tioguanine,0.095632
Estramustine,Vemurafenib,0.095496
Estramustine,Trametinib,0.095480
Abiraterone,Duvelisib,0.095380
Hydroxyurea,Ifosfamide,0.095083
Nilotinib,Ribociclib,0.094890
Raloxifene,Teniposide,0.094865
Fluorouracil,Tioguanine,0.094861
Raloxifene,Ribociclib,0.094795
Binimetinib,Estramustine,0.094443
Dacarbazine,Darolutamide,0.094404
Carfilzomib,Ceritinib,0.094387
Methotrexate,Ribociclib,0.094312
Cobimetinib,Vorinostat,0.094305
Palbociclib,Trifluridine,0.094298
Estramustine,Trilaciclib,0.093950
Daunorubicin,Vinblastine,0.093607
Carfilzomib,Daunorubicin,0.093565
Mitomycin,Vinblastine,0.093477
Ifosfamide,Methotrexate,0.093450
Bleomycin,Teniposide,0.092921
Dexrazoxane,Etoposide,0.092873
Arsenic trioxide,Estramustine,0.092346
Chlorambucil,Pralsetinib,0.092081
Dexrazoxane,Mercaptopurine,0.091908
Mitoxantrone,Pralsetinib,0.091902
Neratinib,Selpercatinib,0.091721
Nilotinib,Paclitaxel,0.091598
Estramustine,Selumetinib,0.091096
Darolutamide,Ifosfamide,0.091052
Dexrazoxane,Lomustine,0.090865
Nitrogen mustard,Ribociclib,0.090565
Darolutamide,Vorinostat,0.090526
Darolutamide,Tioguanine,0.090181
Cobimetinib,Estramustine,0.089762
Hydroxyurea,Trilaciclib,0.089749
Dabrafenib,Dacarbazine,0.089703
Etoposide,Trilaciclib,0.089446
Mercaptopurine,Tamoxifen,0.089335
Darolutamide,Dexrazoxane,0.089123
Estramustine,Lomustine,0.088767
Everolimus,Zanubrutinib,0.088740
Darolutamide,Tamoxifen,0.088615
Dexrazoxane,Methotrexate,0.088574
Carfilzomib,Raloxifene,0.088360
Carmustine,Dexrazoxane,0.088128
Dexrazoxane,Teniposide,0.087788
Carmustine,Estramustine,0.087409
Neratinib,Pralsetinib,0.086921
Dabrafenib,Estramustine,0.084812
Darolutamide,Trilaciclib,0.084806
Tioguanine,Vinblastine,0.084569
Carmustine,Etoposide,0.084306
Etoposide,Lomustine,0.083991
Oxaliplatin,Trilaciclib,0.083725
Paclitaxel,Vorinostat,0.083304
Etoposide,Methotrexate,0.083182
Vinblastine,Vorinostat,0.083151
Dabrafenib,Tamoxifen,0.083015
Arsenic trioxide,Ribociclib,0.082215
Carfilzomib,Tamoxifen,0.080898
Etoposide,Selpercatinib,0.080673
Darolutamide,Palbociclib,0.080443
Actinomycin D,Ceritinib,0.079191
Palbociclib,Teniposide,0.079131
Darolutamide,Mercaptopurine,0.079128
Carmustine,Teniposide,0.079119
Raloxifene,Valrubicin,0.078890
Idelalisib,Zoledronate,0.078670
Lomustine,Ribociclib,0.078612
Arsenic trioxide,Methotrexate,0.078465
Dacarbazine,Paclitaxel,0.078448
Carmustine,Palbociclib,0.078175
Carmustine,Selumetinib,0.077888
Ixabepilone,Trilaciclib,0.077526
Dacarbazine,Irinotecan,0.077099
Darolutamide,Oxaliplatin,0.076937
Cytarabine,Dexrazoxane,0.076837
Bleomycin,Valrubicin,0.076612
Methotrexate,Selumetinib,0.076141
Etoposide,Pralsetinib,0.075767
Arsenic trioxide,Idelalisib,0.075708
Selpercatinib,Teniposide,0.075486
Carmustine,Cobimetinib,0.074976
Selumetinib,Vinblastine,0.073998
Actinomycin D,Dacarbazine,0.073572
Paclitaxel,Palbociclib,0.073485
Cobimetinib,Methotrexate,0.073337
Dacarbazine,Ixabepilone,0.073181
Paclitaxel,Selumetinib,0.073065
Cobimetinib,Vinblastine,0.072675
Erlotinib,Zoledronate,0.072336
Ixabepilone,Palbociclib,0.072235
Idarubicin,Ifosfamide,0.072094
Afatinib,Dasatinib,0.071838
Dexrazoxane,Valrubicin,0.071800
Dacarbazine,Mitomycin,0.071761
Cobimetinib,Paclitaxel,0.071584
Allopurinol,Oxaliplatin,0.071468
Abiraterone,Brigatinib,0.071459
Ifosfamide,Ixabepilone,0.071182
Erlotinib,Lenvatinib,0.070940
Allopurinol,Nilotinib,0.070773
Carmustine,Idelalisib,0.070758
Allopurinol,Nitrogen mustard,0.070615
Pralsetinib,Teniposide,0.070581
Cyclophosphamide,Ixabepilone,0.070542
Actinomycin D,Dexrazoxane,0.069943
Fruquintinib,Idelalisib,0.069817
Actinomycin D,Tioguanine,0.069282
Ixabepilone,Tioguanine,0.068983
Ceritinib,Tioguanine,0.068841
Abiraterone,Arsenic trioxide,0.068728
Dacarbazine,Raloxifene,0.068012
Dabrafenib,Vinblastine,0.067753
Cyclophosphamide,Methotrexate,0.067664
Ifosfamide,Mitomycin,0.067116
Idelalisib,Selpercatinib,0.067100
Crizotinib,Docetaxel,0.066835
Fluorouracil,Tamoxifen,0.066787
Encorafenib,Nilotinib,0.066653
Carmustine,Fluorouracil,0.066567
Allopurinol,Dexrazoxane,0.066530
Dabrafenib,Paclitaxel,0.066092
Afatinib,Selpercatinib,0.065749
Arsenic trioxide,Irinotecan,0.065734
Dexrazoxane,Mitomycin,0.065002
Cyclophosphamide,Oxaliplatin,0.064495
Ixabepilone,Trametinib,0.063870
Cyclophosphamide,Raloxifene,0.063850
Raloxifene,Tioguanine,0.063722
Allopurinol,Vorinostat,0.063462
Palbociclib,Valrubicin,0.063156
Ifosfamide,Nilotinib,0.063037
Cyclophosphamide,Ifosfamide,0.063000
Binimetinib,Ixabepilone,0.062847
Dabrafenib,Methotrexate,0.062341
Cyclophosphamide,Dacarbazine,0.062335
Ceritinib,Trametinib,0.061845
Irinotecan,Palbociclib,0.061795
Dexrazoxane,Nilotinib,0.061659
Dexrazoxane,Raloxifene,0.061564
Idarubicin,Mercaptopurine,0.061520
Afatinib,Pralsetinib,0.060949
Binimetinib,Ceritinib,0.060822
Arsenic trioxide,Daunorubicin,0.060550
Bleomycin,Ifosfamide,0.060419
Dacarbazine,Tamoxifen,0.060392
Crizotinib,Encorafenib,0.060272
Ixabepilone,Selumetinib,0.059549
Selpercatinib,Valrubicin,0.059177
Encorafenib,Vorinostat,0.059049
Nitrogen mustard,Tioguanine,0.058932
Crizotinib,Nitrogen mustard,0.058724
Actinomycin D,Selumetinib,0.058712
Dabrafenib,Oxaliplatin,0.058260
Cobimetinib,Ixabepilone,0.058234
Cyclophosphamide,Vorinostat,0.058207
Dacarbazine,Trilaciclib,0.057655
Ceritinib,Lomustine,0.057451
Allopurinol,Palbociclib,0.057448
Actinomycin D,Cobimetinib,0.057389
Nilotinib,Trilaciclib,0.057342
Lomustine,Mitomycin,0.057069
Daunorubicin,Palbociclib,0.056662
Nilotinib,Vemurafenib,0.056554
Mitomycin,Palbociclib,0.056533
Tamoxifen,Tioguanine,0.056102
Carmustine,Ceritinib,0.056081
Carmustine,Mitomycin,0.055693
Arsenic trioxide,Dacarbazine,0.055279
Ifosfamide,Trilaciclib,0.054874
Pralsetinib,Valrubicin,0.054272
Tamoxifen,Vemurafenib,0.054140
Nitrogen mustard,Trilaciclib,0.053392
Mitomycin,Oxaliplatin,0.053108
Dacarbazine,Selumetinib,0.051542
Arsenic trioxide,Tioguanine,0.050989
Crizotinib,Trametinib,0.050949
Cobimetinib,Dacarbazine,0.050218
Crizotinib,Vemurafenib,0.050202
Abiraterone,Ibrutinib,0.049670
Arsenic trioxide,Vorinostat,0.049571
Tamoxifen,Trametinib,0.049564
Vemurafenib,Vorinostat,0.049005
Methotrexate,Trilaciclib,0.048788
Binimetinib,Tamoxifen,0.048542
Cyclophosphamide,Palbociclib,0.048116
Palbociclib,Tioguanine,0.047892
Bleomycin,Carmustine,0.047829
Selumetinib,Tioguanine,0.047252
Arsenic trioxide,Zoledronate,0.046408
Ifosfamide,Mercaptopurine,0.046220
Cobimetinib,Tioguanine,0.045928
Abiraterone,Encorafenib,0.045151
Arsenic trioxide,Trilaciclib,0.044667
Ifosfamide,Selpercatinib,0.042985
Carmustine,Zoledronate,0.041459
Palbociclib,Selumetinib,0.041456
Lomustine,Trilaciclib,0.041065
Arsenic trioxide,Selumetinib,0.040419
Arsenic trioxide,Palbociclib,0.040304
Cobimetinib,Palbociclib,0.039976
Arsenic trioxide,Mercaptopurine,0.039760
Arsenic trioxide,Cobimetinib,0.039095
Fruquintinib,Trilaciclib,0.038812
Ifosfamide,Pralsetinib,0.038079
Oxaliplatin,Selumetinib,0.037684
Lomustine,Selumetinib,0.036772
Lomustine,Palbociclib,0.036701
Cobimetinib,Oxaliplatin,0.036204
Mercaptopurine,Selumetinib,0.036022
Abiraterone,Trilaciclib,0.035776
Cobimetinib,Lomustine,0.035449
Abiraterone,Vemurafenib,0.035028
Cobimetinib,Mercaptopurine,0.034699
Dabrafenib,Palbociclib,0.034483
Abiraterone,Binimetinib,0.034000
Abiraterone,Selumetinib,0.030734
Carmustine,Selpercatinib,0.030395
Dabrafenib,Mercaptopurine,0.029784
Abiraterone,Carmustine,0.029459
Abiraterone,Cobimetinib,0.029431
Carmustine,Pralsetinib,0.025490
