drugA,drugB,B_ACC
Nitrogen mustard,Teniposide,0.187500
Cobimetinib,Crizotinib,0.186613
Asciminib,Lomustine,0.185185
Asciminib,Mercaptopurine,0.185185
Lomustine,Selinexor,0.185185
Mercaptopurine,Pipobroman,0.185185
Mercaptopurine,Vorinostat,0.185185
Methotrexate,Sunitinib,0.185185
Methotrexate,Tamoxifen,0.185185
Methotrexate,Thiotepa,0.185185
Methotrexate,Triethylenemelamine,0.185185
Selumetinib,Sunitinib,0.185185
Oxaliplatin,Valrubicin,0.184751
Asciminib,Carmustine,0.183908
Carmustine,Selinexor,0.183908
Carmustine,Sunitinib,0.183908
Cobimetinib,Sunitinib,0.183908
Ifosfamide,Teniposide,0.183824
Pralsetinib,Vandetanib,0.183616
Cisplatin,Imatinib,0.183333
Cisplatin,Uracil mustard,0.183333
Imatinib,tepotinib,0.183333
Ixazomib,tepotinib,0.183333
Trifluridine,Uracil mustard,0.183333
Venetoclax,tepotinib,0.183333
Asciminib,Oxaliplatin,0.182796
Oxaliplatin,Sunitinib,0.182796
Oxaliplatin,Thiotepa,0.182796
Oxaliplatin,Triethylenemelamine,0.182796
Raloxifene,Vinblastine,0.182540
Erlotinib,Everolimus,0.181818
Idarubicin,Valrubicin,0.181818
Irinotecan,Valrubicin,0.181818
Actinomycin D,Mercaptopurine,0.180556
Ceritinib,Mercaptopurine,0.180556
Cytarabine,Epirubicin,0.180556
Dacomitinib,Sonidegib,0.180556
Dexrazoxane,Ribociclib,0.180556
Carboplatin,Lomustine,0.179894
Hydroxyurea,Methotrexate,0.179894
Cladribine,Dabrafenib,0.179167
Dabrafenib,Sunitinib,0.179167
Carmustine,Mercaptopurine,0.178799
Dacarbazine,Vinblastine,0.177778
Bleomycin,Lenvatinib,0.177083
Erlotinib,Selpercatinib,0.176904
Selpercatinib,Zanubrutinib,0.176904
Oxaliplatin,Vorinostat,0.175627
Arsenic trioxide,Nilotinib,0.175325
Estramustine,Fruquintinib,0.175115
Etoposide,Oxaliplatin,0.175115
Hydroxyurea,Oxaliplatin,0.175115
Gemcitabine,Paclitaxel,0.175000
Abiraterone,Zanubrutinib,0.174825
Actinomycin D,Ixabepilone,0.174242
Docetaxel,Irinotecan,0.174242
Docetaxel,Ixabepilone,0.174242
Fluorouracil,Idarubicin,0.174242
Mitomycin,Valrubicin,0.174242
Bleomycin,Idelalisib,0.173611
Cytarabine,Tioguanine,0.173611
Actinomycin D,Oxaliplatin,0.173387
Ceritinib,Oxaliplatin,0.173387
Teniposide,Trilaciclib,0.172619
Crizotinib,Dexrazoxane,0.171569
Carboplatin,Imatinib,0.171429
Hydroxyurea,Uracil mustard,0.171429
Erlotinib,Sotorasib,0.170455
Gemcitabine,Idarubicin,0.170455
Gemcitabine,Irinotecan,0.170455
Carfilzomib,Crizotinib,0.169935
Cytarabine,Ifosfamide,0.169935
Ifosfamide,Vinblastine,0.169935
Crizotinib,Dabrafenib,0.167647
Actinomycin D,Daunorubicin,0.166667
Carfilzomib,Dexrazoxane,0.166667
Ceritinib,Fluorouracil,0.166667
Chlorambucil,Trifluridine,0.166667
Daunorubicin,Gemcitabine,0.166667
Docetaxel,Gemcitabine,0.166667
Epirubicin,Mitomycin,0.166667
Fluorouracil,Gemcitabine,0.166667
Gemcitabine,Mitomycin,0.166667
Melphalan,Mitoxantrone,0.166667
Melphalan,Trifluridine,0.166667
Mitoxantrone,Trifluridine,0.166667
Tamoxifen,Vinblastine,0.166667
Ibrutinib,Sonidegib,0.163462
Methotrexate,Nilotinib,0.162698
Methotrexate,Raloxifene,0.162698
Belinostat,Ribociclib,0.162500
Ceritinib,Dabrafenib,0.162500
Cyclophosphamide,Paclitaxel,0.162500
Darolutamide,Venetoclax,0.162500
Paclitaxel,Tioguanine,0.162500
Ixabepilone,Nilotinib,0.162338
Darolutamide,Lomustine,0.162037
Methotrexate,Teniposide,0.162037
Crizotinib,Trilaciclib,0.159664
Crizotinib,Paclitaxel,0.158824
Oxaliplatin,Ribociclib,0.157258
Oxaliplatin,Teniposide,0.157258
Bleomycin,Epirubicin,0.156250
Cyclophosphamide,Epirubicin,0.156250
Cyclophosphamide,Gemcitabine,0.156250
Fludarabine,Tioguanine,0.156250
Gemcitabine,Tioguanine,0.156250
Abemaciclib,Idelalisib,0.155556
Dacarbazine,Lomustine,0.155556
Dacarbazine,Methotrexate,0.155556
Imatinib,Vinblastine,0.155556
Carboplatin,Mitoxantrone,0.154762
Ceritinib,Nilotinib,0.154762
Ceritinib,Raloxifene,0.154762
Chlorambucil,Hydroxyurea,0.154762
Dexrazoxane,Trilaciclib,0.154762
Docetaxel,Raloxifene,0.154762
Etoposide,Melphalan,0.154762
Etoposide,Trifluridine,0.154762
Hydroxyurea,Melphalan,0.154762
Epirubicin,Ifosfamide,0.154412
Bleomycin,Erlotinib,0.153409
Dacomitinib,Dasatinib,0.151111
Methotrexate,Palbociclib,0.150997
Abemaciclib,Pemigatinib,0.150000
Erdafitinib,Zoledronate,0.150000
Imatinib,Paclitaxel,0.150000
Pemigatinib,Zoledronate,0.150000
Crizotinib,Ixabepilone,0.149733
Ifosfamide,Valrubicin,0.149733
Lomustine,Tioguanine,0.149306
Cytarabine,Mercaptopurine,0.148148
Lomustine,Mercaptopurine,0.148148
Lomustine,Methotrexate,0.148148
Mercaptopurine,Vinblastine,0.148148
Methotrexate,Vinblastine,0.148148
Arsenic trioxide,Sotorasib,0.147727
Everolimus,Lenvatinib,0.146465
Lenvatinib,Zanubrutinib,0.146465
Crizotinib,Palbociclib,0.145928
Ceritinib,Nitrogen mustard,0.145833
Cyclophosphamide,Daunorubicin,0.145833
Cyclophosphamide,Docetaxel,0.145833
Ribociclib,tepotinib,0.145833
Teniposide,Trifluridine,0.145833
Carmustine,Cyclophosphamide,0.145474
Abemaciclib,Everolimus,0.145455
Arsenic trioxide,Paclitaxel,0.145455
Idarubicin,umbralisib,0.145455
Imatinib,Ixabepilone,0.145455
Crizotinib,Mercaptopurine,0.143791
Allopurinol,Dacarbazine,0.143590
Fludarabine,Mercaptopurine,0.143519
Fludarabine,Methotrexate,0.143519
Gemcitabine,Mercaptopurine,0.143519
Lomustine,Sotorasib,0.143519
Methotrexate,Sotorasib,0.143519
Carfilzomib,Oxaliplatin,0.143369
Cytarabine,Oxaliplatin,0.143369
Carmustine,Methotrexate,0.143040
Etoposide,Hydroxyurea,0.142857
Daunorubicin,Ifosfamide,0.142157
Belinostat,Ceritinib,0.141667
Daunorubicin,Uracil mustard,0.141667
Fluorouracil,umbralisib,0.141667
Mitomycin,Uracil mustard,0.141667
Gemcitabine,Oxaliplatin,0.141129
Oxaliplatin,Sotorasib,0.141129
Palbociclib,Vorinostat,0.141026
Everolimus,Zoledronate,0.140909
Dasatinib,Pemigatinib,0.140000
Actinomycin D,Vorinostat,0.138889
Ceritinib,Vorinostat,0.138889
Cytarabine,Melphalan,0.138889
Dacomitinib,Duvelisib,0.138889
Dacomitinib,Vandetanib,0.138889
Dexrazoxane,Fluorouracil,0.138889
Docetaxel,Tamoxifen,0.138889
Lomustine,Vorinostat,0.138889
Selumetinib,Tamoxifen,0.138889
Vinblastine,tepotinib,0.138889
Trilaciclib,Valrubicin,0.138528
Epirubicin,Selpercatinib,0.138514
Allopurinol,Belinostat,0.138462
Allopurinol,umbralisib,0.138462
Dacomitinib,Selpercatinib,0.138138
Abiraterone,Sotorasib,0.137821
Abiraterone,Idelalisib,0.136752
Raloxifene,Venetoclax,0.135714
Carmustine,Vorinostat,0.135057
Cobimetinib,Tamoxifen,0.135057
Carboplatin,Darolutamide,0.133929
Nilotinib,Tioguanine,0.133929
Epirubicin,Pralsetinib,0.133475
Pralsetinib,Sotorasib,0.133475
Dacarbazine,Imatinib,0.133333
Paclitaxel,Trifluridine,0.133333
Belinostat,Nitrogen mustard,0.131250
Belinostat,Tioguanine,0.131250
Bleomycin,Uracil mustard,0.131250
Cyclophosphamide,Venetoclax,0.131250
Imatinib,Tioguanine,0.131250
Nitrogen mustard,umbralisib,0.131250
Tioguanine,Uracil mustard,0.131250
Tioguanine,umbralisib,0.131250
Ceritinib,Trilaciclib,0.130952
Fluorouracil,Trilaciclib,0.130952
Crizotinib,Venetoclax,0.129412
Ifosfamide,Imatinib,0.129412
Idarubicin,Palbociclib,0.129371
Cisplatin,Idarubicin,0.128788
Duvelisib,Everolimus,0.128788
Everolimus,Vandetanib,0.128788
Irinotecan,Melphalan,0.128788
Trifluridine,Valrubicin,0.128788
Vandetanib,Zanubrutinib,0.128788
Dacomitinib,Pralsetinib,0.128060
Methotrexate,Valrubicin,0.127946
Belinostat,Dexrazoxane,0.127778
Belinostat,Tamoxifen,0.127778
Dexrazoxane,Uracil mustard,0.127778
Dexrazoxane,umbralisib,0.127778
Cytarabine,Etoposide,0.126984
Abiraterone,Erdafitinib,0.125641
Abiraterone,Pemigatinib,0.125641
Carmustine,Valrubicin,0.125392
Actinomycin D,Cisplatin,0.125000
Actinomycin D,Melphalan,0.125000
Actinomycin D,tepotinib,0.125000
Chlorambucil,Daunorubicin,0.125000
Cisplatin,Mitomycin,0.125000
Cyclophosphamide,Tioguanine,0.125000
Darolutamide,Ribociclib,0.125000
Daunorubicin,Mitoxantrone,0.125000
Docetaxel,Trifluridine,0.125000
Fluorouracil,Melphalan,0.125000
Fluorouracil,Trifluridine,0.125000
Mitomycin,Mitoxantrone,0.125000
Abemaciclib,Trilaciclib,0.123810
Erlotinib,Fruquintinib,0.123167
Everolimus,Fruquintinib,0.123167
Fruquintinib,Zanubrutinib,0.123167
Carmustine,Trilaciclib,0.123153
Arsenic trioxide,Ixazomib,0.122727
Ixazomib,Trametinib,0.122727
Ixazomib,Vemurafenib,0.122727
Dacarbazine,Vorinostat,0.122222
Allopurinol,Neratinib,0.121795
Duvelisib,Ibrutinib,0.121795
Ibrutinib,Vandetanib,0.121795
Binimetinib,Ixazomib,0.121739
Hydroxyurea,Paclitaxel,0.121429
Crizotinib,Tioguanine,0.121324
Ifosfamide,Nitrogen mustard,0.121324
Ifosfamide,Tioguanine,0.121324
Actinomycin D,Methotrexate,0.120370
Ceritinib,Methotrexate,0.120370
Ceritinib,Selumetinib,0.120370
Daunorubicin,Lomustine,0.120370
Daunorubicin,Mercaptopurine,0.120370
Docetaxel,Mercaptopurine,0.120370
Docetaxel,Methotrexate,0.120370
Fluorouracil,Mercaptopurine,0.120370
Abemaciclib,Palbociclib,0.119231
Imatinib,Palbociclib,0.119231
Palbociclib,Venetoclax,0.119231
Palbociclib,umbralisib,0.119231
Cisplatin,Nilotinib,0.119048
Cisplatin,Raloxifene,0.119048
Nilotinib,tepotinib,0.119048
Raloxifene,Trilaciclib,0.119048
Raloxifene,tepotinib,0.119048
Belinostat,Lomustine,0.118519
Belinostat,Mercaptopurine,0.118519
Belinostat,Methotrexate,0.118519
Ixazomib,Selumetinib,0.118519
Mercaptopurine,Uracil mustard,0.118519
Mercaptopurine,umbralisib,0.118519
Methotrexate,Uracil mustard,0.118519
Carfilzomib,Ribociclib,0.118056
Cytarabine,Teniposide,0.118056
Tioguanine,Vorinostat,0.118056
Carmustine,Daunorubicin,0.117816
Ceritinib,Cobimetinib,0.117816
Carmustine,Uracil mustard,0.117241
Cobimetinib,Ixazomib,0.117241
Carboplatin,Valrubicin,0.116883
Hydroxyurea,Idarubicin,0.116883
Arsenic trioxide,Oxaliplatin,0.116569
Abiraterone,Erlotinib,0.116550
Oxaliplatin,Uracil mustard,0.116129
Dabrafenib,Ixabepilone,0.115909
Bleomycin,Chlorambucil,0.114583
Bleomycin,Mitoxantrone,0.114583
Bleomycin,Vandetanib,0.114583
Chlorambucil,Tioguanine,0.114583
Cyclophosphamide,Mitoxantrone,0.114583
Cyclophosphamide,Trifluridine,0.114583
Tioguanine,tepotinib,0.114583
Dexrazoxane,Ifosfamide,0.114379
Allopurinol,Methotrexate,0.113960
Selpercatinib,Uracil mustard,0.113514
Mercaptopurine,Palbociclib,0.113248
Actinomycin D,Carboplatin,0.113095
Actinomycin D,Etoposide,0.113095
Carboplatin,Docetaxel,0.113095
Docetaxel,Hydroxyurea,0.113095
Cisplatin,Crizotinib,0.112745
Cisplatin,Ifosfamide,0.112745
Ifosfamide,Melphalan,0.112745
Ifosfamide,Trifluridine,0.112745
Brigatinib,Erdafitinib,0.112500
Dabrafenib,Imatinib,0.112500
Chlorambucil,Dexrazoxane,0.111111
Dexrazoxane,Melphalan,0.111111
Dexrazoxane,Mitoxantrone,0.111111
Dexrazoxane,Trifluridine,0.111111
Vorinostat,tepotinib,0.111111
Cyclophosphamide,Trilaciclib,0.110119
Nilotinib,Palbociclib,0.109890
Fruquintinib,Ibrutinib,0.109181
Abemaciclib,Pralsetinib,0.108475
Pralsetinib,Uracil mustard,0.108475
Mercaptopurine,Raloxifene,0.108466
Nilotinib,Selumetinib,0.108466
Raloxifene,Selumetinib,0.108466
Dabrafenib,Fluorouracil,0.108333
Duvelisib,Zoledronate,0.108333
Arsenic trioxide,Cyclophosphamide,0.107955
Brigatinib,Zanubrutinib,0.107955
Idarubicin,Teniposide,0.107955
Ixabepilone,Ribociclib,0.107955
Carboplatin,Raloxifene,0.107143
Trilaciclib,tepotinib,0.107143
Arsenic trioxide,Duvelisib,0.106061
Arsenic trioxide,tepotinib,0.106061
Cobimetinib,Nilotinib,0.105911
Cobimetinib,Raloxifene,0.105911
Cytarabine,Paclitaxel,0.105556
Erdafitinib,Idelalisib,0.105556
Idelalisib,Pemigatinib,0.105556
Binimetinib,tepotinib,0.105072
Encorafenib,Estramustine,0.104762
Actinomycin D,Ribociclib,0.104167
Ceritinib,Ribociclib,0.104167
Fluorouracil,Ribociclib,0.104167
Nilotinib,Oxaliplatin,0.103687
Dasatinib,Neratinib,0.103333
Dasatinib,Vandetanib,0.103333
Trilaciclib,Vorinostat,0.103175
Bleomycin,Etoposide,0.102679
Cyclophosphamide,Etoposide,0.102679
Etoposide,Nitrogen mustard,0.102679
Palbociclib,Trifluridine,0.102564
Binimetinib,Crizotinib,0.102302
Chlorambucil,Mercaptopurine,0.101852
Chlorambucil,Methotrexate,0.101852
Cisplatin,Lomustine,0.101852
Lomustine,Melphalan,0.101852
Lomustine,Mitoxantrone,0.101852
Lomustine,tepotinib,0.101852
Mercaptopurine,tepotinib,0.101852
Methotrexate,Mitoxantrone,0.101852
Methotrexate,tepotinib,0.101852
Arsenic trioxide,Dexrazoxane,0.101010
Arsenic trioxide,Tamoxifen,0.101010
Carfilzomib,Irinotecan,0.101010
Erlotinib,Idelalisib,0.101010
Everolimus,Idelalisib,0.101010
Allopurinol,Darolutamide,0.100962
Brigatinib,Ibrutinib,0.100962
Carboplatin,Crizotinib,0.100840
Carboplatin,Ifosfamide,0.100840
Crizotinib,Etoposide,0.100840
Hydroxyurea,Ifosfamide,0.100840
Carmustine,Chlorambucil,0.100575
Carmustine,Cisplatin,0.100575
Carmustine,Duvelisib,0.100575
Carmustine,Melphalan,0.100575
Cyclophosphamide,Lomustine,0.099537
Cyclophosphamide,Mercaptopurine,0.099537
Chlorambucil,Oxaliplatin,0.099462
Mitoxantrone,Oxaliplatin,0.099462
Dexrazoxane,Etoposide,0.099206
Darolutamide,Nilotinib,0.098214
Nilotinib,Ribociclib,0.098214
Raloxifene,Ribociclib,0.098214
Raloxifene,Teniposide,0.098214
Carfilzomib,Ceritinib,0.097222
Carfilzomib,Daunorubicin,0.097222
Cytarabine,Docetaxel,0.097222
Cytarabine,Fluorouracil,0.097222
Daunorubicin,Vinblastine,0.097222
Mitomycin,Vinblastine,0.097222
Chlorambucil,Selpercatinib,0.096847
Mitoxantrone,Selpercatinib,0.096847
Neratinib,Selpercatinib,0.096847
Dabrafenib,Raloxifene,0.096429
Abiraterone,Duvelisib,0.096154
Abiraterone,Vandetanib,0.096154
Crizotinib,Methotrexate,0.095861
Ifosfamide,Methotrexate,0.095861
Dacarbazine,Darolutamide,0.095833
Dacarbazine,Ribociclib,0.095833
Irinotecan,Paclitaxel,0.095455
Estramustine,Trilaciclib,0.095238
Etoposide,Trilaciclib,0.095238
Hydroxyurea,Trilaciclib,0.095238
Arsenic trioxide,Estramustine,0.094156
Estramustine,Trametinib,0.094156
Estramustine,Vemurafenib,0.094156
Afatinib,Allopurinol,0.094017
Ibrutinib,Idelalisib,0.094017
Palbociclib,Tamoxifen,0.094017
Bleomycin,Teniposide,0.093750
Darolutamide,Tioguanine,0.093750
Nitrogen mustard,Ribociclib,0.093750
Binimetinib,Estramustine,0.093168
Dexrazoxane,Lomustine,0.092593
Dexrazoxane,Mercaptopurine,0.092593
Dexrazoxane,Methotrexate,0.092593
Mercaptopurine,Tamoxifen,0.092593
Selumetinib,Vorinostat,0.092593
Darolutamide,Ifosfamide,0.091912
Chlorambucil,Pralsetinib,0.091808
Mitoxantrone,Pralsetinib,0.091808
Neratinib,Pralsetinib,0.091808
Ceritinib,Paclitaxel,0.091667
Dabrafenib,Dacarbazine,0.091667
Daunorubicin,Paclitaxel,0.091667
Fluorouracil,Paclitaxel,0.091667
Carfilzomib,Raloxifene,0.091270
Everolimus,Zanubrutinib,0.090909
Darolutamide,Dexrazoxane,0.090278
Darolutamide,Tamoxifen,0.090278
Darolutamide,Vorinostat,0.090278
Dexrazoxane,Teniposide,0.090278
Ribociclib,Vorinostat,0.090278
Carmustine,Dexrazoxane,0.090038
Cobimetinib,Vorinostat,0.090038
Estramustine,Lomustine,0.089947
Estramustine,Selumetinib,0.089947
Etoposide,Lomustine,0.089947
Etoposide,Methotrexate,0.089947
Carmustine,Estramustine,0.088670
Carmustine,Etoposide,0.088670
Cobimetinib,Estramustine,0.088670
Actinomycin D,Idarubicin,0.087121
Fluorouracil,Irinotecan,0.087121
Cyclophosphamide,Cytarabine,0.086806
Tioguanine,Vinblastine,0.086806
Darolutamide,Trilaciclib,0.086310
Nilotinib,Paclitaxel,0.085714
Arsenic trioxide,Ribociclib,0.085227
Etoposide,Selpercatinib,0.084942
Dabrafenib,Estramustine,0.083929
Dacarbazine,Paclitaxel,0.083333
Actinomycin D,Ceritinib,0.083333
Actinomycin D,Mitomycin,0.083333
Carfilzomib,Tamoxifen,0.083333
Cytarabine,Dexrazoxane,0.083333
Daunorubicin,Docetaxel,0.083333
Daunorubicin,Fluorouracil,0.083333
Docetaxel,Fluorouracil,0.083333
Vinblastine,Vorinostat,0.083333
Arsenic trioxide,Methotrexate,0.082492
Darolutamide,Palbociclib,0.081731
Palbociclib,Teniposide,0.081731
Raloxifene,Valrubicin,0.081169
Darolutamide,Mercaptopurine,0.081019
Lomustine,Ribociclib,0.081019
Methotrexate,Ribociclib,0.081019
Dabrafenib,Tamoxifen,0.080556
Idelalisib,Zoledronate,0.080556
Etoposide,Pralsetinib,0.079903
Oxaliplatin,Trilaciclib,0.079877
Carmustine,Teniposide,0.079741
Dacarbazine,Irinotecan,0.078788
Dacarbazine,Ixabepilone,0.078788
Darolutamide,Oxaliplatin,0.078629
Arsenic trioxide,Idelalisib,0.078283
Paclitaxel,Vorinostat,0.077778
Bleomycin,Valrubicin,0.076705
Cyclophosphamide,Irinotecan,0.076705
Cyclophosphamide,Ixabepilone,0.076705
Ixabepilone,Tioguanine,0.076705
Selpercatinib,Teniposide,0.076014
Afatinib,Dasatinib,0.075556
Abiraterone,Brigatinib,0.075321
Actinomycin D,Dacarbazine,0.075000
Dacarbazine,Mitomycin,0.075000
Crizotinib,Idarubicin,0.074866
Idarubicin,Ifosfamide,0.074866
Ifosfamide,Ixabepilone,0.074866
Allopurinol,Nilotinib,0.074176
Methotrexate,Selumetinib,0.074074
Selumetinib,Vinblastine,0.074074
Dexrazoxane,Valrubicin,0.073232
Erlotinib,Lenvatinib,0.073232
Carmustine,Palbociclib,0.072944
Actinomycin D,Tioguanine,0.072917
Ceritinib,Tioguanine,0.072917
Cyclophosphamide,Fluorouracil,0.072917
Daunorubicin,Tioguanine,0.072917
Docetaxel,Tioguanine,0.072917
Fluorouracil,Tioguanine,0.072917
Carmustine,Idelalisib,0.072797
Cobimetinib,Vinblastine,0.072797
Fruquintinib,Idelalisib,0.071685
Carmustine,Selumetinib,0.071520
Cobimetinib,Methotrexate,0.071520
Abiraterone,Arsenic trioxide,0.071096
Crizotinib,Daunorubicin,0.071078
Crizotinib,Docetaxel,0.071078
Crizotinib,Mitomycin,0.071078
Ifosfamide,Mitomycin,0.071078
Pralsetinib,Teniposide,0.070975
Erlotinib,Zoledronate,0.070455
Allopurinol,Nitrogen mustard,0.069712
Actinomycin D,Dexrazoxane,0.069444
Dexrazoxane,Mitomycin,0.069444
Fluorouracil,Tamoxifen,0.069444
Ixabepilone,Trilaciclib,0.069264
Paclitaxel,Palbociclib,0.069231
Afatinib,Selpercatinib,0.069069
Idelalisib,Selpercatinib,0.069069
Dacarbazine,Raloxifene,0.069048
Encorafenib,Nilotinib,0.069048
Carmustine,Cobimetinib,0.068966
Paclitaxel,Selumetinib,0.068519
Arsenic trioxide,Irinotecan,0.068182
Ixabepilone,Trametinib,0.068182
Dabrafenib,Vinblastine,0.068056
Cobimetinib,Paclitaxel,0.067241
Binimetinib,Ixabepilone,0.067194
Cyclophosphamide,Raloxifene,0.066964
Raloxifene,Tioguanine,0.066964
Allopurinol,Dexrazoxane,0.066239
Allopurinol,Vorinostat,0.066239
Ifosfamide,Nilotinib,0.065126
Irinotecan,Palbociclib,0.064685
Ixabepilone,Palbociclib,0.064685
Palbociclib,Valrubicin,0.064685
Cyclophosphamide,Dacarbazine,0.064583
Arsenic trioxide,Daunorubicin,0.064394
Ceritinib,Trametinib,0.064394
Afatinib,Pralsetinib,0.064030
Idarubicin,Mercaptopurine,0.063973
Ixabepilone,Selumetinib,0.063973
Dexrazoxane,Nilotinib,0.063492
Dexrazoxane,Raloxifene,0.063492
Binimetinib,Ceritinib,0.063406
Crizotinib,Encorafenib,0.062745
Cobimetinib,Ixabepilone,0.062696
Dabrafenib,Paclitaxel,0.062500
Nitrogen mustard,Tioguanine,0.062500
Dabrafenib,Methotrexate,0.062037
Dacarbazine,Tamoxifen,0.061111
Encorafenib,Vorinostat,0.061111
Daunorubicin,Palbociclib,0.060897
Mitomycin,Palbociclib,0.060897
Bleomycin,Ifosfamide,0.060662
Crizotinib,Nitrogen mustard,0.060662
Cyclophosphamide,Ifosfamide,0.060662
Actinomycin D,Selumetinib,0.060185
Ceritinib,Lomustine,0.060185
Lomustine,Mitomycin,0.060185
Nilotinib,Trilaciclib,0.059524
Cyclophosphamide,Vorinostat,0.059028
Tamoxifen,Tioguanine,0.059028
Selpercatinib,Valrubicin,0.058968
Actinomycin D,Cobimetinib,0.058908
Carmustine,Ceritinib,0.058908
Carmustine,Fluorouracil,0.058908
Carmustine,Mitomycin,0.058908
Nilotinib,Vemurafenib,0.058442
Mitomycin,Oxaliplatin,0.057796
Allopurinol,Palbociclib,0.057692
Dabrafenib,Oxaliplatin,0.057258
Dacarbazine,Trilaciclib,0.057143
Arsenic trioxide,Dacarbazine,0.056061
Nitrogen mustard,Trilaciclib,0.055060
Allopurinol,Oxaliplatin,0.054591
Arsenic trioxide,Tioguanine,0.053977
Pralsetinib,Valrubicin,0.053929
Ifosfamide,Trilaciclib,0.053221
Crizotinib,Trametinib,0.052139
Crizotinib,Vemurafenib,0.052139
Dacarbazine,Selumetinib,0.051852
Abiraterone,Ibrutinib,0.051282
Cobimetinib,Dacarbazine,0.050575
Arsenic trioxide,Vorinostat,0.050505
Tamoxifen,Trametinib,0.050505
Tamoxifen,Vemurafenib,0.050505
Vemurafenib,Vorinostat,0.050505
Cyclophosphamide,Palbociclib,0.050481
Palbociclib,Tioguanine,0.050481
Cyclophosphamide,Methotrexate,0.049769
Selumetinib,Tioguanine,0.049769
Binimetinib,Tamoxifen,0.049517
Bleomycin,Carmustine,0.048491
Cobimetinib,Tioguanine,0.048491
Ifosfamide,Mercaptopurine,0.047930
Arsenic trioxide,Zoledronate,0.047727
Cyclophosphamide,Oxaliplatin,0.047379
Arsenic trioxide,Trilaciclib,0.046537
Abiraterone,Encorafenib,0.046154
Ifosfamide,Selpercatinib,0.042925
Lomustine,Trilaciclib,0.042328
Methotrexate,Trilaciclib,0.042328
Carmustine,Zoledronate,0.042241
Arsenic trioxide,Palbociclib,0.041958
Arsenic trioxide,Mercaptopurine,0.041246
Arsenic trioxide,Selumetinib,0.041246
Arsenic trioxide,Cobimetinib,0.039969
Fruquintinib,Trilaciclib,0.039939
Ifosfamide,Pralsetinib,0.037886
Lomustine,Palbociclib,0.037749
Palbociclib,Selumetinib,0.037749
Lomustine,Selumetinib,0.037037
Mercaptopurine,Selumetinib,0.037037
Abiraterone,Trilaciclib,0.036630
Cobimetinib,Palbociclib,0.036472
Cobimetinib,Lomustine,0.035760
Cobimetinib,Mercaptopurine,0.035760
Abiraterone,Vemurafenib,0.035548
Oxaliplatin,Selumetinib,0.034648
Abiraterone,Binimetinib,0.034560
Cobimetinib,Oxaliplatin,0.033370
Dabrafenib,Palbociclib,0.031731
Abiraterone,Selumetinib,0.031339
Dabrafenib,Mercaptopurine,0.031019
Carmustine,Selpercatinib,0.030755
Abiraterone,Carmustine,0.030062
Abiraterone,Cobimetinib,0.030062
Carmustine,Pralsetinib,0.025716
