drugA,drugB,B_ACC
Daunorubicin,Paclitaxel,0.185577
Methotrexate,Tamoxifen,0.185404
Asciminib,Ixabepilone,0.185159
Arsenic trioxide,Docetaxel,0.184854
Fluorouracil,Irinotecan,0.184819
Bleomycin,Brigatinib,0.184624
Asciminib,Nilotinib,0.184326
Asciminib,Raloxifene,0.184020
Etoposide,Irinotecan,0.183496
Crizotinib,Idarubicin,0.183414
Crizotinib,Dacarbazine,0.183319
Daunorubicin,Thiotepa,0.183208
Darolutamide,Raloxifene,0.182264
Nitrogen mustard,Thiotepa,0.181959
Fluorouracil,Paclitaxel,0.181927
Erlotinib,Everolimus,0.181918
Pralsetinib,Vandetanib,0.181904
Melphalan,Pipobroman,0.181876
Chlorambucil,Pipobroman,0.181663
Daunorubicin,Triethylenemelamine,0.181609
Mitomycin,Triethylenemelamine,0.181282
Arsenic trioxide,Selinexor,0.181216
Lomustine,Oxaliplatin,0.181154
Mitoxantrone,Pipobroman,0.181035
Cyclophosphamide,Tioguanine,0.180980
Ifosfamide,Thiotepa,0.180439
Arsenic trioxide,Crizotinib,0.179300
Lomustine,Selinexor,0.179138
Nitrogen mustard,Trifluridine,0.179025
Ifosfamide,Triethylenemelamine,0.178840
Afatinib,Erlotinib,0.178549
Asciminib,Vorinostat,0.178402
Asciminib,Crizotinib,0.178207
Erdafitinib,Pemigatinib,0.178173
Chlorambucil,Epirubicin,0.177795
Docetaxel,Methotrexate,0.177691
Carmustine,Selinexor,0.177627
Dacarbazine,Vinblastine,0.177503
Asciminib,Tamoxifen,0.177399
Cyclophosphamide,Cytarabine,0.177281
Vemurafenib,tepotinib,0.177192
Dexrazoxane,Thiotepa,0.177133
Cisplatin,Uracil mustard,0.177089
Cyclophosphamide,Irinotecan,0.176503
Ibrutinib,Lenvatinib,0.176069
Selumetinib,tepotinib,0.175986
Ifosfamide,Teniposide,0.175631
Dexrazoxane,Triethylenemelamine,0.175534
Dacomitinib,Sonidegib,0.173915
Hydroxyurea,Nitrogen mustard,0.173586
Cladribine,Dabrafenib,0.173563
Cobimetinib,tepotinib,0.173223
Daunorubicin,Mercaptopurine,0.172876
Daunorubicin,Docetaxel,0.172396
Idarubicin,Pemetrexed,0.172143
Irinotecan,Lomustine,0.170805
Brigatinib,Sotorasib,0.170428
Cytarabine,Valrubicin,0.170286
Raloxifene,Venetoclax,0.170205
Raloxifene,Vinblastine,0.170149
Asciminib,Lomustine,0.170148
Estramustine,Fruquintinib,0.170039
Carfilzomib,Dexrazoxane,0.169976
Oxaliplatin,Valrubicin,0.169285
Methotrexate,Palbociclib,0.168929
Cisplatin,Gemcitabine,0.168816
Docetaxel,Fluorouracil,0.168746
Arsenic trioxide,Ixazomib,0.168676
Asciminib,Carmustine,0.168547
Idarubicin,Valrubicin,0.167974
Asciminib,Mercaptopurine,0.167770
Fluorouracil,Mercaptopurine,0.167200
Methotrexate,Thiotepa,0.166759
Encorafenib,Sunitinib,0.166749
Carfilzomib,Crizotinib,0.166162
Imatinib,tepotinib,0.166092
Gemcitabine,Melphalan,0.166080
Carmustine,Irinotecan,0.166059
Chlorambucil,Gemcitabine,0.165856
Asciminib,Oxaliplatin,0.165651
Methotrexate,Raloxifene,0.165274
Mitomycin,Pemetrexed,0.165173
Methotrexate,Triethylenemelamine,0.165160
Oxaliplatin,Thiotepa,0.164971
Daunorubicin,Fluorouracil,0.164522
Cisplatin,Imatinib,0.164414
Actinomycin D,Arsenic trioxide,0.164355
Nitrogen mustard,Pemetrexed,0.164244
Bleomycin,Idelalisib,0.164237
Crizotinib,Daunorubicin,0.163838
Crizotinib,Dabrafenib,0.163587
Oxaliplatin,Triethylenemelamine,0.163372
Methotrexate,Nilotinib,0.162925
Ceritinib,Nilotinib,0.162865
Crizotinib,Mitomycin,0.162864
Irinotecan,Valrubicin,0.162642
Mercaptopurine,Vorinostat,0.162508
Ceritinib,Raloxifene,0.162102
Allopurinol,Methotrexate,0.161283
Ceritinib,Oxaliplatin,0.160608
Ifosfamide,Vinblastine,0.160566
Carmustine,Vorinostat,0.160360
Mitomycin,Valrubicin,0.160107
Pipobroman,Teniposide,0.160067
Crizotinib,Dexrazoxane,0.159273
Ixabepilone,Ribociclib,0.158992
Imatinib,Palbociclib,0.158458
Dexrazoxane,Ribociclib,0.158250
Crizotinib,Paclitaxel,0.158131
Erlotinib,Sotorasib,0.157846
Cytarabine,Idarubicin,0.157695
Sunitinib,Trametinib,0.157343
Etoposide,Pipobroman,0.157281
Venetoclax,tepotinib,0.157140
Actinomycin D,Mercaptopurine,0.157066
Tamoxifen,Vinblastine,0.156971
Trifluridine,Uracil mustard,0.156749
Bleomycin,Erlotinib,0.156565
Binimetinib,Sunitinib,0.156217
Carmustine,Mercaptopurine,0.156139
Actinomycin D,Oxaliplatin,0.156124
Fluorouracil,Ribociclib,0.155857
Melphalan,Mitoxantrone,0.155833
Ixabepilone,Mercaptopurine,0.155316
Teniposide,Trilaciclib,0.155178
Darolutamide,Venetoclax,0.154954
Darolutamide,Lomustine,0.154951
Docetaxel,Ixabepilone,0.154803
Abiraterone,Zanubrutinib,0.154508
Epirubicin,Teniposide,0.154474
Methotrexate,Teniposide,0.153805
Carmustine,Tioguanine,0.153406
Carboplatin,Epirubicin,0.153211
Arsenic trioxide,Nilotinib,0.152940
Afatinib,Allopurinol,0.152730
Selumetinib,Sunitinib,0.152683
Ibrutinib,Sonidegib,0.152571
Cyclophosphamide,Mercaptopurine,0.152567
Cyclophosphamide,Fluorouracil,0.152557
Epirubicin,Etoposide,0.151465
Cobimetinib,Sunitinib,0.151260
Carmustine,Methotrexate,0.151039
Ceritinib,Mercaptopurine,0.150796
Palbociclib,Pemetrexed,0.150718
Palbociclib,Venetoclax,0.150325
Hydroxyurea,Uracil mustard,0.150322
Ixabepilone,Lomustine,0.149690
Dabrafenib,Imatinib,0.149381
Selumetinib,Tamoxifen,0.149022
Dabrafenib,Ixabepilone,0.148949
Docetaxel,Tioguanine,0.148759
Imatinib,Vinblastine,0.148287
Ifosfamide,Valrubicin,0.148130
Ceritinib,Vorinostat,0.148090
Carboplatin,Imatinib,0.148045
Dacarbazine,Lomustine,0.148030
Carmustine,Cyclophosphamide,0.148019
Erdafitinib,Idelalisib,0.146949
Pipobroman,Valrubicin,0.146845
Ribociclib,Vorinostat,0.146829
Fluorouracil,Trilaciclib,0.146691
Dabrafenib,Sunitinib,0.146036
Crizotinib,Palbociclib,0.145876
Everolimus,Zoledronate,0.144951
Daunorubicin,Tioguanine,0.144535
Cobimetinib,Tamoxifen,0.144104
Carboplatin,Mitoxantrone,0.144052
Carmustine,Trilaciclib,0.143720
Mercaptopurine,Vinblastine,0.143300
Everolimus,Lenvatinib,0.143292
Ribociclib,tepotinib,0.142954
Hydroxyurea,Melphalan,0.142919
Carfilzomib,Oxaliplatin,0.142488
Crizotinib,Trilaciclib,0.142147
Carboplatin,Darolutamide,0.141202
Dacomitinib,Dasatinib,0.140972
Fluorouracil,Tioguanine,0.140885
Idarubicin,Pipobroman,0.140805
Dacarbazine,Methotrexate,0.140441
Dabrafenib,Fluorouracil,0.140438
Ixazomib,Venetoclax,0.140275
Fludarabine,Tioguanine,0.140147
Abemaciclib,Idelalisib,0.140140
Methotrexate,Vinblastine,0.139695
Actinomycin D,Ixabepilone,0.139225
Erdafitinib,Zoledronate,0.139206
Dexrazoxane,Trilaciclib,0.139006
Trilaciclib,Vorinostat,0.139001
Melphalan,Trifluridine,0.138018
Oxaliplatin,Teniposide,0.137823
Chlorambucil,Trifluridine,0.137805
Ibrutinib,Idelalisib,0.137775
Fluorouracil,Idarubicin,0.137707
Pemigatinib,Zoledronate,0.137572
Arsenic trioxide,Sotorasib,0.137348
Mitoxantrone,Trifluridine,0.137177
Fludarabine,Methotrexate,0.136831
Carboplatin,Docetaxel,0.136518
Lomustine,Sotorasib,0.135257
Dacomitinib,Vandetanib,0.135095
Abemaciclib,Pemigatinib,0.135064
Bleomycin,Uracil mustard,0.134500
Dasatinib,Pemigatinib,0.134072
Dacomitinib,Duvelisib,0.133615
Nitrogen mustard,Pipobroman,0.132975
Methotrexate,Sotorasib,0.132772
Duvelisib,Everolimus,0.132653
Fludarabine,Mercaptopurine,0.132616
Etoposide,Oxaliplatin,0.132256
Etoposide,Melphalan,0.132079
Cytarabine,Ifosfamide,0.132018
Lomustine,Mercaptopurine,0.131883
Chlorambucil,Hydroxyurea,0.131538
Ifosfamide,Pipobroman,0.131455
Lomustine,Vorinostat,0.131172
Lomustine,Methotrexate,0.131162
Oxaliplatin,Sotorasib,0.130989
Dacomitinib,Selpercatinib,0.130676
Abemaciclib,Everolimus,0.130218
Abiraterone,Sotorasib,0.130195
Docetaxel,Raloxifene,0.129771
Vinblastine,tepotinib,0.129682
Lenvatinib,Zanubrutinib,0.129166
Abiraterone,Erdafitinib,0.128879
Everolimus,Vandetanib,0.128760
Trilaciclib,Valrubicin,0.128271
Ceritinib,Nitrogen mustard,0.128159
Dexrazoxane,Pipobroman,0.128149
Pralsetinib,Sotorasib,0.127849
Daunorubicin,Uracil mustard,0.127753
Idarubicin,umbralisib,0.127518
Mitomycin,Uracil mustard,0.127426
Ceritinib,Selumetinib,0.127267
Methotrexate,Ribociclib,0.127258
Vandetanib,Zanubrutinib,0.126166
Actinomycin D,Vorinostat,0.125725
Crizotinib,Mercaptopurine,0.125366
Dacarbazine,Imatinib,0.125193
Belinostat,Ribociclib,0.125140
Methotrexate,Valrubicin,0.125066
Allopurinol,Dacarbazine,0.124608
Cisplatin,Idarubicin,0.124126
Abiraterone,Idelalisib,0.124097
Carmustine,Valrubicin,0.124005
Nilotinib,Selumetinib,0.123993
Ceritinib,Cobimetinib,0.123787
Ceritinib,Methotrexate,0.123727
Epirubicin,Ifosfamide,0.123576
Arsenic trioxide,Paclitaxel,0.123378
Raloxifene,Selumetinib,0.123219
Bleomycin,Epirubicin,0.123110
Gemcitabine,Idarubicin,0.122953
Abiraterone,Pemigatinib,0.122761
Everolimus,Fruquintinib,0.122709
Bleomycin,Vandetanib,0.122698
Actinomycin D,Melphalan,0.122519
Dacomitinib,Pralsetinib,0.122246
Imatinib,Ixabepilone,0.121789
Dexrazoxane,Uracil mustard,0.121679
Cyclophosphamide,Venetoclax,0.121439
Carmustine,Uracil mustard,0.121240
Allopurinol,umbralisib,0.120729
Nilotinib,Palbociclib,0.120680
Cobimetinib,Nilotinib,0.120479
Daunorubicin,Ifosfamide,0.120025
Nitrogen mustard,umbralisib,0.119754
Cobimetinib,Raloxifene,0.119705
Fluorouracil,umbralisib,0.119672
Lomustine,Tioguanine,0.119546
Tioguanine,Uracil mustard,0.118117
Selpercatinib,Uracil mustard,0.117852
Crizotinib,Ixabepilone,0.117086
Cisplatin,Mitomycin,0.116872
Cytarabine,Melphalan,0.116712
Docetaxel,Tamoxifen,0.116617
Irinotecan,Melphalan,0.116428
Imatinib,Tioguanine,0.116349
Teniposide,Trifluridine,0.116208
Dacarbazine,Vorinostat,0.116091
Fluorouracil,Melphalan,0.115828
Arsenic trioxide,Cyclophosphamide,0.115750
Gemcitabine,Mitomycin,0.115699
Darolutamide,Ribociclib,0.115542
Dexrazoxane,umbralisib,0.114969
Cyclophosphamide,Epirubicin,0.114526
Ifosfamide,Nitrogen mustard,0.114216
Actinomycin D,Cisplatin,0.114164
Bleomycin,Chlorambucil,0.114042
Ibrutinib,Vandetanib,0.113727
Crizotinib,Venetoclax,0.113671
Etoposide,Trifluridine,0.113422
Bleomycin,Mitoxantrone,0.113364
Pralsetinib,Uracil mustard,0.113300
Dexrazoxane,Fluorouracil,0.112695
Tioguanine,umbralisib,0.112440
Etoposide,Hydroxyurea,0.112401
Duvelisib,Ibrutinib,0.112247
Ifosfamide,Imatinib,0.111837
Nilotinib,Oxaliplatin,0.111834
Methotrexate,Uracil mustard,0.111304
Cyclophosphamide,Methotrexate,0.111131
Actinomycin D,tepotinib,0.110952
Allopurinol,Oxaliplatin,0.110895
Nilotinib,Tioguanine,0.110808
Mercaptopurine,Uracil mustard,0.110586
Cisplatin,Nilotinib,0.110217
Cisplatin,Raloxifene,0.109928
Oxaliplatin,Uracil mustard,0.109516
Carboplatin,Valrubicin,0.109350
Selumetinib,Vorinostat,0.109009
Encorafenib,Estramustine,0.109002
Idelalisib,Pemigatinib,0.108994
Chlorambucil,Daunorubicin,0.108809
Fruquintinib,Zanubrutinib,0.108669
Ceritinib,Paclitaxel,0.108276
Ceritinib,Trilaciclib,0.108245
Daunorubicin,Mitoxantrone,0.108181
Erlotinib,Fruquintinib,0.108132
Cisplatin,Ifosfamide,0.107934
Mitomycin,Mitoxantrone,0.107854
Dexrazoxane,Ifosfamide,0.107582
Palbociclib,Tamoxifen,0.106800
Nilotinib,tepotinib,0.106620
Idarubicin,Palbociclib,0.106613
Palbociclib,umbralisib,0.106462
Epirubicin,Selpercatinib,0.106461
Raloxifene,tepotinib,0.106303
Ifosfamide,Melphalan,0.106253
Cyclophosphamide,Oxaliplatin,0.106231
Nilotinib,Paclitaxel,0.105609
Cobimetinib,Vorinostat,0.105495
Carfilzomib,Ribociclib,0.105392
Cyclophosphamide,Mitoxantrone,0.105367
Actinomycin D,Methotrexate,0.105207
Mercaptopurine,umbralisib,0.104909
Duvelisib,Zoledronate,0.104706
Mercaptopurine,Palbociclib,0.104447
Cisplatin,Crizotinib,0.104444
Dasatinib,Vandetanib,0.104174
Everolimus,Idelalisib,0.104149
Belinostat,Ceritinib,0.104043
Cyclophosphamide,Lomustine,0.103870
Trilaciclib,tepotinib,0.103547
Lomustine,Melphalan,0.103496
Trifluridine,Valrubicin,0.102986
Dexrazoxane,Melphalan,0.102947
Dabrafenib,Raloxifene,0.102923
Chlorambucil,Dexrazoxane,0.102734
Crizotinib,Methotrexate,0.102693
Abiraterone,Erlotinib,0.102248
Dexrazoxane,Mitoxantrone,0.102106
Epirubicin,Pralsetinib,0.101909
Carmustine,Melphalan,0.101838
Belinostat,Nitrogen mustard,0.101566
Daunorubicin,Lomustine,0.101314
Raloxifene,Trilaciclib,0.101101
Carmustine,Chlorambucil,0.100782
Vorinostat,tepotinib,0.100487
Arsenic trioxide,Duvelisib,0.100143
Belinostat,Tamoxifen,0.099357
Chlorambucil,Tioguanine,0.099333
Estramustine,Vemurafenib,0.099258
Ifosfamide,Tioguanine,0.099202
Estramustine,Trametinib,0.099199
Tioguanine,Vorinostat,0.098860
Hydroxyurea,Idarubicin,0.098744
Abiraterone,Vandetanib,0.098654
Dacarbazine,Ribociclib,0.098473
Erlotinib,Idelalisib,0.098069
Carmustine,Daunorubicin,0.098059
Binimetinib,Estramustine,0.098025
Actinomycin D,Carboplatin,0.097796
Tioguanine,tepotinib,0.097743
Chlorambucil,Selpercatinib,0.097394
Cisplatin,Lomustine,0.096840
Paclitaxel,Vorinostat,0.096758
Belinostat,Dexrazoxane,0.096744
Mitoxantrone,Selpercatinib,0.096716
Crizotinib,Tioguanine,0.096697
Carmustine,Duvelisib,0.096441
Abemaciclib,Pralsetinib,0.096344
Arsenic trioxide,Oxaliplatin,0.096178
Ixabepilone,Trilaciclib,0.095989
Carmustine,Cisplatin,0.095330
Mercaptopurine,Raloxifene,0.094947
Cytarabine,Teniposide,0.094903
Carmustine,Selumetinib,0.094645
Estramustine,Selumetinib,0.094341
Lomustine,Mitoxantrone,0.094320
Arsenic trioxide,tepotinib,0.094223
Fruquintinib,Ibrutinib,0.094191
Idarubicin,Teniposide,0.093794
Cyclophosphamide,Trilaciclib,0.093703
Carboplatin,Raloxifene,0.093559
Abiraterone,Duvelisib,0.093199
Oxaliplatin,Trilaciclib,0.093019
Carfilzomib,Irinotecan,0.092964
Cobimetinib,Estramustine,0.092859
Chlorambucil,Pralsetinib,0.092842
Chlorambucil,Methotrexate,0.092360
Belinostat,Lomustine,0.092205
Mitoxantrone,Pralsetinib,0.092164
Cytarabine,Etoposide,0.092117
Lomustine,tepotinib,0.091942
Darolutamide,Nilotinib,0.091834
Chlorambucil,Mercaptopurine,0.091802
Methotrexate,Mitoxantrone,0.091732
Carboplatin,Ifosfamide,0.091565
Carmustine,Palbociclib,0.091543
Darolutamide,Vorinostat,0.091239
Binimetinib,Crizotinib,0.091048
Allopurinol,Darolutamide,0.090733
Bleomycin,Teniposide,0.090721
Carmustine,Cobimetinib,0.090689
Estramustine,Trilaciclib,0.090660
Arsenic trioxide,Dexrazoxane,0.090659
Chlorambucil,Oxaliplatin,0.090571
Dacarbazine,Darolutamide,0.090496
Dexrazoxane,Mercaptopurine,0.090440
Mitoxantrone,Oxaliplatin,0.089944
Arsenic trioxide,Tamoxifen,0.089911
Mercaptopurine,tepotinib,0.089480
Methotrexate,tepotinib,0.089232
Dabrafenib,Tamoxifen,0.089184
Ixabepilone,Palbociclib,0.088992
Actinomycin D,Ribociclib,0.088715
Darolutamide,Ifosfamide,0.088661
Carboplatin,Crizotinib,0.088075
Ifosfamide,Methotrexate,0.087848
Carfilzomib,Ceritinib,0.087722
Bleomycin,Etoposide,0.087713
Binimetinib,tepotinib,0.087662
Arsenic trioxide,Estramustine,0.087621
Ifosfamide,Trifluridine,0.087596
Dabrafenib,Estramustine,0.087414
Nilotinib,Ribociclib,0.086508
Dexrazoxane,Lomustine,0.086283
Raloxifene,Ribociclib,0.086205
Raloxifene,Teniposide,0.086187
Darolutamide,Dexrazoxane,0.086007
Estramustine,Lomustine,0.085498
Daunorubicin,Vinblastine,0.085374
Carfilzomib,Daunorubicin,0.085200
Mitomycin,Vinblastine,0.085033
Ceritinib,Ribociclib,0.084869
Dabrafenib,Dacarbazine,0.084676
Dasatinib,Neratinib,0.084340
Carmustine,Fluorouracil,0.084292
Dexrazoxane,Trifluridine,0.084290
Darolutamide,Tamoxifen,0.084243
Carmustine,Estramustine,0.083955
Paclitaxel,Selumetinib,0.083952
Paclitaxel,Palbociclib,0.083330
Everolimus,Zanubrutinib,0.083257
Etoposide,Nitrogen mustard,0.083178
Cyclophosphamide,Etoposide,0.083105
Carmustine,Dexrazoxane,0.083104
Vinblastine,Vorinostat,0.082683
Nitrogen mustard,Ribociclib,0.082392
Darolutamide,Tioguanine,0.082169
Cobimetinib,Paclitaxel,0.081876
Hydroxyurea,Ifosfamide,0.081756
Methotrexate,Selumetinib,0.081508
Mercaptopurine,Tamoxifen,0.081473
Dexrazoxane,Teniposide,0.081138
Darolutamide,Trilaciclib,0.080935
Carfilzomib,Raloxifene,0.080830
Tioguanine,Vinblastine,0.079939
Neratinib,Selpercatinib,0.079228
Dexrazoxane,Methotrexate,0.078847
Dexrazoxane,Etoposide,0.078351
Cobimetinib,Methotrexate,0.077994
Carmustine,Teniposide,0.077461
Erlotinib,Zoledronate,0.077342
Hydroxyurea,Trilaciclib,0.077094
Darolutamide,Palbociclib,0.077091
Bleomycin,Valrubicin,0.076443
Palbociclib,Trifluridine,0.076383
Etoposide,Trilaciclib,0.076265
Neratinib,Pralsetinib,0.075044
Arsenic trioxide,Ribociclib,0.074667
Carfilzomib,Tamoxifen,0.074506
Carmustine,Etoposide,0.074452
Darolutamide,Mercaptopurine,0.074389
Dabrafenib,Paclitaxel,0.074253
Selpercatinib,Teniposide,0.074073
Selumetinib,Vinblastine,0.073810
Idelalisib,Zoledronate,0.073694
Allopurinol,Nitrogen mustard,0.073308
Raloxifene,Valrubicin,0.073005
Dacarbazine,Irinotecan,0.072828
Darolutamide,Oxaliplatin,0.072728
Ixazomib,Vemurafenib,0.072613
Ixazomib,Trametinib,0.072561
Lomustine,Ribociclib,0.072489
Cobimetinib,Vinblastine,0.072372
Palbociclib,Teniposide,0.072333
Binimetinib,Ixazomib,0.071523
Actinomycin D,Dexrazoxane,0.071271
Etoposide,Selpercatinib,0.071064
Etoposide,Lomustine,0.070443
Actinomycin D,Dacarbazine,0.070053
Pralsetinib,Teniposide,0.069521
Actinomycin D,Ceritinib,0.069481
Cyclophosphamide,Ifosfamide,0.069383
Arsenic trioxide,Idelalisib,0.069131
Arsenic trioxide,Methotrexate,0.068941
Ixazomib,Selumetinib,0.068266
Etoposide,Methotrexate,0.067977
Dexrazoxane,Valrubicin,0.067915
Allopurinol,Dexrazoxane,0.067397
Dacarbazine,Paclitaxel,0.067270
Dabrafenib,Vinblastine,0.067042
Cobimetinib,Ixazomib,0.066956
Etoposide,Pralsetinib,0.066512
Carmustine,Idelalisib,0.065429
Dacarbazine,Raloxifene,0.065404
Erlotinib,Lenvatinib,0.065204
Idarubicin,Ifosfamide,0.065181
Fruquintinib,Idelalisib,0.064905
Dacarbazine,Mitomycin,0.064579
Methotrexate,Trilaciclib,0.064255
Ifosfamide,Ixabepilone,0.063884
Tamoxifen,Vemurafenib,0.063708
Dabrafenib,Methotrexate,0.063100
Cytarabine,Dexrazoxane,0.062985
Abiraterone,Arsenic trioxide,0.062797
Afatinib,Dasatinib,0.062624
Allopurinol,Nilotinib,0.062556
Abiraterone,Brigatinib,0.062175
Idelalisib,Selpercatinib,0.061943
Dacarbazine,Ixabepilone,0.061240
Actinomycin D,Tioguanine,0.061209
Fluorouracil,Tamoxifen,0.061157
Dabrafenib,Oxaliplatin,0.060659
Encorafenib,Nilotinib,0.060518
Ceritinib,Tioguanine,0.059943
Bleomycin,Ifosfamide,0.059824
Selpercatinib,Valrubicin,0.059794
Arsenic trioxide,Irinotecan,0.059658
Ifosfamide,Trilaciclib,0.059455
Palbociclib,Valrubicin,0.059152
Dacarbazine,Trilaciclib,0.059066
Dacarbazine,Tamoxifen,0.058550
Ifosfamide,Mitomycin,0.058273
Ifosfamide,Nilotinib,0.057639
Afatinib,Selpercatinib,0.057512
Cyclophosphamide,Ixabepilone,0.057368
Dexrazoxane,Nilotinib,0.056973
Allopurinol,Palbociclib,0.056889
Crizotinib,Docetaxel,0.056837
Allopurinol,Vorinostat,0.056741
Dexrazoxane,Raloxifene,0.056671
Raloxifene,Tioguanine,0.056560
Cyclophosphamide,Dacarbazine,0.056545
Cyclophosphamide,Vorinostat,0.056128
Cyclophosphamide,Raloxifene,0.056071
Ceritinib,Trametinib,0.055957
Idarubicin,Mercaptopurine,0.055639
Pralsetinib,Valrubicin,0.055242
Actinomycin D,Selumetinib,0.055080
Ixabepilone,Trametinib,0.054995
Dexrazoxane,Mitomycin,0.054967
Binimetinib,Ceritinib,0.054844
Irinotecan,Palbociclib,0.054602
Crizotinib,Encorafenib,0.054000
Binimetinib,Ixabepilone,0.053883
Crizotinib,Nitrogen mustard,0.053782
Actinomycin D,Cobimetinib,0.053642
Encorafenib,Vorinostat,0.053620
Afatinib,Pralsetinib,0.053328
Arsenic trioxide,Dacarbazine,0.053324
Ixabepilone,Tioguanine,0.053106
Nilotinib,Trilaciclib,0.051901
Arsenic trioxide,Daunorubicin,0.051894
Nilotinib,Vemurafenib,0.051714
Ceritinib,Lomustine,0.051119
Nitrogen mustard,Tioguanine,0.051058
Palbociclib,Selumetinib,0.050966
Dacarbazine,Selumetinib,0.050716
Ixabepilone,Selumetinib,0.050394
Lomustine,Mitomycin,0.050221
Tamoxifen,Tioguanine,0.049706
Carmustine,Ceritinib,0.049518
Cobimetinib,Dacarbazine,0.049278
Nitrogen mustard,Trilaciclib,0.049120
Cobimetinib,Ixabepilone,0.048989
Cobimetinib,Palbociclib,0.048890
Carmustine,Mitomycin,0.048597
Crizotinib,Trametinib,0.047967
Arsenic trioxide,Vorinostat,0.047223
Tamoxifen,Trametinib,0.047151
Daunorubicin,Palbociclib,0.047130
Mitomycin,Palbociclib,0.046799
Bleomycin,Carmustine,0.046096
Binimetinib,Tamoxifen,0.046039
Abiraterone,Ibrutinib,0.045636
Oxaliplatin,Selumetinib,0.045340
Crizotinib,Vemurafenib,0.045295
Vemurafenib,Vorinostat,0.045006
Arsenic trioxide,Tioguanine,0.044480
Cobimetinib,Oxaliplatin,0.043264
Ifosfamide,Selpercatinib,0.043175
Arsenic trioxide,Zoledronate,0.043062
Mitomycin,Oxaliplatin,0.042805
Abiraterone,Encorafenib,0.042490
Palbociclib,Tioguanine,0.042301
Cyclophosphamide,Palbociclib,0.042217
Ifosfamide,Mercaptopurine,0.042020
Selumetinib,Tioguanine,0.041872
Dabrafenib,Palbociclib,0.041266
Cobimetinib,Tioguanine,0.040433
Arsenic trioxide,Trilaciclib,0.040061
Carmustine,Zoledronate,0.039360
Ifosfamide,Pralsetinib,0.038623
Arsenic trioxide,Selumetinib,0.038351
Lomustine,Trilaciclib,0.037882
Arsenic trioxide,Cobimetinib,0.036913
Arsenic trioxide,Palbociclib,0.036217
Arsenic trioxide,Mercaptopurine,0.036216
Lomustine,Selumetinib,0.036070
Fruquintinib,Trilaciclib,0.035989
Cobimetinib,Lomustine,0.034632
Lomustine,Palbociclib,0.034039
Abiraterone,Trilaciclib,0.033665
Mercaptopurine,Selumetinib,0.033608
Abiraterone,Vemurafenib,0.033602
Abiraterone,Binimetinib,0.032476
Cobimetinib,Mercaptopurine,0.032170
Carmustine,Selpercatinib,0.029447
Abiraterone,Selumetinib,0.029116
Abiraterone,Carmustine,0.027853
Abiraterone,Cobimetinib,0.027764
Dabrafenib,Mercaptopurine,0.026869
Carmustine,Pralsetinib,0.024896
