variant,drug,z_A1,z_A2,z_B1,z_B2,z_B2_lo,z_B2_hi,delta_z_acc_A1_minus_A2,delta_z_breast_B2_minus_B1,delta_z_breast_B2_lo_minus_B1,delta_z_breast_B2_hi_minus_B1
column_gene_rank,Allopurinol,8.54827460095,5.97599004289,0.836575730668,1.56946297621,1.40003962283,1.57515127122,2.57228455806,0.732887245542,0.563463892162,0.738575540552
column_gene_rank,Asciminib,0.507110021683,0.240825614002,1.51976691401,1.51413582687,1.51420075604,1.51478705916,0.266284407681,-0.00563108714,-0.00556615797,-0.00497985485
column_gene_rank,Axitinib,0.453545797175,-0.454910152787,-0.352259039719,-0.190491183607,-0.189401558557,-0.191449703802,0.908455949962,0.161767856112,0.162857481162,0.160809335917
column_gene_rank,Azacitidine,-3.71038167374,-3.74125847516,-0.0209716700986,-0.0152841224567,-0.00959735854326,-0.0221783553149,0.03087680142,0.0056875476419,0.0113743115553,-0.0012066852163
column_gene_rank,Belinostat,1.80314372951,1.75796790889,1.71589131761,1.70914320231,1.70646992621,1.65672221668,0.04517582062,-0.0067481153,-0.0094213914,-0.05916910093
column_gene_rank,Binimetinib,-1.00140425457,-0.483874088551,-0.114724458999,-0.208724555006,-0.1077774416,-0.206926692532,-0.517530166019,-0.094000096007,0.006947017399,-0.092202233533
column_gene_rank,Bleomycin,0.839280942344,0.877305161009,1.47708202027,1.48592774872,1.48310694523,1.48846713371,-0.038024218665,0.00884572845,0.00602492496,0.01138511344
column_gene_rank,Bosutinib,0.0772264980874,0.0135830507056,-0.595078997847,-0.652103222487,-0.652276637384,-0.652272288439,0.0636434473818,-0.05702422464,-0.057197639537,-0.057193290592
column_gene_rank,Brigatinib,-2.74881611027,-2.56829068516,0.646763262664,0.632441950997,0.633003112932,0.631722324385,-0.18052542511,-0.014321311667,-0.013760149732,-0.015040938279
column_gene_rank,Cabozantinib,0.453545797175,-0.454910152787,-0.352259039719,-0.190491183607,-0.189401558557,-0.191449703802,0.908455949962,0.161767856112,0.162857481162,0.160809335917
column_gene_rank,Carboplatin,-1.49887766867,-1.18074503685,0.138086771387,0.143423743127,0.142981813,0.255375111618,-0.31813263182,0.00533697174,0.004895041613,0.117288340231
column_gene_rank,Carfilzomib,1.69296278267,1.73477650065,-0.812114924742,-0.866413561226,-0.864865659173,-0.815480443019,-0.04181371798,-0.054298636484,-0.052750734431,-0.003365518277
column_gene_rank,Carmustine,-0.12500819489,-0.218740093884,-0.107270778283,-0.0947595601099,-0.0943506410696,-0.0940359219928,0.093731898994,0.0125112181731,0.0129201372134,0.0132348562902
column_gene_rank,Celecoxib,-0.242013085793,-0.110365340719,-0.550648257309,-0.553751788754,-0.608113164835,-0.525244242995,-0.131647745074,-0.003103531445,-0.057464907526,0.025404014314
column_gene_rank,Ceritinib,-7.00672655162,-5.74906148997,-2.12528392787,-2.08518186783,-2.06486452964,-2.10042074572,-1.25766506165,0.04010206004,0.06041939823,0.02486318215
column_gene_rank,Chlorambucil,-0.996792635796,-1.07193653979,-0.357186383778,-0.347266914332,-0.348505151181,-0.346055795945,0.075143903994,0.009919469446,0.008681232597,0.011130587833
column_gene_rank,Cisplatin,-1.17623835967,-1.28484356258,-0.916694568662,-0.908056421484,-0.909420242069,-0.906866413914,0.10860520291,0.008638147178,0.007274326593,0.009828154748
column_gene_rank,Cladribine,0.928360891006,0.795836943376,1.11213543137,1.09207777618,1.09227177586,1.09210043034,0.13252394763,-0.02005765519,-0.01986365551,-0.02003500103
column_gene_rank,Clofarabine,1.20572067615,1.20544758647,0.602866780715,0.609759619276,0.498212938252,0.610494354765,0.00027308968,0.006892838561,-0.104653842463,0.00762757405
column_gene_rank,Cobimetinib,0.182225323281,0.740970083875,0.288496705552,-0.0885971349629,0.103682705883,-0.0874782198619,-0.558744760594,-0.377093840515,-0.184813999669,-0.375974925414
column_gene_rank,Crizotinib,0.982514447532,0.592014182013,-0.595872439275,-0.407884711235,-0.597533414712,-0.3446317194,0.390500265519,0.18798772804,-0.001660975437,0.251240719875
