disease,variant,drug,delta_z,exposed
Breast,column_minmax,acalabrutinib,-0.08398750825099999,False
Breast,column_minmax,actinomycin d,0.02189483744999987,False
Breast,column_minmax,afatinib,-0.00736326757200001,False
Breast,column_minmax,allopurinol,0.06578841525819301,False
Breast,column_minmax,asciminib,-0.04286133908899992,False
Breast,column_minmax,axitinib,-0.0009893925000001857,False
Breast,column_minmax,azacitidine,-0.1708884799099999,False
Breast,column_minmax,belinostat,-0.07756957047399998,False
Breast,column_minmax,binimetinib,0.006095218600000063,False
Breast,column_minmax,bleomycin,-0.07675385641999999,False
Breast,column_minmax,bosutinib,-0.06555997145499992,False
Breast,column_minmax,brigatinib,-0.029919591770000142,False
Breast,column_minmax,cabozantinib,-0.0009893925000001857,False
Breast,column_minmax,carboplatin,0.001797310361499993,False
Breast,column_minmax,carfilzomib,0.011068589800000028,False
Breast,column_minmax,carmustine,0.029997310899999796,False
Breast,column_minmax,celecoxib,-0.05999248228300001,False
Breast,column_minmax,ceritinib,-0.054451531883000004,False
Breast,column_minmax,chlorambucil,0.05644304815500001,False
Breast,column_minmax,cisplatin,0.095900436934,False
Breast,column_minmax,cladribine,-0.12132358551800004,False
Breast,column_minmax,clofarabine,-0.16102446701300002,False
Breast,column_minmax,cobimetinib,-0.0038711958499999533,False
Breast,column_minmax,crizotinib,0.011117486889999917,False
Breast,column_minmax,cyclophosphamide,-0.009585719855000008,False
Breast,column_minmax,cytarabine,0.009495868231999993,False
Breast,column_minmax,dabrafenib,-0.019971508320000053,False
Breast,column_minmax,dacarbazine,0.005947243070000052,False
Breast,column_minmax,dacomitinib,-0.06291906564912,False
Breast,column_minmax,darolutamide,0.020051517925999962,False
Breast,column_minmax,dasatinib,-0.06091103954999988,False
Breast,column_minmax,daunorubicin,0.0024439391299999613,False
Breast,column_minmax,decitabine,-0.06265542123300005,False
Breast,column_minmax,dexrazoxane,0.008829522706000015,False
Breast,column_minmax,docetaxel,0.004170408183999996,False
Breast,column_minmax,doxorubicin,-0.366847556058,False
Breast,column_minmax,duvelisib,0.0782353909523,False
Breast,column_minmax,encorafenib,-0.08351177773000007,False
Breast,column_minmax,epirubicin,-0.05070949409600001,False
Breast,column_minmax,erdafitinib,-0.041587918052999995,False
Breast,column_minmax,erlotinib,-0.004695018910000126,False
Breast,column_minmax,estramustine,-0.023280300098000084,False
Breast,column_minmax,etoposide,-0.07267101729699998,False
Breast,column_minmax,everolimus,-0.03384831584199999,False
Breast,column_minmax,fludarabine,0.07068172241199999,False
Breast,column_minmax,fluorouracil,0.023444780411000066,False
Breast,column_minmax,fruquintinib,0.00025849859500004513,False
Breast,column_minmax,fulvestrant,-0.03494787298900004,False
Breast,column_minmax,gemcitabine,-0.015434659281999996,False
Breast,column_minmax,gilteritinib,-0.05575188050999991,False
Breast,column_minmax,homoharringtonine,-0.014873867863999912,False
Breast,column_minmax,hydroxyurea,-0.024435668639509998,False
Breast,column_minmax,ibrutinib,-0.0009613888320000319,False
Breast,column_minmax,idarubicin,0.008864845577000013,False
Breast,column_minmax,idelalisib,0.005139523920999978,False
Breast,column_minmax,imatinib,-0.017623784490000016,False
Breast,column_minmax,irinotecan,0.008445728739000014,False
Breast,column_minmax,ixabepilone,-0.06473698569999997,False
Breast,column_minmax,ixazomib,0.0037499600070000083,False
Breast,column_minmax,lapatinib,-0.06555997145499992,False
Breast,column_minmax,lenvatinib,-0.036044150294999966,False
Breast,column_minmax,lomustine,0.011417459992999923,False
Breast,column_minmax,lorlatinib,-0.064504354407,False
Breast,column_minmax,melphalan,0.011178404768000028,False
Breast,column_minmax,mercaptopurine,-0.004064281849999851,False
Breast,column_minmax,methotrexate,-0.05652955682999994,False
Breast,column_minmax,mitomycin,-0.014044861869000003,False
Breast,column_minmax,mitotane,-0.04343792368499999,False
Breast,column_minmax,mitoxantrone,0.049060208290999996,False
Breast,column_minmax,neratinib,-0.0030209739480999975,False
Breast,column_minmax,nilotinib,-0.035115644,False
Breast,column_minmax,olaparib,0.02063718178999996,False
Breast,column_minmax,osimertinib,-0.04573670696900001,False
Breast,column_minmax,oxaliplatin,0.04177658290999986,False
Breast,column_minmax,paclitaxel,-0.0012182925199999417,False
Breast,column_minmax,palbociclib,0.11190861405000008,True
Breast,column_minmax,panobinostat,-0.04207968766000003,False
Breast,column_minmax,pemetrexed,-0.05330381992699995,False
Breast,column_minmax,pralatrexate,-0.05079972936700006,False
Breast,column_minmax,raloxifene,-0.08218577747000011,False
Breast,column_minmax,ribociclib,0.014739729849999827,False
Breast,column_minmax,romidepsin,-0.0625497032681,False
Breast,column_minmax,selinexor,-0.010774682439999905,False
Breast,column_minmax,selumetinib,0.013324924269999983,False
Breast,column_minmax,sirolimus,-0.07589150656999999,False
Breast,column_minmax,sonidegib,0.051218702758,False
Breast,column_minmax,sunitinib,-0.09031232470000017,False
Breast,column_minmax,tamoxifen,0.052443610480000125,False
Breast,column_minmax,temsirolimus,-0.05889953267000003,False
Breast,column_minmax,teniposide,-0.11888998651000016,False
Breast,column_minmax,thiotepa,-0.0687746247856,False
Breast,column_minmax,tioguanine,0.022426160593000066,False
Breast,column_minmax,tivozanib,-0.052177154150000016,False
Breast,column_minmax,topotecan,-0.041268938969000024,False
Breast,column_minmax,trametinib,0.008940404829999693,False
Breast,column_minmax,trifluridine,-0.041121258008999906,False
Breast,column_minmax,tucatinib,-0.06339368297699999,False
Breast,column_minmax,umbralisib,0.0225573615500001,False
Breast,column_minmax,valrubicin,0.005820565701999958,False
Breast,column_minmax,vandetanib,0.004552745400000002,False
Breast,column_minmax,vemurafenib,0.0072971588079999705,False
Breast,column_minmax,venetoclax,-0.00109146605499999,False
Breast,column_minmax,vinblastine,0.010920049650000152,False
Breast,column_minmax,vinorelbine,-0.051009973089999994,False
Breast,column_minmax,vorinostat,0.08010797347999987,False
Breast,column_minmax,zoledronate,-0.05904932299400001,False
Breast,column_gene_rank,abemaciclib,0.424965717833,True
Breast,column_gene_rank,abiraterone,-0.07994959792200002,False
Breast,column_gene_rank,acalabrutinib,-0.028489732600999962,False
Breast,column_gene_rank,actinomycin d,-0.04284566880000007,False
Breast,column_gene_rank,afatinib,-0.04557135938000001,False
Breast,column_gene_rank,allopurinol,0.7328872455420001,False
Breast,column_gene_rank,asciminib,-0.005631087140000046,False
Breast,column_gene_rank,axitinib,0.16176785611200004,False
Breast,column_gene_rank,azacitidine,0.005687547641900001,False
Breast,column_gene_rank,belinostat,-0.006748115299999968,False
Breast,column_gene_rank,binimetinib,-0.09400009600700002,False
Breast,column_gene_rank,bleomycin,0.00884572845000009,False
Breast,column_gene_rank,bosutinib,-0.05702422464000001,False
Breast,column_gene_rank,brigatinib,-0.014321311667000014,False
Breast,column_gene_rank,cabozantinib,0.16176785611200004,False
Breast,column_gene_rank,carboplatin,0.005336971739999974,False
Breast,column_gene_rank,carfilzomib,-0.05429863648400002,False
Breast,column_gene_rank,carmustine,0.012511218173099997,False
Breast,column_gene_rank,celecoxib,-0.003103531444999974,False
Breast,column_gene_rank,ceritinib,0.040102060040000165,False
Breast,column_gene_rank,chlorambucil,0.009919469445999973,False
Breast,column_gene_rank,cisplatin,0.008638147178000044,False
Breast,column_gene_rank,cladribine,-0.020057655190000023,False
Breast,column_gene_rank,clofarabine,0.006892838560999981,False
Breast,column_gene_rank,cobimetinib,-0.3770938405149,False
Breast,column_gene_rank,crizotinib,0.18798772804000002,False
Breast,column_gene_rank,cyclophosphamide,0.011065813929999946,False
Breast,column_gene_rank,cytarabine,-0.005976608835200001,False
Breast,column_gene_rank,dabrafenib,-0.09160349756600006,False
Breast,column_gene_rank,dacarbazine,0.14657985908000004,False
Breast,column_gene_rank,dacomitinib,0.028352156412999985,False
Breast,column_gene_rank,darolutamide,0.26339422864199996,False
Breast,column_gene_rank,dasatinib,0.0026493011670000177,False
Breast,column_gene_rank,daunorubicin,-0.10836832063599999,False
Breast,column_gene_rank,decitabine,0.02197103291000002,False
Breast,column_gene_rank,dexrazoxane,0.074319897361,False
Breast,column_gene_rank,docetaxel,0.0006056643380000226,False
Breast,column_gene_rank,doxorubicin,-0.009580009207000084,False
Breast,column_gene_rank,duvelisib,0.015527892916000013,False
Breast,column_gene_rank,encorafenib,-0.0049454545229999924,False
Breast,column_gene_rank,epirubicin,0.017532228899999946,False
Breast,column_gene_rank,erdafitinib,-0.003205860450000042,False
Breast,column_gene_rank,erlotinib,-0.013345837133499995,False
Breast,column_gene_rank,estramustine,-0.012133850121999967,False
Breast,column_gene_rank,etoposide,-0.28590178366700003,False
Breast,column_gene_rank,everolimus,0.00974791133000008,False
Breast,column_gene_rank,fludarabine,0.004836614619999846,False
Breast,column_gene_rank,fluorouracil,0.007920114217000007,False
Breast,column_gene_rank,fruquintinib,-0.005473482440999988,False
Breast,column_gene_rank,fulvestrant,0.014921794910999986,False
Breast,column_gene_rank,gemcitabine,-0.012219284790000007,False
Breast,column_gene_rank,gilteritinib,0.04480405332200002,False
Breast,column_gene_rank,homoharringtonine,0.01822664106000005,False
Breast,column_gene_rank,hydroxyurea,-0.010612426239999806,False
Breast,column_gene_rank,ibrutinib,0.013111078463000025,False
Breast,column_gene_rank,idarubicin,0.05671766831979999,False
Breast,column_gene_rank,idelalisib,-0.0042022679939,False
Breast,column_gene_rank,imatinib,0.010210451529999887,False
Breast,column_gene_rank,irinotecan,0.005663441348000009,False
Breast,column_gene_rank,ixabepilone,0.0004712306799999899,False
Breast,column_gene_rank,ixazomib,-0.05756382308300001,False
Breast,column_gene_rank,lapatinib,-0.05702422464000001,False
Breast,column_gene_rank,lenvatinib,-0.005873473367999982,False
Breast,column_gene_rank,lomustine,-0.09323049431300001,False
Breast,column_gene_rank,lorlatinib,-0.007253590263000015,False
Breast,column_gene_rank,melphalan,-0.043259225529100005,False
Breast,column_gene_rank,mercaptopurine,0.018947698819999914,False
Breast,column_gene_rank,methotrexate,-0.0942763446889,False
Breast,column_gene_rank,mitomycin,-0.0060375148630000056,False
Breast,column_gene_rank,mitotane,-0.0504882217,False
Breast,column_gene_rank,mitoxantrone,0.0013393521900000316,False
Breast,column_gene_rank,neratinib,0.0390931112445,False
Breast,column_gene_rank,nilotinib,-0.07797167073900002,False
Breast,column_gene_rank,olaparib,0.002026394939999898,False
Breast,column_gene_rank,osimertinib,-0.06029106203400003,False
Breast,column_gene_rank,oxaliplatin,0.0009610898990000116,False
Breast,column_gene_rank,paclitaxel,-0.05629123493499999,False
Breast,column_gene_rank,palbociclib,0.20105723429579997,True
Breast,column_gene_rank,panobinostat,0.057066984762000006,False
Breast,column_gene_rank,pemetrexed,-0.01796744366499997,False
Breast,column_gene_rank,pralatrexate,0.02024050472999983,False
Breast,column_gene_rank,raloxifene,0.06904496945500005,False
Breast,column_gene_rank,ribociclib,-0.11264189941000002,False
Breast,column_gene_rank,romidepsin,-0.05264439783999997,False
Breast,column_gene_rank,selinexor,0.0036665658560000036,False
Breast,column_gene_rank,selumetinib,0.008611691466000049,False
Breast,column_gene_rank,sirolimus,-0.013248481844999938,False
Breast,column_gene_rank,sonidegib,0.02550759698599997,False
Breast,column_gene_rank,sunitinib,-0.013506169650999988,False
Breast,column_gene_rank,tamoxifen,0.010434166450999927,False
Breast,column_gene_rank,temsirolimus,-0.0032233359230000036,False
Breast,column_gene_rank,teniposide,-0.19672616636700002,False
Breast,column_gene_rank,thiotepa,0.04255191267699998,False
Breast,column_gene_rank,tioguanine,0.12098330935429999,False
Breast,column_gene_rank,tivozanib,0.05420409664500003,False
Breast,column_gene_rank,topotecan,-0.0851037174,False
Breast,column_gene_rank,trametinib,-0.16693561586600003,False
Breast,column_gene_rank,trifluridine,-0.005031296946999997,False
Breast,column_gene_rank,tucatinib,-0.07244449981000001,False
Breast,column_gene_rank,umbralisib,-0.10474079283999993,False
Breast,column_gene_rank,valrubicin,0.06793031682399997,False
Breast,column_gene_rank,vandetanib,-0.005188721597000012,False
Breast,column_gene_rank,vemurafenib,0.005267255606000054,False
Breast,column_gene_rank,venetoclax,-0.013203298191299999,False
Breast,column_gene_rank,vinblastine,0.005990973356999996,False
Breast,column_gene_rank,vinorelbine,0.008594292027999995,False
Breast,column_gene_rank,vorinostat,-0.009104059946000054,False
Breast,column_gene_rank,zoledronate,0.012909899670000113,False
Breast,uniform_ratio_gene_rank,abemaciclib,1.143968649924,True
Breast,uniform_ratio_gene_rank,abiraterone,0.00084879996499998,False
Breast,uniform_ratio_gene_rank,acalabrutinib,-0.07259814616000004,False
Breast,uniform_ratio_gene_rank,actinomycin d,0.03156773283000014,False
Breast,uniform_ratio_gene_rank,afatinib,-0.16362566283000013,False
Breast,uniform_ratio_gene_rank,allopurinol,0.26908402913000007,False
Breast,uniform_ratio_gene_rank,asciminib,-0.0003067910500000881,False
Breast,uniform_ratio_gene_rank,axitinib,0.174855134016,False
Breast,uniform_ratio_gene_rank,azacitidine,-0.30367214108500007,False
Breast,uniform_ratio_gene_rank,belinostat,-0.17673270741000002,False
Breast,uniform_ratio_gene_rank,binimetinib,0.015943542756999995,False
Breast,uniform_ratio_gene_rank,bleomycin,0.009762051300000074,False
Breast,uniform_ratio_gene_rank,bosutinib,0.0013036130710000204,False
Breast,uniform_ratio_gene_rank,brigatinib,-0.014720464403999989,False
Breast,uniform_ratio_gene_rank,cabozantinib,0.174855134016,False
Breast,uniform_ratio_gene_rank,carboplatin,-0.04373393696600003,False
Breast,uniform_ratio_gene_rank,carfilzomib,-0.043937932766,False
Breast,uniform_ratio_gene_rank,carmustine,0.10213238105000001,False
Breast,uniform_ratio_gene_rank,celecoxib,0.11391414459900007,False
Breast,uniform_ratio_gene_rank,ceritinib,0.0019944350230000074,False
Breast,uniform_ratio_gene_rank,chlorambucil,0.05497953324600002,False
Breast,uniform_ratio_gene_rank,cisplatin,0.003669918029999941,False
Breast,uniform_ratio_gene_rank,cladribine,-0.012430486099999971,False
Breast,uniform_ratio_gene_rank,clofarabine,-0.030080662686999993,False
Breast,uniform_ratio_gene_rank,cobimetinib,0.014393699642999996,False
Breast,uniform_ratio_gene_rank,crizotinib,0.23614434320400002,False
Breast,uniform_ratio_gene_rank,cyclophosphamide,0.005541957160000166,False
Breast,uniform_ratio_gene_rank,cytarabine,0.028257622589999996,False
Breast,uniform_ratio_gene_rank,dabrafenib,-0.13901077574800003,False
Breast,uniform_ratio_gene_rank,dacarbazine,0.11940851517000017,False
Breast,uniform_ratio_gene_rank,dacomitinib,0.048258967756000026,False
Breast,uniform_ratio_gene_rank,darolutamide,-0.05424819254900004,False
Breast,uniform_ratio_gene_rank,dasatinib,-0.16648592105799997,False
Breast,uniform_ratio_gene_rank,daunorubicin,-0.048887561292000004,False
Breast,uniform_ratio_gene_rank,decitabine,0.15974079628000015,False
Breast,uniform_ratio_gene_rank,dexrazoxane,-0.08537631150699998,False
Breast,uniform_ratio_gene_rank,docetaxel,-0.0020690294430000256,False
Breast,uniform_ratio_gene_rank,doxorubicin,0.18606512176,False
Breast,uniform_ratio_gene_rank,duvelisib,-0.258924548114,False
Breast,uniform_ratio_gene_rank,encorafenib,-0.003875230619000025,False
Breast,uniform_ratio_gene_rank,epirubicin,0.0044372464499999875,False
Breast,uniform_ratio_gene_rank,erdafitinib,-0.04128217481000007,False
Breast,uniform_ratio_gene_rank,erlotinib,-0.04880156248100004,False
Breast,uniform_ratio_gene_rank,estramustine,-0.09583740110200001,False
Breast,uniform_ratio_gene_rank,etoposide,-0.167856123244,False
Breast,uniform_ratio_gene_rank,everolimus,-0.07069703136000038,False
Breast,uniform_ratio_gene_rank,fludarabine,-0.02958931157000011,False
Breast,uniform_ratio_gene_rank,fluorouracil,-0.06825426823500003,False
Breast,uniform_ratio_gene_rank,fruquintinib,-0.00607649923299991,False
Breast,uniform_ratio_gene_rank,fulvestrant,-0.12900048587699997,False
Breast,uniform_ratio_gene_rank,gemcitabine,-0.008137578470000073,False
Breast,uniform_ratio_gene_rank,gilteritinib,-0.0938201689339,False
Breast,uniform_ratio_gene_rank,homoharringtonine,0.013936943759999876,False
Breast,uniform_ratio_gene_rank,hydroxyurea,-0.006896299449999921,False
Breast,uniform_ratio_gene_rank,ibrutinib,0.01722271218900001,False
Breast,uniform_ratio_gene_rank,idarubicin,0.11645674366699998,False
Breast,uniform_ratio_gene_rank,idelalisib,-0.002466627590999998,False
Breast,uniform_ratio_gene_rank,imatinib,-0.14236467132999975,False
Breast,uniform_ratio_gene_rank,irinotecan,-0.03812034783200002,False
Breast,uniform_ratio_gene_rank,ixabepilone,0.0045415494780000065,False
Breast,uniform_ratio_gene_rank,ixazomib,-0.09756272210800004,False
Breast,uniform_ratio_gene_rank,lapatinib,0.0013036130710000204,False
Breast,uniform_ratio_gene_rank,lenvatinib,-0.006354082369000036,False
Breast,uniform_ratio_gene_rank,lomustine,0.012853813793000046,False
Breast,uniform_ratio_gene_rank,lorlatinib,-0.043072930974,False
Breast,uniform_ratio_gene_rank,melphalan,0.0438694876283,False
Breast,uniform_ratio_gene_rank,mercaptopurine,0.01460783684,False
Breast,uniform_ratio_gene_rank,methotrexate,-0.07396105235700001,False
Breast,uniform_ratio_gene_rank,mitomycin,0.2056843614076,False
Breast,uniform_ratio_gene_rank,mitotane,0.03870661286000021,False
Breast,uniform_ratio_gene_rank,mitoxantrone,0.1865378589400002,False
Breast,uniform_ratio_gene_rank,neratinib,-0.08765264943378,False
Breast,uniform_ratio_gene_rank,nilotinib,-0.04469268691000017,False
Breast,uniform_ratio_gene_rank,olaparib,-0.01499271476999997,False
Breast,uniform_ratio_gene_rank,osimertinib,-0.10088096920000011,False
Breast,uniform_ratio_gene_rank,oxaliplatin,-0.05044003065999991,False
Breast,uniform_ratio_gene_rank,paclitaxel,-0.09043940445299997,False
Breast,uniform_ratio_gene_rank,palbociclib,0.33889546042100005,True
Breast,uniform_ratio_gene_rank,panobinostat,-0.02460081056300001,False
Breast,uniform_ratio_gene_rank,pemetrexed,0.03398443939399998,False
Breast,uniform_ratio_gene_rank,pralatrexate,0.015023846980000144,False
Breast,uniform_ratio_gene_rank,raloxifene,-0.0030542654819999404,False
Breast,uniform_ratio_gene_rank,ribociclib,0.0038232878599999687,False
Breast,uniform_ratio_gene_rank,romidepsin,0.010308675630000153,False
Breast,uniform_ratio_gene_rank,selinexor,-0.144901285669,False
Breast,uniform_ratio_gene_rank,selumetinib,0.006040676300000047,False
Breast,uniform_ratio_gene_rank,sirolimus,-0.005904711620000058,False
Breast,uniform_ratio_gene_rank,sonidegib,-0.02790106467100001,False
Breast,uniform_ratio_gene_rank,sunitinib,-0.00861046967200002,False
Breast,uniform_ratio_gene_rank,tamoxifen,0.06822493948000008,False
Breast,uniform_ratio_gene_rank,temsirolimus,-0.049882969612000005,False
Breast,uniform_ratio_gene_rank,teniposide,-0.06703340646199996,False
Breast,uniform_ratio_gene_rank,thiotepa,-0.08752810569899999,False
Breast,uniform_ratio_gene_rank,tioguanine,0.09658576758300001,False
Breast,uniform_ratio_gene_rank,tivozanib,0.05126061044699992,False
Breast,uniform_ratio_gene_rank,topotecan,-0.0036339878700000217,False
Breast,uniform_ratio_gene_rank,trametinib,-0.1080524249699999,False
Breast,uniform_ratio_gene_rank,trifluridine,-0.114593389195,False
Breast,uniform_ratio_gene_rank,tucatinib,-0.061954833020000155,False
Breast,uniform_ratio_gene_rank,umbralisib,-0.1908124902399999,False
Breast,uniform_ratio_gene_rank,valrubicin,0.0007616041859999922,False
Breast,uniform_ratio_gene_rank,vandetanib,-0.00879575368400004,False
Breast,uniform_ratio_gene_rank,vemurafenib,0.04211843626699996,False
Breast,uniform_ratio_gene_rank,venetoclax,-0.00991171305300001,False
Breast,uniform_ratio_gene_rank,vinblastine,-0.044575070971,False
Breast,uniform_ratio_gene_rank,vinorelbine,0.0031396418029999706,False
Breast,uniform_ratio_gene_rank,vorinostat,-0.016488866627,False
Breast,uniform_ratio_gene_rank,zoledronate,0.047500140639999966,False
Breast,symmetric_gene_rank,abemaciclib,0.40542224565500007,True
Breast,symmetric_gene_rank,abiraterone,-0.10616378898499995,False
Breast,symmetric_gene_rank,acalabrutinib,-0.025563222149999953,False
Breast,symmetric_gene_rank,actinomycin d,-0.1362747017199999,False
Breast,symmetric_gene_rank,afatinib,-0.034708319529999976,False
Breast,symmetric_gene_rank,allopurinol,0.3234377951599998,False
Breast,symmetric_gene_rank,asciminib,0.05055298467999991,False
Breast,symmetric_gene_rank,axitinib,0.2627488390657,False
Breast,symmetric_gene_rank,azacitidine,0.004783661857000021,False
Breast,symmetric_gene_rank,belinostat,-0.08990765194999994,False
Breast,symmetric_gene_rank,binimetinib,-0.12244421214799994,False
Breast,symmetric_gene_rank,bleomycin,0.009782260299999956,False
Breast,symmetric_gene_rank,bosutinib,-0.08345385919899995,False
Breast,symmetric_gene_rank,brigatinib,-0.013428178208999997,False
Breast,symmetric_gene_rank,cabozantinib,0.2627488390657,False
Breast,symmetric_gene_rank,carboplatin,-0.04702953232000001,False
Breast,symmetric_gene_rank,carfilzomib,-0.0005449401179999924,False
Breast,symmetric_gene_rank,carmustine,0.0549500877468,False
Breast,symmetric_gene_rank,celecoxib,-0.03573424269299996,False
Breast,symmetric_gene_rank,ceritinib,-0.010511411269999993,False
Breast,symmetric_gene_rank,chlorambucil,0.09963086462500004,False
Breast,symmetric_gene_rank,cisplatin,0.014099446509999947,False
Breast,symmetric_gene_rank,cladribine,-0.014380383349999803,False
Breast,symmetric_gene_rank,clofarabine,-0.082652716018,False
Breast,symmetric_gene_rank,cobimetinib,0.017536106723999995,False
Breast,symmetric_gene_rank,crizotinib,0.242926679634,False
Breast,symmetric_gene_rank,cyclophosphamide,-0.0425846926900002,False
Breast,symmetric_gene_rank,cytarabine,0.025441670366999958,False
Breast,symmetric_gene_rank,dabrafenib,-0.07921031619000019,False
Breast,symmetric_gene_rank,dacarbazine,0.014958446340000098,False
Breast,symmetric_gene_rank,dacomitinib,0.06073414033999991,False
Breast,symmetric_gene_rank,darolutamide,-0.010807994683999955,False
Breast,symmetric_gene_rank,dasatinib,0.0015369821233399998,False
Breast,symmetric_gene_rank,daunorubicin,0.008725290959000001,False
Breast,symmetric_gene_rank,decitabine,0.019345435992000004,False
Breast,symmetric_gene_rank,dexrazoxane,0.06169137462199997,False
Breast,symmetric_gene_rank,docetaxel,-0.08870436287499994,False
Breast,symmetric_gene_rank,doxorubicin,-0.14048093537099993,False
Breast,symmetric_gene_rank,duvelisib,0.099136466875,False
Breast,symmetric_gene_rank,encorafenib,-0.0011563032878000035,False
Breast,symmetric_gene_rank,epirubicin,-0.03633389686999999,False
Breast,symmetric_gene_rank,erdafitinib,-0.004516724079999923,False
Breast,symmetric_gene_rank,erlotinib,-0.159582490645558,False
Breast,symmetric_gene_rank,estramustine,-0.051965764902,False
Breast,symmetric_gene_rank,etoposide,-0.11497141893100002,False
Breast,symmetric_gene_rank,everolimus,-0.03381638096000006,False
Breast,symmetric_gene_rank,fludarabine,0.010162832199999805,False
Breast,symmetric_gene_rank,fluorouracil,-0.07600719025699998,False
Breast,symmetric_gene_rank,fruquintinib,-0.0024522330909999557,False
Breast,symmetric_gene_rank,fulvestrant,-0.08152622393200004,False
Breast,symmetric_gene_rank,gemcitabine,0.05642320321899996,False
Breast,symmetric_gene_rank,gilteritinib,-0.050072110093,False
Breast,symmetric_gene_rank,homoharringtonine,-0.06948794957000004,False
Breast,symmetric_gene_rank,hydroxyurea,-0.01513111463700001,False
Breast,symmetric_gene_rank,ibrutinib,-0.11638671339200002,False
Breast,symmetric_gene_rank,idarubicin,0.04470273381710001,False
Breast,symmetric_gene_rank,idelalisib,0.078943239233,False
Breast,symmetric_gene_rank,imatinib,-0.013901806699999852,False
Breast,symmetric_gene_rank,irinotecan,0.004402957764999993,False
Breast,symmetric_gene_rank,ixabepilone,0.05548637937899997,False
Breast,symmetric_gene_rank,ixazomib,-0.007946795515999971,False
Breast,symmetric_gene_rank,lapatinib,-0.08345385919899995,False
Breast,symmetric_gene_rank,lenvatinib,-0.00645434014999996,False
Breast,symmetric_gene_rank,lomustine,0.05278461485800001,False
Breast,symmetric_gene_rank,lorlatinib,-0.044977364307,False
Breast,symmetric_gene_rank,melphalan,0.08567525608800008,False
Breast,symmetric_gene_rank,mercaptopurine,0.059692949979999854,False
Breast,symmetric_gene_rank,methotrexate,-0.029033093161,False
Breast,symmetric_gene_rank,mitomycin,0.1513382797536,False
Breast,symmetric_gene_rank,mitotane,0.03472060635999985,False
Breast,symmetric_gene_rank,mitoxantrone,0.051273847200000056,False
Breast,symmetric_gene_rank,neratinib,-0.0490482069653,False
Breast,symmetric_gene_rank,nilotinib,0.019200653781999977,False
Breast,symmetric_gene_rank,olaparib,-0.0034999135699997908,False
Breast,symmetric_gene_rank,osimertinib,-0.010383489669999912,False
Breast,symmetric_gene_rank,oxaliplatin,0.03867979883899997,False
Breast,symmetric_gene_rank,paclitaxel,-0.04830410030199994,False
Breast,symmetric_gene_rank,palbociclib,0.10162181094400002,True
Breast,symmetric_gene_rank,panobinostat,0.010599435503999999,False
Breast,symmetric_gene_rank,pemetrexed,-0.058818461795000054,False
Breast,symmetric_gene_rank,pralatrexate,0.00911782714000009,False
Breast,symmetric_gene_rank,raloxifene,0.053685653937999955,False
Breast,symmetric_gene_rank,ribociclib,0.005293146679999916,False
Breast,symmetric_gene_rank,romidepsin,0.00912186100000012,False
Breast,symmetric_gene_rank,selinexor,-0.0009128571669999586,False
Breast,symmetric_gene_rank,selumetinib,-0.056046241350000026,False
Breast,symmetric_gene_rank,sirolimus,-0.007898579089000046,False
Breast,symmetric_gene_rank,sonidegib,-0.02600618720000003,False
Breast,symmetric_gene_rank,sunitinib,-0.00790271833099998,False
Breast,symmetric_gene_rank,tamoxifen,0.016135534642999994,False
Breast,symmetric_gene_rank,temsirolimus,0.07810683378,False
Breast,symmetric_gene_rank,teniposide,-0.06241282709699991,False
Breast,symmetric_gene_rank,thiotepa,-0.01901222619599996,False
Breast,symmetric_gene_rank,tioguanine,0.1876779622957,False
Breast,symmetric_gene_rank,tivozanib,0.025062872612999998,False
Breast,symmetric_gene_rank,topotecan,0.00235707839999999,False
Breast,symmetric_gene_rank,trametinib,-0.046674209140999956,False
Breast,symmetric_gene_rank,trifluridine,-0.05538348250634,False
Breast,symmetric_gene_rank,tucatinib,0.01922107812000018,False
Breast,symmetric_gene_rank,umbralisib,-0.06944078340999993,False
Breast,symmetric_gene_rank,valrubicin,0.0011957563397,False
Breast,symmetric_gene_rank,vandetanib,-0.004615195731999977,False
Breast,symmetric_gene_rank,vemurafenib,-0.07760135379699995,False
Breast,symmetric_gene_rank,venetoclax,-0.05519339957834,False
Breast,symmetric_gene_rank,vinblastine,-0.047343754347,False
Breast,symmetric_gene_rank,vinorelbine,0.00601473737700009,False
Breast,symmetric_gene_rank,vorinostat,-0.06344645833700002,False
Breast,symmetric_gene_rank,zoledronate,-0.025469403160000015,False
