draw,weight_G,weight_R,weight_P,weight_L,weight_S,spearman_vs_locked_ADRS_rank,top20_jaccard_vs_locked,CDK46_mean_rank,Abemaciclib_rank,Palbociclib_rank,Ribociclib_rank
209,0.082103380493,0.166113114833,0.425265930844,0.263307950098,0.0632096237314,0.998380443377,1,28.6666666667,8,29,49
210,0.0557053849199,0.144944947724,0.534944527839,0.0896762056677,0.17472893385,0.998666247487,1,28,8,27,49
211,0.0257715099721,0.0844641454968,0.110079380395,0.677440546369,0.102244417767,0.994731677575,0.904761904762,29.3333333333,10,30,48
212,0.0066191682135,0.174786127296,0.0583424165723,0.203262912565,0.556989375353,0.998247068126,1,28,8,27,49
213,0.0896544940144,0.00798130019125,0.333427576766,0.204862656989,0.36407397204,0.998570979451,1,28,8,27,49
214,0.107326303625,0.568655745108,0.220747055713,0.00419655590692,0.0990743396476,0.999390284566,1,28,8,26,50
215,0.0755247385479,0.314812518536,0.0739632327183,0.338128908882,0.197570601317,0.99846618461,1,28,8,27,49
216,0.298657746517,0.179189235017,0.0776847983173,0.105202968988,0.339265251161,0.999266436118,1,28.3333333333,8,26,51
217,0.0636237668757,0.0773189394821,0.313061081073,0.0631221766963,0.482874035873,0.998866310364,1,27.6666666667,8,26,49
218,0.367232145431,0.231832285835,0.118708249974,0.115352453949,0.166874864812,0.999571293835,1,28,8,26,50
219,0.228820393686,0.0843126384539,0.113993226501,0.411135230682,0.161738510677,0.99864719388,1,28,8,27,49
220,0.0285338571943,0.152455956187,0.614769798372,0.0850004031347,0.119239985112,0.998485238218,1,28,8,27,49
221,0.335787596875,0.10673668361,0.168057122113,0.233199190475,0.156219406927,0.999466498995,1,28.6666666667,8,27,51
222,0.2476858165,0.251257281437,0.159192987142,0.295683197258,0.0461807176629,0.998923471186,1,28.3333333333,8,27,50
223,0.128177699338,0.274838382182,0.147469294023,0.322332917887,0.12718170657,0.998732935113,1,28,8,27,49
224,0.10152940072,0.162865469424,0.0109737500786,0.569464880908,0.155166498869,0.997208646527,0.904761904762,29,10,29,48
225,0.0212108065621,0.214377221734,0.104772581428,0.411409341464,0.248230048812,0.997770727943,1,28.6666666667,8,29,49
226,0.317457627637,0.0388043691312,0.242608965003,0.0904530971413,0.310675941088,0.999533186621,1,28.3333333333,8,26,51
