variant,drug,rank_descending,top_quartile,observed_C_ACC_percentile,null_mean_C_ACC_percentile,null_sd_C_ACC_percentile,z_degree_matched,empirical_p_upper,q_bh_108,null_draws
column_gene_rank,Asciminib,1,yes,1,0.769298597634,0.152299559843,1.51478705916,0.015498450155,0.836916308369,10000
column_gene_rank,Pralatrexate,2,yes,0.990654205607,0.854829906857,0.096376206783,1.40931359808,0.0548945105489,0.865113488651,10000
column_gene_rank,Brigatinib,3,yes,0.981308411215,0.905528974065,0.119956876977,0.631722324385,0.344665533447,0.904444620473,10000
column_gene_rank,Cladribine,4,yes,0.971962616822,0.802248131394,0.155401903262,1.09210043034,0.168383161684,0.872552744726,10000
column_gene_rank,Olaparib,5,yes,0.96261682243,0.826583176726,0.0779594256173,1.74492878349,0.004899510049,0.529147085291,10000
column_gene_rank,Gemcitabine,6,yes,0.953271028037,0.838158878252,0.110684823978,1.0399993933,0.167183281672,0.872552744726,10000
column_gene_rank,Doxorubicin,7,yes,0.943925233645,0.918419626737,0.0354883787962,0.718703073326,0.309769023098,0.904444620473,10000
column_gene_rank,Erdafitinib,8,yes,0.934579439252,0.762087382397,0.144578602466,1.19306767332,0.108289171083,0.872552744726,10000
column_gene_rank,Azacitidine,9,yes,0.92523364486,0.926163551927,0.0419285854878,-0.0221783553149,0.642935706429,0.904444620473,10000
column_gene_rank,Ixabepilone,10,yes,0.915887850467,0.882616823536,0.113714129157,0.292584810504,0.498250174983,0.904444620473,10000
column_gene_rank,Ceritinib,11,yes,0.906542056075,0.97383645314,0.0320385318999,-2.10042074572,0.958604139586,1,10000
column_gene_rank,Mitomycin,12,yes,0.897196261682,0.893130842543,0.114602007499,0.0354742401839,0.605339466053,0.904444620473,10000
column_gene_rank,Everolimus,13,yes,0.88785046729,0.572226634915,0.188486428157,1.67451755259,0.046095390461,0.865113488651,10000
column_gene_rank,Hydroxyurea,14,yes,0.878504672897,0.704054672191,0.168913240411,1.03277872287,0.180281971803,0.872552744726,10000
column_gene_rank,Bleomycin,15,yes,0.869158878505,0.603239251725,0.178653341251,1.48846713371,0.0661933806619,0.865113488651,10000
column_gene_rank,Cyclophosphamide,16,yes,0.859813084112,0.53244252268,0.196211248592,1.66845970239,0.0669933006699,0.865113488651,10000
column_gene_rank,Decitabine,17,yes,0.85046728972,0.741535980657,0.103626800048,1.05118858261,0.163683631637,0.872552744726,10000
column_gene_rank,Venetoclax,18,yes,0.841121495327,0.843404206967,0.154812390251,-0.0147450190295,0.602439756024,0.904444620473,10000
column_gene_rank,Sirolimus,19,yes,0.831775700935,0.768175233373,0.144666591572,0.439634796608,0.398460153985,0.904444620473,10000
column_gene_rank,Sunitinib,20,yes,0.822429906542,0.791820560721,0.11945519493,0.256241227847,0.42295770423,0.904444620473,10000
column_gene_rank,Acalabrutinib,21,yes,0.81308411215,0.655348597163,0.164929702462,0.956380279791,0.229777022298,0.872552744726,10000
column_gene_rank,Epirubicin,22,yes,0.803738317757,0.460737849937,0.197339594227,1.73812290009,0.0625937406259,0.865113488651,10000
column_gene_rank,Belinostat,23,yes,0.794392523364,0.495837382699,0.180208328023,1.65672221668,0.0823917608239,0.872552744726,10000
column_gene_rank,Docetaxel,24,yes,0.785046728972,0.637932242304,0.174820363573,0.841518022619,0.235076492351,0.872552744726,10000
column_gene_rank,Clofarabine,25,yes,0.775700934579,0.672565419656,0.168937704531,0.610494354765,0.306669333067,0.904444620473,10000
column_gene_rank,Tamoxifen,26,yes,0.766355140187,0.635138316922,0.139025991642,0.943829435885,0.194680531947,0.872552744726,10000
column_gene_rank,Trifluridine,27,yes,0.757009345794,0.799107009345,0.134996974659,-0.31184153317,0.641635836416,0.904444620473,10000
column_gene_rank,Abemaciclib,28,no,0.747663551402,0.592811214092,0.178509552528,0.867473673629,0.226877312269,0.872552744726,10000
column_gene_rank,Nilotinib,29,no,0.738317757009,0.815063083467,0.103576417081,-0.740953670923,0.767223277672,0.937369999264,10000
column_gene_rank,Cytarabine,30,no,0.728971962617,0.734614485386,0.181577423709,-0.0310750238324,0.557344265573,0.904444620473,10000
column_gene_rank,Zoledronate,31,no,0.719626168224,0.510673831041,0.205545653112,1.01657385607,0.201379862014,0.872552744726,10000
column_gene_rank,Ixazomib,32,no,0.710280373832,0.758943925117,0.166060309354,-0.293047456521,0.626637336266,0.904444620473,10000
column_gene_rank,Teniposide,33,no,0.700934579439,0.621469158044,0.14669397423,0.54170883168,0.30296970303,0.904444620473,10000
column_gene_rank,Melphalan,34,no,0.691588785047,0.700642522992,0.196989489096,-0.0459605128529,0.555344465553,0.904444620473,10000
column_gene_rank,Tioguanine,35,no,0.682242990654,0.652113550685,0.168749639169,0.178545211225,0.458054194581,0.904444620473,10000
column_gene_rank,Methotrexate,36,no,0.672897196262,0.699987849608,0.168476274574,-0.16079803174,0.605539446055,0.904444620473,10000
column_gene_rank,Darolutamide,37,no,0.663551401869,0.532596728305,0.172388567514,0.759648249606,0.223877612239,0.872552744726,10000
column_gene_rank,Thiotepa,38,no,0.654205607477,0.719573363678,0.16066465731,-0.406858342688,0.669833016698,0.927461100044,10000
column_gene_rank,Etoposide,39,no,0.644859813084,0.739764018273,0.132957817966,-0.713791837449,0.740325967403,0.937369999264,10000
column_gene_rank,Celecoxib,40,no,0.630841121495,0.720587382783,0.170865768611,-0.525244242995,0.688631136886,0.929652034797,10000
column_gene_rank,Tucatinib,40,no,0.630841121495,0.237080373737,0.150253190278,2.62064816747,0.03499650035,0.865113488651,10000
column_gene_rank,Daunorubicin,42,no,0.616822429907,0.683950934088,0.170030137917,-0.394803562499,0.644835516448,0.904444620473,10000
column_gene_rank,Dasatinib,43,no,0.607476635514,0.646939251727,0.17866957752,-0.220869253516,0.584541545845,0.904444620473,10000
column_gene_rank,Fluorouracil,44,no,0.598130841121,0.473264018128,0.203413508299,0.613857083718,0.277672232777,0.904444620473,10000
column_gene_rank,Carmustine,45,no,0.588785046729,0.60548691509,0.177611576587,-0.0940359219928,0.5300469953,0.904444620473,10000
column_gene_rank,Erlotinib,46,no,0.579439252336,0.559474298465,0.206128695419,0.0968567420012,0.444055594441,0.904444620473,10000
column_gene_rank,Carboplatin,47,no,0.570093457944,0.527273831242,0.167673452712,0.255375111618,0.372462753725,0.904444620473,10000
column_gene_rank,Temsirolimus,48,no,0.560747663551,0.603365419757,0.186240203677,-0.228832203598,0.550244975502,0.904444620473,10000
column_gene_rank,Vinorelbine,49,no,0.551401869159,0.402391588058,0.197716135173,0.753657666684,0.202079792021,0.872552744726,10000
column_gene_rank,Imatinib,50,no,0.542056074766,0.832871962778,0.124000254957,-2.34528459731,0.973102689731,1,10000
column_gene_rank,Afatinib,51,no,0.532710280374,0.316195326674,0.180959298101,1.19648427007,0.135486451355,0.872552744726,10000
column_gene_rank,Lorlatinib,52,no,0.523364485981,0.560982709497,0.194794837978,-0.193117147797,0.524847515248,0.904444620473,10000
column_gene_rank,Oxaliplatin,53,no,0.514018691589,0.617464485092,0.172361735461,-0.600166813281,0.733326667333,0.937369999264,10000
column_gene_rank,Encorafenib,54,no,0.504672897196,0.413027101865,0.162527259305,0.563879534565,0.260873912609,0.904444620473,10000
column_gene_rank,Valrubicin,55,no,0.495327102804,0.442920092821,0.162823737839,0.321863449877,0.361163883612,0.904444620473,10000
column_gene_rank,Paclitaxel,56,no,0.485981308411,0.572693924223,0.175053536089,-0.495349124324,0.681931806819,0.929652034797,10000
column_gene_rank,Pemetrexed,57,no,0.476635514019,0.394198597537,0.182135428275,0.452613295845,0.242375762424,0.872552744726,10000
column_gene_rank,Estramustine,58,no,0.467289719626,0.541559812467,0.171586707636,-0.432842927426,0.617138286171,0.904444620473,10000
column_gene_rank,Dexrazoxane,59,no,0.457943925234,0.410863550629,0.149103747513,0.315755810235,0.358264173583,0.904444620473,10000
column_gene_rank,Osimertinib,60,no,0.448598130841,0.290007943721,0.181106382439,0.875674203106,0.165483451655,0.872552744726,10000
column_gene_rank,Mercaptopurine,61,no,0.439252336449,0.667492989909,0.179936232697,-1.26845299604,0.879512048795,1,10000
column_gene_rank,Actinomycin D,62,no,0.429906542056,0.738620559844,0.149464303244,-2.06546988872,0.972202779722,1,10000
column_gene_rank,Mitoxantrone,63,no,0.420560747664,0.686075232862,0.166305384947,-1.59654773225,0.929507049295,1,10000
column_gene_rank,Chlorambucil,64,no,0.411214953271,0.470728503959,0.171976748795,-0.346055795945,0.584941505849,0.904444620473,10000
column_gene_rank,Fulvestrant,65,no,0.401869158879,0.299113551259,0.164407597007,0.6250052278,0.19698030197,0.872552744726,10000
column_gene_rank,Neratinib,66,no,0.392523364486,0.373414018368,0.203184408857,0.0940492738881,0.39696030397,0.904444620473,10000
column_gene_rank,Dabrafenib,67,no,0.383177570093,0.471706541525,0.11180053133,-0.791847501779,0.789821017898,0.937369999264,10000
column_gene_rank,Palbociclib,68,no,0.373831775701,0.340725233155,0.130484391764,0.253720326993,0.391860813919,0.904444620473,10000
column_gene_rank,Vorinostat,69,no,0.364485981308,0.461205606747,0.144070585143,-0.67133499418,0.719628037196,0.937369999264,10000
column_gene_rank,umbralisib,70,no,0.355140186916,0.628736915385,0.205506004463,-1.33133204153,0.889511048895,1,10000
column_gene_rank,Lomustine,71,no,0.345794392523,0.312722896768,0.177536658484,0.186279814194,0.373462653735,0.904444620473,10000
column_gene_rank,Dacarbazine,72,no,0.336448598131,0.587342522474,0.142545551983,-1.76009648041,0.963503649635,1,10000
column_gene_rank,Mitotane,73,no,0.327102803738,0.577977101963,0.197706276495,-1.26892429857,0.919108089191,1,10000
column_gene_rank,Romidepsin,74,no,0.317757009346,0.713180372816,0.158319222246,-2.49763331238,0.998700129987,1,10000
column_gene_rank,Vinblastine,75,no,0.308411214953,0.379360747043,0.150917575078,-0.47012107141,0.630936906309,0.904444620473,10000
column_gene_rank,Gilteritinib,76,no,0.299065420561,0.343266354576,0.178417548499,-0.247738713971,0.422457754225,0.904444620473,10000
column_gene_rank,Idarubicin,77,no,0.289719626168,0.302622429544,0.191512472689,-0.0673731752014,0.457454254575,0.904444620473,10000
column_gene_rank,Trametinib,78,no,0.280373831776,0.19873691574,0.109528150317,0.745350996977,0.187081291871,0.872552744726,10000
column_gene_rank,Crizotinib,79,no,0.271028037383,0.321960747136,0.147788804355,-0.3446317194,0.603139686031,0.904444620473,10000
column_gene_rank,Raloxifene,80,no,0.261682242991,0.378814485388,0.134346367908,-0.871867577976,0.785521447855,0.937369999264,10000
column_gene_rank,Carfilzomib,81,no,0.252336448598,0.396971494593,0.177361759234,-0.815480443019,0.758424157584,0.937369999264,10000
column_gene_rank,Panobinostat,82,no,0.242990654206,0.313108878101,0.202380508951,-0.346467277202,0.514148585141,0.904444620473,10000
column_gene_rank,Cobimetinib,83,no,0.233644859813,0.242010280166,0.095628607513,-0.0874782198619,0.432756724328,0.904444620473,10000
column_gene_rank,Selumetinib,84,no,0.224299065421,0.317382242484,0.115694806959,-0.804557953034,0.771122887711,0.937369999264,10000
column_gene_rank,Lenvatinib,85,no,0.214953271028,0.270579439192,0.17896889236,-0.310814731153,0.526647335266,0.904444620473,10000
column_gene_rank,Vemurafenib,86,no,0.205607476636,0.302193924983,0.173797529472,-0.555741204381,0.621637836216,0.904444620473,10000
